time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0.00,0,
3,0.00,0.00,0.00,0.00,51.37,0.00,6,
5,0.00,0.00,0.00,0.00,54.72,0.00,6,
7,0.00,0.00,0.00,0.00,58.86,0.00,6,
9,0.00,0.00,0.00,0.00,60.93,0.00,6,4.00
11,0.00,0.00,0.00,0.00,61.94,0.00,6,
13,0.00,0.00,0.00,0.00,55.65,0.00,8,
15,0.00,0.00,0.00,0.00,50.85,0.00,8,
17,0.00,0.00,0.13,1.59,45.97,0.00,8,
19,1.25,5.01,0.38,3.59,45.93,0.00,8,2.28
21,2.11,5.28,0.81,5.59,49.01,2.00,8,
23,2.55,5.28,1.05,7.59,45.55,0.00,7,
25,2.80,5.18,1.47,9.59,47.68,0.00,7,
27,1.38,4.90,2.08,11.59,41.56,1.00,7,
29,3.23,5.68,1.85,10.99,32.59,1.00,7,1.52
31,3.79,5.51,2.60,12.99,26.10,1.00,7,
33,5.31,10.83,3.36,14.99,23.30,0.00,4,
35,9.00,13.40,4.44,16.99,25.02,2.00,4,
37,10.50,23.09,4.16,13.01,31.12,2.00,4,
39,12.01,24.13,4.22,15.01,36.02,3.00,4,2.75
41,8.15,18.29,3.66,17.01,34.89,1.00,4,
43,8.14,18.25,4.19,19.01,34.21,1.00,2,
45,8.59,18.25,4.26,21.01,34.32,2.00,2,
47,10.91,18.23,3.94,16.38,31.61,0.00,2,
49,7.44,11.36,5.12,18.38,26.91,2.00,2,1.80
51,5.14,11.26,5.35,20.38,27.21,2.00,2,
53,6.37,11.26,4.84,22.38,26.82,0.00,4,
55,8.84,17.48,6.15,24.38,28.34,2.00,4,
57,8.48,17.23,5.54,26.38,24.46,2.00,4,
59,7.42,12.17,6.01,28.38,19.85,1.00,4,1.93
61,8.54,18.09,7.19,30.38,21.63,3.00,4,
63,9.90,17.88,6.76,32.38,24.51,0.00,3,
65,11.21,20.14,7.62,34.38,27.68,1.00,3,
67,12.74,24.90,7.49,36.38,29.91,2.00,3,
69,9.40,24.53,5.87,22.77,33.80,2.00,3,2.77
71,5.51,11.00,5.90,24.77,37.17,2.00,3,
73,5.44,10.92,5.63,26.77,37.72,1.00,6,
75,5.42,10.92,5.68,28.77,36.31,0.00,6,
77,4.42,10.92,6.72,30.77,36.30,3.00,6,
79,5.49,11.51,6.36,32.77,37.78,1.00,6,2.23
81,6.91,11.50,7.14,34.77,35.95,1.00,6,
83,6.86,11.50,7.78,36.77,32.86,0.00,5,
85,7.17,11.50,8.90,38.77,30.47,0.00,5,
87,8.29,15.18,10.24,40.77,28.70,2.00,5,
89,7.68,17.10,10.81,42.77,26.79,2.00,5,1.59
91,10.21,18.06,11.01,44.77,25.73,2.00,5,
93,12.92,28.94,11.83,46.77,22.03,2.00,6,
