time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,43.65,0.00,0,
3,0.00,0.00,0.00,0.00,52.80,0.00,8,
5,0.00,0.00,0.00,0.00,60.47,0.00,8,
7,0.00,0.00,0.00,0.00,63.54,0.00,8,
9,0.00,0.00,0.00,0.00,59.17,0.00,8,4.00
11,0.00,0.00,0.00,0.00,57.40,0.00,8,
13,0.00,0.00,0.00,0.00,53.63,0.00,2,
15,0.00,0.00,0.05,0.61,52.56,0.00,2,
17,0.37,1.50,0.45,2.61,52.38,2.00,2,
19,1.36,5.44,0.45,3.81,48.92,1.00,2,2.55
21,1.34,5.35,0.51,5.81,45.10,1.00,2,
23,1.34,5.35,0.71,7.81,41.69,0.00,5,
25,1.95,5.35,1.19,9.81,39.36,0.00,5,
27,4.10,11.07,1.78,11.81,38.18,2.00,5,
29,4.19,11.39,2.17,13.81,33.69,2.00,5,2.05
31,5.58,11.39,2.25,15.81,31.99,0.00,5,
33,6.76,11.39,3.03,17.81,32.29,1.00,7,
35,7.63,15.07,3.59,19.81,30.18,0.00,7,
37,8.44,18.32,4.59,21.81,29.62,2.00,7,
39,6.34,10.37,5.23,23.81,30.48,1.00,7,1.33
41,6.35,10.37,5.50,25.81,30.74,1.00,7,
43,6.67,10.98,6.12,27.81,28.83,1.00,5,
45,7.97,15.56,6.89,29.81,26.61,0.00,5,
47,9.14,16.56,7.95,31.81,28.36,2.00,5,
49,8.13,16.56,8.66,33.81,31.07,2.00,5,1.77
51,7.05,16.56,8.26,35.81,30.29,2.00,5,
53,7.05,16.56,8.61,37.81,27.74,1.00,4,
55,7.40,16.96,9.44,39.81,28.01,0.00,4,
57,13.13,23.88,10.44,41.81,27.66,2.00,4,
59,11.39,21.01,9.29,30.03,27.64,2.00,4,1.63
61,11.45,19.25,8.67,31.73,26.67,2.00,4,
63,12.59,23.79,8.44,33.73,24.93,2.00,5,
65,14.56,25.91,8.54,35.73,23.92,0.00,5,
67,17.55,25.90,9.54,37.73,23.51,2.00,5,
69,18.24,37.49,9.17,39.73,22.37,2.00,5,1.93
71,16.35,38.28,9.73,41.73,19.76,1.00,5,
73,17.00,38.97,10.50,43.73,14.30,2.00,2,
75,20.79,48.72,11.01,45.73,13.44,0.00,2,
77,22.71,50.00,12.50,47.73,14.78,2.00,2,
79,23.28,49.99,10.85,33.85,12.86,2.00,2,1.88
81,20.10,49.99,12.22,34.48,12.98,2.00,2,
83,21.85,44.56,10.48,29.18,16.22,2.00,3,
85,12.81,22.89,10.99,31.18,24.10,0.00,3,
87,15.30,22.86,12.33,33.18,29.59,2.00,3,
89,14.17,22.86,11.15,27.10,30.15,1.00,3,1.62
91,14.18,22.86,11.70,29.10,30.14,1.00,3,
93,16.73,27.41,11.15,31.10,28.68,0.00,2,
95,17.63,31.03,12.19,33.10,26.70,0.00,2,
97,18.28,30.99,13.36,35.10,25.85,2.00,2,
99,19.96,34.94,12.26,37.10,26.56,1.00,2,1.11
101,22.70,39.71,13.34,39.10,25.49,1.00,2,
103,20.79,28.60,13.47,41.10,24.47,1.00,1,
105,17.34,35.30,14.01,43.10,23.95,0.00,1,
107,21.49,43.24,15.35,45.10,23.69,2.00,1,
109,24.35,47.27,13.37,34.56,24.30,2.00,1,1.62
111,26.25,52.01,13.63,36.56,22.79,2.00,1,
113,31.22,62.35,14.82,38.56,19.58,2.00,4,
115,35.13,71.50,14.89,40.56,16.06,0.00,4,
117,34.19,72.68,16.56,42.56,13.65,2.00,4,
119,36.07,71.87,15.43,35.87,11.83,2.00,4,1.28
121,37.75,56.31,15.65,32.44,12.55,2.00,4,
123,37.83,63.97,16.98,34.44,9.76,2.00,2,
125,38.59,63.25,16.95,36.44,9.33,1.00,2,
127,35.34,68.66,16.78,31.47,8.72,1.00,2,
129,36.97,69.49,17.38,33.47,6.90,2.00,2,1.40
131,42.63,80.56,17.74,35.47,12.44,1.00,2,
133,47.86,87.82,18.11,37.47,15.19,1.00,3,
135,48.22,87.66,19.34,39.47,17.81,0.00,3,
137,48.21,87.66,20.84,41.47,18.19,3.00,3,
139,47.04,87.66,18.32,43.47,17.44,2.00,3,0.93
141,48.12,87.65,17.25,45.47,15.42,1.00,3,
143,49.92,86.44,17.45,47.47,15.31,1.00,1,
145,41.51,78.65,18.46,49.47,14.09,0.00,1,
147,43.03,86.48,19.93,51.47,12.04,2.00,1,
149,46.78,91.36,20.09,46.55,10.11,2.00,1,1.40
151,46.70,97.47,19.66,43.56,8.63,2.00,1,
153,51.32,106.22,20.51,45.10,8.22,2.00,8,
155,53.89,106.05,21.18,47.10,8.45,0.00,8,
157,59.91,106.05,22.84,49.10,9.61,2.00,8,
159,63.43,106.05,23.24,46.06,12.42,2.00,8,0.87
161,63.49,106.05,23.81,48.06,12.93,1.00,8,
163,56.29,106.05,25.12,50.06,10.71,1.00,6,
165,56.65,109.02,25.92,52.06,11.81,0.00,6,
167,59.07,119.89,27.44,54.06,11.75,1.00,6,
169,50.10,124.58,28.96,56.06,10.05,1.00,6,1.53
171,53.33,124.46,30.46,58.06,9.37,1.00,6,
173,57.70,127.78,32.07,60.06,9.36,1.00,1,
