time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,42.90
7,0.00,0.00,0.00,0.00,0.00,52.80
9,0.00,0.00,0.00,0.00,0.00,61.10
11,0.00,0.00,0.00,0.00,0.00,60.40
13,0.00,0.00,0.00,0.00,0.00,60.40
15,0.00,0.00,0.00,0.00,0.00,54.60
17,0.00,0.00,0.00,0.00,0.00,45.00
19,0.00,0.00,0.00,0.00,0.00,43.40
21,0.00,0.87,0.00,0.00,1.70,41.10
23,0.00,5.18,0.00,0.00,3.70,38.10
25,0.00,5.05,0.00,0.00,5.70,30.90
27,0.00,5.05,0.00,0.00,7.70,29.05
29,0.00,5.05,0.00,1.04,9.70,22.95
31,4.90,5.05,0.00,3.04,11.70,18.55
33,4.57,6.42,0.00,5.04,13.70,31.75
35,0.00,9.99,0.00,7.04,15.70,38.35
37,0.00,0.00,0.00,0.00,5.00,43.20
39,0.00,0.00,0.00,0.00,0.00,22.50
41,0.00,0.00,0.00,0.00,0.00,25.65
43,0.96,0.00,0.76,0.00,0.00,55.00
45,0.00,0.00,2.76,0.00,0.00,63.30
47,0.00,0.00,0.00,0.00,0.00,66.90
49,0.00,0.00,0.00,0.00,0.00,64.80
51,0.00,0.00,0.00,0.00,0.00,43.50
53,0.00,0.00,0.00,0.00,0.00,35.90
55,0.00,0.00,0.00,0.36,0.00,33.20
57,4.58,0.00,0.00,2.36,0.00,31.65
59,8.80,0.00,0.00,4.36,0.00,32.55
61,5.80,0.00,0.00,6.36,0.00,29.45
63,4.68,0.00,0.00,8.36,0.00,19.60
65,4.65,0.00,0.00,10.36,0.00,22.33
67,4.65,0.00,0.00,12.36,0.56,20.50
69,4.65,3.82,0.00,14.36,2.56,37.67
71,4.65,0.24,0.00,16.36,4.56,40.70
73,4.65,0.00,0.00,18.36,0.00,41.00
75,4.65,0.00,0.00,20.36,0.00,39.57
77,4.65,0.00,0.00,22.36,0.00,34.13
79,4.65,0.00,0.00,24.36,0.00,40.05
81,4.65,0.00,0.00,26.36,1.18,39.17
83,4.65,0.00,0.00,28.36,0.29,39.70
85,4.65,0.00,0.00,30.36,0.00,39.67
87,4.65,0.00,0.00,32.36,0.00,35.20
89,4.65,0.00,0.00,34.36,0.00,25.27
91,4.65,0.00,0.00,36.36,0.00,12.30
93,4.36,0.00,0.10,38.36,0.00,6.80
95,0.00,1.50,2.10,40.36,1.41,0.50
97,0.00,5.49,4.10,0.00,3.41,23.30
99,0.00,5.41,0.00,0.00,5.41,37.60
101,0.00,5.41,0.00,0.00,7.41,42.70
103,0.00,5.41,0.00,0.00,9.41,42.43
105,0.00,5.41,0.00,0.00,11.41,41.60
107,0.00,5.41,0.00,0.00,13.41,32.80
109,0.00,5.41,0.00,0.00,15.41,27.35
111,0.00,5.41,0.00,0.00,17.41,20.50
113,0.00,9.77,0.00,0.53,19.41,15.75
115,3.00,11.26,0.00,2.53,21.41,21.98
117,4.61,11.26,0.00,4.53,23.41,23.02
119,4.60,11.26,0.00,6.53,25.41,18.90
121,4.60,11.26,0.00,8.53,27.41,15.08
123,4.60,11.26,0.00,10.53,29.41,19.93
125,10.07,11.26,0.00,12.53,31.41,23.37
127,10.70,11.26,0.00,14.53,33.41,20.33
129,10.70,11.26,0.00,16.53,35.41,21.95
131,7.71,15.39,0.00,18.53,37.41,25.88
133,0.00,17.77,0.00,10.88,39.41,20.85
135,0.00,17.76,0.00,0.00,41.41,20.79
137,0.00,20.86,0.00,0.00,43.41,26.73
139,0.00,27.97,0.00,0.00,45.41,30.30
141,0.00,30.05,0.00,0.00,30.02,39.75
143,0.00,11.78,0.00,0.00,13.04,47.46
145,0.00,0.00,0.00,0.00,8.28,47.06
147,0.00,0.00,0.00,0.00,8.56,39.07
149,0.00,2.46,0.00,0.00,2.78,38.52
151,0.00,5.04,1.25,1.04,4.78,31.46
153,3.27,5.01,0.00,3.04,6.78,25.36
