time,queue_avg,queue_max,delay_avg,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,43.10,3
3,0.00,0.00,0.00,0.00,57.73,3
5,0.00,0.00,0.00,0.00,63.33,5
7,0.00,0.00,0.00,0.00,59.26,5
9,0.00,0.00,0.00,0.00,61.50,5
11,0.00,0.00,0.00,0.00,57.13,5
13,0.00,0.00,0.00,0.00,52.95,5
15,0.00,0.00,0.00,0.00,51.40,2
17,0.21,0.82,0.14,1.60,50.01,2
19,1.21,4.83,0.22,3.60,47.02,2
21,1.17,4.67,0.61,5.60,49.96,2
23,1.17,4.67,1.06,7.60,46.96,2
25,1.17,4.67,0.62,9.60,43.60,1
27,1.63,4.67,1.32,11.60,40.94,1
29,4.54,5.52,2.10,13.60,39.77,1
31,5.44,12.01,3.00,15.60,37.28,1
33,5.41,12.10,3.17,17.60,32.50,1
35,7.08,12.10,3.69,19.60,28.08,1
37,10.31,17.76,5.14,21.60,25.66,2
39,12.89,23.18,6.35,23.60,22.29,2
41,15.20,29.14,7.86,25.60,22.60,2
43,16.60,29.21,6.90,27.60,22.00,2
45,17.92,31.08,8.20,29.60,19.31,2
47,18.75,34.44,9.16,31.60,17.61,2
49,15.62,24.76,9.73,33.60,19.92,4
51,17.65,24.76,9.80,35.60,18.68,4
53,20.25,24.76,10.34,37.60,18.75,4
55,22.18,29.60,11.07,39.60,20.51,4
57,21.49,30.33,11.94,41.60,23.43,4
59,13.64,24.15,12.32,43.60,24.14,3
61,10.20,24.15,12.88,45.60,23.17,3
63,13.57,24.15,12.13,47.60,24.26,3
65,16.86,24.15,13.58,49.60,26.46,3
67,18.54,24.15,12.57,51.60,28.31,3
69,16.11,22.62,9.94,27.97,29.83,1
71,11.23,18.02,10.11,25.30,28.26,1
73,12.74,24.16,10.07,27.30,26.44,1
75,14.28,23.95,11.19,29.30,24.35,1
77,16.16,31.28,8.55,24.04,26.53,1
79,17.47,36.54,8.97,26.04,26.69,1
81,10.53,16.64,9.38,28.04,27.73,1
83,8.34,16.64,9.86,30.04,31.15,4
85,9.30,16.64,10.56,32.04,30.77,4
87,11.19,17.71,11.00,34.04,28.88,4
89,11.15,17.68,12.18,36.04,30.67,4
91,13.04,20.58,13.53,38.04,29.16,4
93,14.83,23.91,13.31,40.04,25.16,5
95,12.82,19.41,14.16,42.04,19.95,5
97,18.04,27.34,12.01,44.04,17.64,5
99,21.56,32.19,13.77,46.04,15.36,5
101,22.35,31.97,11.50,32.02,16.77,5
103,26.01,35.69,12.42,34.02,17.82,5
105,29.31,38.45,13.49,36.02,18.61,6
107,19.84,38.34,13.18,38.02,16.31,6
109,20.47,38.34,14.43,40.02,16.09,6
111,23.38,38.34,16.15,42.02,16.55,6
113,27.38,44.74,15.14,44.02,17.38,6
115,27.90,44.79,15.19,46.02,19.26,8
117,26.13,33.26,16.56,48.02,17.88,8
119,17.79,31.18,17.09,50.02,17.52,8
121,20.88,31.18,18.67,52.02,19.62,8
123,22.76,31.18,20.04,54.02,19.16,8
125,23.69,31.18,21.12,48.08,18.70,5
127,19.69,23.70,19.86,43.51,18.93,5
129,15.56,23.70,19.03,45.51,20.19,5
131,18.46,25.35,20.79,47.51,22.81,5
133,21.83,29.65,20.34,49.51,21.82,5
135,21.86,29.30,21.20,51.51,20.05,7
137,18.07,31.89,20.80,53.51,21.66,7
139,21.46,31.86,20.98,55.51,18.16,7
141,25.15,38.23,22.55,57.51,20.93,7
143,26.15,42.38,22.52,59.51,21.96,7
145,28.71,45.27,20.38,42.76,20.40,7
147,27.40,47.80,20.08,44.76,19.02,7
149,25.06,47.78,20.43,46.76,15.21,6
151,28.73,52.85,21.76,48.76,9.68,6
153,30.95,55.33,22.03,50.76,6.72,6
155,34.39,64.46,22.90,52.76,7.36,6
157,42.31,73.62,19.01,54.76,9.32,6
159,45.71,81.16,15.39,56.76,10.66,6
161,46.09,82.81,16.60,58.76,10.81,8
163,46.09,82.81,16.49,60.76,9.12,8
165,46.09,82.81,17.79,62.76,9.21,8
167,49.84,86.02,19.36,64.76,10.89,8
169,53.74,88.06,18.94,55.01,12.70,8
171,45.49,84.92,19.39,39.80,13.64,8
173,37.84,84.92,20.76,41.80,16.63,6
175,38.20,84.92,22.17,43.80,16.31,6
177,40.34,84.92,23.52,45.80,17.72,6
179,41.05,84.90,24.67,47.80,20.76,6
181,34.08,57.01,25.93,49.80,21.19,6
183,21.80,31.03,24.68,51.80,20.14,2
185,19.49,37.69,24.92,53.80,16.21,2
187,24.73,43.78,23.82,55.80,14.71,2
189,27.47,43.53,24.50,57.80,15.94,2
191,30.24,46.78,23.40,59.80,17.04,2
193,30.33,47.11,24.72,61.80,16.51,2
195,30.33,47.11,25.72,63.80,16.04,2
197,31.15,50.42,26.32,65.80,13.66,5
199,31.11,50.23,25.34,67.80,13.36,5
201,24.86,43.53,26.61,69.80,13.69,5
203,24.86,43.53,27.64,71.80,14.01,5
205,26.34,43.53,27.16,60.62,18.28,5
207,27.94,43.53,27.07,57.00,19.90,5
209,27.04,34.49,27.08,59.00,21.27,5
211,18.39,31.33,25.69,61.00,21.22,5
213,18.85,31.33,26.04,63.00,17.86,1
215,20.09,32.33,27.50,65.00,15.56,1
217,20.33,32.42,26.09,67.00,13.93,1
219,22.71,37.98,27.31,69.00,17.58,1
221,25.03,45.06,27.52,70.98,19.58,1
223,25.04,45.15,26.64,72.98,20.30,8
225,18.26,45.15,24.86,74.98,18.76,8
227,18.47,45.15,24.93,76.98,17.75,8
229,20.77,45.15,25.74,78.98,18.60,8
231,20.95,45.15,27.40,80.98,17.71,8
233,22.12,45.15,28.75,82.98,20.00,8
235,25.76,45.15,27.56,84.98,19.79,8
237,29.51,44.89,28.14,86.98,21.45,1
239,21.13,29.63,28.74,88.98,21.23,1
241,20.54,29.63,28.88,90.98,19.71,1
243,23.51,35.25,29.40,92.98,18.70,1
245,28.08,35.28,30.41,94.98,18.52,1
247,32.91,42.04,29.40,96.98,18.14,1
249,33.00,48.63,30.06,98.98,17.84,1
251,18.06,40.64,31.04,100.98,18.86,1
253,16.08,40.67,31.33,102.98,18.99,2
255,17.07,40.67,32.66,104.98,16.71,2
257,18.53,40.67,32.64,106.98,16.84,2
259,18.46,40.67,31.16,108.98,16.34,2
261,21.53,40.67,31.97,110.98,15.61,2
263,19.59,41.71,33.48,112.98,19.20,2
265,20.96,46.89,31.88,114.98,19.12,6
267,16.54,24.20,32.13,116.98,21.15,6
269,18.01,30.21,31.85,118.98,21.17,6
271,18.25,30.05,30.67,120.98,20.50,6
273,21.28,36.50,26.11,122.98,20.09,6
275,22.58,41.86,22.74,124.98,24.52,6
277,18.30,24.72,21.16,126.98,23.83,7
279,12.45,24.04,22.11,128.98,20.48,7
281,13.63,24.04,23.26,130.98,19.82,7
283,15.66,24.35,24.55,132.98,20.05,7
285,17.57,28.74,23.75,95.09,19.19,7
287,16.99,27.16,19.68,68.81,17.11,5
289,11.82,29.85,18.85,70.81,14.16,5
291,13.19,29.83,19.43,72.81,14.92,5
293,16.40,34.33,20.77,74.81,17.04,5
295,16.34,35.49,22.10,76.81,17.60,5
297,17.02,35.48,18.21,78.81,18.25,5
299,19.04,39.07,16.65,80.81,19.31,5
301,19.87,42.47,15.42,82.81,22.64,5
303,18.58,37.29,15.52,84.81,22.64,5
305,9.70,19.68,14.74,86.81,21.31,4
307,10.90,24.48,15.09,88.81,28.26,4
309,10.88,24.39,15.85,90.81,31.27,4
311,10.87,24.39,15.34,92.81,33.73,4
313,10.29,24.19,13.20,92.72,34.26,4
315,6.65,21.18,9.27,38.60,35.77,4
317,8.44,22.61,7.40,40.60,35.44,2
319,8.60,22.61,7.14,42.60,31.25,2
321,9.13,24.41,7.87,44.60,29.26,2
323,15.52,29.20,9.37,46.60,27.62,2
325,18.04,29.08,7.83,44.08,27.12,2
327,14.59,23.65,6.94,24.52,25.87,2
329,15.24,33.14,5.96,14.73,25.50,1
331,18.32,35.50,5.64,11.90,22.38,1
333,20.26,35.49,6.33,13.90,17.98,1
335,23.73,38.80,6.68,15.90,15.87,1
337,25.53,48.27,6.98,17.90,13.08,1
339,29.88,60.41,7.65,19.90,15.77,1
341,32.54,71.21,8.77,21.90,20.03,1
343,32.83,72.37,9.49,23.90,20.63,1
345,33.20,72.27,10.73,25.90,23.18,1
347,20.92,35.49,12.20,27.90,21.90,1
349,16.44,35.49,13.85,29.90,22.28,1
351,16.44,35.49,15.44,31.90,20.86,6
353,16.44,35.49,15.40,33.90,17.26,6
355,16.92,35.49,15.85,35.90,15.81,6
357,19.37,35.49,17.40,37.90,16.05,6
359,19.78,35.49,18.61,39.90,17.73,6
361,20.73,35.49,17.66,40.56,22.53,6
363,17.53,23.79,17.31,42.56,25.73,6
365,11.84,23.79,16.92,44.56,25.12,7
367,11.84,23.79,17.33,46.56,25.81,7
369,13.30,23.79,12.98,48.56,27.25,7
371,13.32,23.79,13.87,50.56,27.03,7
373,12.35,19.93,13.67,45.20,24.08,7
375,7.37,17.97,14.18,47.20,19.98,7
377,8.99,17.97,14.99,49.20,17.62,8
379,10.51,18.53,15.21,51.20,18.20,8
381,10.56,18.52,16.32,53.20,22.49,8
383,12.25,24.98,17.75,55.20,23.51,8
385,12.09,24.35,15.37,53.61,28.52,8
387,6.00,18.52,12.98,45.92,30.09,5
389,7.51,24.54,12.23,47.92,29.49,5
391,7.70,25.32,12.95,49.92,29.81,5
393,8.56,26.99,14.15,51.92,30.69,5
395,9.03,30.62,15.46,53.92,29.87,5
397,9.50,32.50,12.87,32.25,31.72,5
399,7.83,17.57,11.10,26.75,31.89,5
401,5.33,21.31,10.31,28.75,27.22,5
403,5.96,23.84,10.40,30.75,23.94,6
405,6.78,23.83,9.89,32.75,21.19,6
407,10.07,27.55,10.40,34.75,19.84,6
409,13.16,30.82,11.61,36.75,20.61,6
411,17.14,35.76,10.43,38.75,19.84,6
413,19.89,38.85,8.62,24.31,21.80,6
415,22.21,42.36,9.82,26.31,22.72,6
417,25.43,49.73,10.44,28.31,23.20,6
419,27.93,54.39,10.26,30.31,22.30,6
421,15.83,29.24,9.83,32.31,21.88,1
423,16.91,29.24,10.39,34.31,20.27,1
425,17.83,29.24,10.97,36.31,18.85,1
427,20.16,30.73,10.78,27.12,20.17,1
429,22.38,36.11,12.28,27.59,18.48,1
431,20.83,42.21,13.77,29.02,15.34,1
433,16.50,24.81,13.97,31.02,13.19,6
435,13.22,19.34,11.92,33.02,13.78,6
437,16.67,24.77,12.08,35.02,13.74,6
439,16.60,24.59,13.43,37.02,13.49,6
441,16.39,23.74,14.28,39.02,16.50,6
443,11.96,18.04,14.69,41.02,17.20,6
445,11.91,17.85,13.52,43.02,16.93,5
447,11.91,17.85,12.52,45.02,16.17,5
449,12.61,20.63,13.60,47.02,14.74,5
451,14.96,24.26,15.09,49.02,18.00,5
453,18.11,30.67,15.40,51.02,20.30,5
455,14.86,17.85,13.61,53.02,20.39,8
457,10.89,17.37,13.10,55.02,21.79,8
459,12.21,19.03,14.01,57.02,23.75,8
461,13.55,18.93,15.27,59.02,24.80,8
463,14.96,24.03,20.91,61.02,24.36,8
465,14.26,21.23,21.21,61.11,23.39,8
467,8.95,18.93,21.08,62.49,24.74,8
469,10.45,18.93,18.61,64.49,25.42,6
471,10.75,19.63,19.20,66.49,21.80,6
473,11.27,21.69,20.31,68.49,23.51,6
475,11.78,25.31,19.62,70.49,26.57,6
477,12.90,24.98,22.34,72.49,24.96,6
479,7.80,19.63,19.08,74.49,22.64,3
481,7.50,19.63,17.78,76.49,20.78,3
483,9.26,19.63,17.99,78.49,18.86,3
485,12.54,19.63,,,23.29,3
487,13.62,21.93,,,28.89,3
489,13.64,25.13,,,32.85,3
491,8.66,19.64,,,34.51,3
493,8.66,19.64,,,35.07,5
495,8.66,19.64,,,34.86,5
497,8.66,19.64,,,35.30,5
499,8.84,19.63,,,34.14,5
501,7.51,11.52,,,33.56,5
