time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,45.31,0,
3,0.00,0.00,0.00,0.00,53.32,15,
5,0.00,0.00,0.00,0.00,56.02,15,
7,0.00,0.00,0.00,0.00,56.99,15,
9,0.00,0.00,0.00,0.00,57.27,15,4.00
11,0.00,0.00,0.00,0.00,57.78,15,
13,0.00,0.00,0.00,0.00,53.30,1,
15,0.00,0.00,0.01,0.14,49.36,1,
17,0.56,2.24,0.28,2.14,46.69,1,
19,1.14,4.57,0.50,4.14,40.67,1,2.14
21,1.35,4.55,0.72,6.14,34.63,1,
23,3.53,5.18,1.66,8.14,32.60,1,
25,5.85,8.67,2.16,10.14,30.91,1,
27,6.41,10.90,2.77,12.14,30.89,1,
29,6.41,10.88,3.63,14.14,30.73,1,2.24
31,6.41,10.88,4.49,16.14,32.09,1,
33,6.85,10.88,5.09,18.14,30.29,2,
35,8.03,11.57,5.93,20.14,31.99,2,
37,8.20,11.48,6.76,22.14,32.58,2,
39,8.18,16.09,6.65,24.14,29.78,2,1.31
41,9.72,22.27,6.01,26.14,26.66,2,
43,10.39,22.00,6.81,28.14,21.38,3,
45,13.59,27.09,7.69,30.14,22.69,3,
47,14.45,31.09,8.69,32.14,25.46,3,
49,16.95,41.10,6.08,29.70,28.01,3,2.27
51,17.21,42.15,6.81,31.70,30.02,3,
53,13.46,27.11,7.50,33.70,30.47,7,
55,8.68,11.48,7.93,35.70,33.05,7,
57,8.06,11.48,8.92,37.70,29.24,7,
59,8.06,11.48,8.82,39.70,25.59,7,2.27
61,9.21,15.36,8.86,41.70,24.79,7,
63,9.52,16.57,10.02,43.70,22.75,4,
65,11.20,16.75,10.84,45.70,21.44,4,
67,10.21,17.04,12.01,47.70,22.75,4,
69,8.75,18.55,9.90,36.80,25.39,4,1.20
71,11.06,24.00,8.20,29.99,21.49,4,
73,11.01,23.88,8.14,31.99,18.01,5,
75,11.01,23.88,9.14,33.99,17.92,5,
77,12.82,23.88,10.23,35.99,19.74,5,
79,13.87,22.36,10.31,31.16,26.03,5,2.00
81,8.27,17.43,9.20,33.16,24.61,5,
83,8.46,17.43,9.46,35.16,22.70,4,
85,9.50,17.43,9.42,37.16,26.62,4,
87,9.45,17.43,10.29,39.16,30.51,4,
89,8.27,17.43,10.21,41.16,32.63,4,2.36
91,8.27,17.43,10.44,43.16,30.29,4,
93,8.45,17.43,11.20,45.16,28.79,2,
95,10.68,17.43,12.14,47.16,29.88,2,
97,9.72,17.43,13.31,49.16,32.17,2,
99,7.81,20.98,8.51,34.29,32.19,2,1.81
101,9.28,26.85,6.86,36.29,30.47,2,
103,11.15,34.34,7.47,38.29,29.14,7,
105,12.19,36.44,8.25,40.29,29.32,7,
107,13.17,36.43,9.25,42.29,29.27,7,
109,14.06,36.43,7.45,42.19,25.99,7,1.81
111,16.38,43.63,7.38,35.08,22.97,7,
113,15.37,29.94,6.61,20.19,21.62,5,
115,10.93,19.36,7.57,22.19,21.98,5,
117,16.26,31.51,8.73,24.19,24.18,5,
119,18.89,36.22,7.39,25.38,25.58,5,1.80
121,19.55,35.94,8.22,27.38,26.84,5,
123,11.00,18.92,8.53,29.38,24.74,7,
125,11.07,18.92,9.21,31.38,24.22,7,
127,13.52,21.60,9.97,33.38,24.00,7,
129,17.41,32.12,11.06,35.38,23.83,7,2.17
131,16.46,20.14,10.85,37.38,26.06,7,
133,13.40,18.18,10.60,39.38,25.27,4,
135,13.66,18.69,11.45,41.38,24.26,4,
137,15.87,20.85,12.62,43.38,22.64,4,
139,15.97,26.63,11.60,28.02,20.91,4,1.80
141,15.42,19.95,9.79,28.49,21.83,4,
