time,value
5,0.02
9,0.01
13,0.03
17,0.01
21,0.02
25,0.00
33,0.03
37,0.03
41,0.03
45,0.02
49,0.01
53,0.03
57,0.00
61,0.06
65,0.03
69,0.04
73,0.03
77,0.05
81,0.04
85,0.02
89,0.04
93,0.04
97,0.05
101,0.05
105,0.07
109,0.06
113,0.05
117,0.06
121,0.08
125,0.05
129,0.07
133,0.06
137,0.07
141,0.05
145,0.08
149,0.14
153,0.07
157,0.13
161,0.10
165,0.19
169,0.18
173,0.10
177,0.18
181,0.11
185,0.16
189,0.11
193,0.20
197,0.04
201,0.12
205,0.06
209,0.13
213,0.05
217,0.09
221,0.05
225,0.12
229,0.06
233,0.08
237,0.05
241,0.10
245,0.11
249,0.14
253,0.10
257,0.09
261,0.07
265,0.13
269,0.07
273,0.11
277,0.08
281,0.10
285,0.06
289,0.10
293,0.08
297,0.14
301,0.09
305,0.09
309,0.10
313,0.05
317,0.07
321,0.12
325,0.07
329,0.07
333,0.05
337,0.09
341,0.23
345,0.10
349,0.16
353,0.20
357,0.25
361,0.16
365,0.09
369,0.12
373,0.05
377,0.07
381,0.07
385,0.10
389,0.08
393,0.12
397,0.09
401,0.13
405,0.09
409,0.18
413,0.17
417,0.09
421,0.17
425,0.10
429,0.19
433,0.11
437,0.16
441,0.09
445,0.14
449,0.11
453,0.22
457,0.13
461,0.18
465,0.19
469,0.16
473,0.15
477,0.24
481,0.09
485,0.18
489,0.26
493,0.22
497,0.10
501,0.10
505,0.06
509,0.16
513,0.09
517,0.19
521,0.07
525,0.08
529,0.09
533,0.08
537,0.13
541,0.09
545,0.07
549,0.09
553,0.18
557,0.17
561,0.16
565,0.21
569,0.15
573,0.21
577,0.11
581,0.21
585,0.16
589,0.24
593,0.18
597,0.19
601,0.13
605,0.21
609,0.22
613,0.17
617,0.22
621,0.14
625,0.22
629,0.13
633,0.24
637,0.21
641,0.16
645,0.12
649,0.08
653,0.13
657,0.18
661,0.13
665,0.30
669,0.10
673,0.13
677,0.09
681,0.11
685,0.16
689,0.22
693,0.13
697,0.14
701,0.09
705,0.11
709,0.09
713,0.03
717,0.13
721,0.08
725,0.12
729,0.07
733,0.11
737,0.10
741,0.16
745,0.12
749,0.19
753,0.13
757,0.23
761,0.31
765,0.13
769,0.16
773,0.20
777,0.09
781,0.08
785,0.05
789,0.06
793,0.03
797,0.05
801,0.04
805,0.11
809,0.04
813,0.09
817,0.05
821,0.12
825,0.08
829,0.13
833,0.09
837,0.13
841,0.11
845,0.09
849,0.12
853,0.16
857,0.27
861,0.18
865,0.15
869,0.27
873,0.16
877,0.19
881,0.33
885,0.14
889,0.25
893,0.13
897,0.22
901,0.25
905,0.16
909,0.14
913,0.18
917,0.15
921,0.11
925,0.13
929,0.10
933,0.13
937,0.08
941,0.10
945,0.08
949,0.09
953,0.09
957,0.08
961,0.04
965,0.08
969,0.08
973,0.05
977,0.07
981,0.04
985,0.05
989,0.04
993,0.11
997,0.09
