time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.20,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.38,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.85,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.49,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.14,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.71,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.20,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.35,0.00
19,0.00,0.00,0.00,0.00,0.00,1.07,0.00,0.36,0.46,1.07,32.96,0.00
21,4.27,0.00,2.14,4.27,0.00,3.07,0.00,1.02,1.31,3.07,38.81,0.00
23,4.75,0.00,2.37,4.75,0.00,5.07,0.00,1.69,2.17,5.07,40.89,0.00
25,4.75,0.00,2.37,4.75,0.00,7.07,0.00,2.36,3.03,7.07,39.14,0.00
27,4.75,0.00,2.37,4.75,0.00,9.07,0.00,3.02,3.89,9.07,39.20,0.00
29,4.75,0.00,2.37,4.75,0.00,11.07,0.00,3.69,4.74,11.07,41.22,0.00
31,4.75,3.10,3.92,4.75,0.00,13.07,1.45,4.84,5.81,13.07,39.72,0.00
33,4.75,4.75,4.75,4.75,0.00,15.07,3.45,6.17,6.95,15.07,34.88,0.00
35,4.75,4.74,4.74,4.75,0.00,17.07,5.45,7.51,8.09,17.07,27.35,0.00
37,9.89,4.74,7.32,9.89,0.00,19.07,7.45,8.84,9.24,19.07,17.94,0.00
39,13.62,4.74,9.18,13.62,0.00,21.07,9.45,10.17,10.38,21.07,9.87,0.00
41,18.75,4.74,11.74,18.75,0.00,23.07,11.45,11.51,11.52,23.07,11.80,0.00
43,28.86,4.74,16.80,28.86,0.00,25.07,13.45,12.84,12.67,25.07,13.97,1.00
45,31.65,4.74,18.20,31.65,0.00,10.76,15.45,8.74,6.82,15.45,16.94,1.00
47,23.28,4.74,14.01,23.28,0.00,9.80,17.45,9.08,6.69,17.45,24.37,1.00
