time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.47,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.54,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.60,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.68,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.82,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.89,0.00
17,0.00,0.00,0.00,0.00,0.84,0.00,0.00,0.28,0.36,0.84,40.76,0.00
19,0.00,0.00,0.00,0.00,2.84,0.00,0.00,0.95,1.22,2.84,23.39,0.00
21,3.08,0.00,1.54,3.08,4.84,0.00,0.82,1.89,2.19,4.84,8.65,0.00
23,7.04,5.19,6.11,7.04,6.84,1.21,2.82,3.62,3.85,6.84,1.43,0.00
25,19.43,5.19,12.31,19.43,8.84,3.21,4.82,5.62,5.85,8.84,13.62,0.00
27,22.63,5.19,13.91,22.63,10.84,5.21,6.82,7.62,7.85,10.84,16.53,1.00
29,22.59,5.19,13.89,22.59,6.26,7.21,8.82,7.43,7.03,8.82,21.48,0.00
31,21.74,5.19,13.46,21.74,8.26,9.21,10.82,9.43,9.03,10.82,22.69,1.00
33,17.07,5.19,11.13,17.07,9.44,11.21,12.82,11.16,10.68,12.82,22.75,0.00
35,12.19,5.19,8.69,12.19,11.44,13.21,14.82,13.16,12.68,14.82,25.42,0.00
37,10.81,5.19,8.00,10.81,13.44,15.21,16.82,15.16,14.68,16.82,22.62,0.00
39,10.78,5.19,7.98,10.78,15.44,17.21,18.82,17.16,16.68,18.82,17.07,0.00
41,13.20,5.19,9.19,13.20,17.44,19.21,20.82,19.16,18.68,20.82,22.18,0.00
43,17.14,6.99,12.07,17.14,19.44,21.21,22.82,21.16,20.68,22.82,24.09,1.00
45,7.35,11.83,9.59,11.83,21.44,7.80,24.82,18.02,16.08,24.82,30.86,1.00
47,0.00,11.73,5.87,11.73,0.00,9.80,26.82,12.21,8.03,26.82,36.52,1.00
49,0.00,11.73,5.87,11.73,0.00,0.69,28.82,9.84,4.41,28.82,36.61,0.00
