time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0,
3,0.00,0.00,0.00,0.00,60.00,8,
5,0.00,0.00,0.00,0.00,49.36,8,
7,0.00,0.00,0.00,0.00,53.59,8,
9,0.00,0.00,0.00,0.00,59.48,8,4.00
11,0.00,0.00,0.00,0.00,61.51,8,
13,0.00,0.00,0.00,0.00,58.82,7,
15,0.00,0.00,0.00,0.00,56.68,7,
17,0.00,0.00,0.00,0.00,54.30,7,
19,0.00,0.00,0.05,0.62,52.25,7,2.56
21,0.00,0.00,0.20,1.29,49.81,7,
23,1.17,4.67,0.27,3.29,47.77,1,
25,1.21,4.86,0.54,5.29,45.43,1,
27,1.22,4.87,0.95,7.29,39.43,1,
29,1.21,4.86,0.68,5.21,35.60,1,2.61
31,1.22,4.87,1.13,7.21,35.20,1,
33,2.64,10.56,1.40,9.21,33.92,8,
35,3.10,10.88,1.90,11.21,36.66,8,
37,3.35,7.84,2.72,13.21,35.99,8,
39,1.37,5.47,1.64,7.21,37.58,8,2.97
41,2.02,8.08,1.35,6.99,38.42,8,
43,2.85,11.39,1.92,8.99,37.07,5,
45,3.64,14.58,2.36,10.99,41.56,5,
47,4.79,17.32,3.03,12.99,42.77,5,
49,2.43,5.61,1.79,11.66,45.38,5,2.59
51,1.61,5.53,1.16,6.15,41.63,5,
53,3.23,7.40,1.14,8.15,39.09,1,
55,4.46,12.47,1.69,10.15,37.15,1,
57,5.99,10.18,2.36,12.15,39.08,1,
59,4.99,11.71,1.85,9.77,38.15,1,2.32
61,5.95,11.70,1.98,11.77,35.28,1,
63,6.79,11.70,2.62,13.77,30.36,2,
65,8.52,17.80,2.97,15.77,32.54,2,
67,9.73,17.53,3.64,17.77,31.15,2,
69,6.62,10.41,3.65,14.53,30.35,2,2.38
71,2.69,10.77,3.38,11.08,28.70,2,
73,3.88,10.77,3.27,13.08,29.29,5,
75,5.15,15.86,3.72,15.08,30.61,5,
77,5.51,17.32,3.02,17.08,31.07,5,
79,3.24,8.24,3.26,11.74,32.38,5,3.03
81,2.60,4.74,2.81,10.89,30.89,5,
83,3.85,5.41,2.38,12.89,27.86,2,
85,5.28,10.75,2.93,14.89,29.75,2,
87,5.33,11.14,3.85,16.89,25.36,2,
89,5.23,11.14,3.01,18.89,19.09,2,2.02
91,5.38,11.14,3.96,20.89,16.46,2,
93,5.38,11.14,4.62,22.89,18.19,3,
95,5.85,11.14,5.07,24.89,23.79,3,
97,6.70,11.23,5.90,26.89,29.97,3,
99,6.68,11.18,4.69,19.89,35.70,3,2.31
101,6.68,11.18,3.96,21.89,38.40,3,
103,6.74,11.18,4.62,23.89,36.06,1,
105,6.74,11.18,5.33,25.89,35.77,1,
107,6.15,8.61,6.16,27.89,35.52,1,
109,4.32,17.30,5.84,24.08,34.01,1,2.36
111,4.33,17.34,4.07,26.08,31.42,1,
113,4.33,17.34,4.60,28.08,27.58,1,
115,5.16,17.34,5.09,30.08,24.62,1,
117,5.72,17.34,5.73,32.08,31.14,1,
119,5.91,17.34,6.39,34.08,33.09,1,2.35
121,6.87,17.34,7.36,36.08,32.96,1,
123,6.84,17.34,8.40,38.08,32.31,6,
125,6.84,17.34,9.36,40.08,34.05,6,
127,6.83,17.30,10.36,42.08,32.58,6,
129,3.74,5.53,7.16,24.43,30.14,6,2.17
131,3.31,7.70,6.26,24.77,29.31,6,
133,4.68,13.19,5.92,19.86,27.07,2,
135,6.40,18.34,7.01,21.86,25.19,2,
137,7.03,18.20,6.13,23.86,26.28,2,
139,7.01,18.20,6.72,25.86,28.35,2,2.08
141,7.20,18.20,7.68,27.86,29.35,2,
143,8.76,18.20,8.67,29.86,25.97,5,
145,9.38,18.20,10.00,31.86,24.31,5,
147,12.43,18.18,11.34,33.86,20.14,5,
149,10.54,17.41,8.23,35.86,21.27,5,1.22
151,8.78,17.41,9.10,37.86,21.30,5,
153,9.29,17.78,8.96,39.86,20.35,1,
155,13.09,28.53,9.60,41.86,24.31,1,
157,13.53,30.39,9.64,43.86,28.17,1,
159,13.53,30.38,10.64,45.86,29.01,1,2.36
161,11.16,20.91,10.52,47.86,26.61,1,
163,5.93,18.21,10.69,49.86,25.15,6,
165,5.93,18.21,10.65,51.86,25.56,6,
167,10.59,24.68,11.80,53.86,25.51,6,
169,13.88,24.47,10.51,55.86,23.49,6,1.72
171,9.00,18.16,10.94,57.86,24.02,6,
173,9.51,21.37,10.13,59.86,24.77,1,
175,10.37,24.82,10.48,61.86,24.42,1,
177,10.36,24.79,11.48,63.86,25.86,1,
179,11.97,24.49,11.65,65.86,27.51,1,2.42
