time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,43.60,3
3,0.00,0.00,0.00,0.00,0.00,51.33,3
5,0.00,0.00,0.00,0.00,0.00,59.28,5
7,0.00,0.00,0.00,0.00,0.00,61.31,5
9,0.00,0.00,0.00,0.00,0.00,62.36,5
11,0.00,0.00,0.00,0.00,0.00,60.22,5
13,0.00,0.00,0.00,0.00,0.00,55.08,2
15,0.00,0.00,0.00,0.00,0.00,49.08,2
17,0.30,1.21,0.37,0.34,1.84,48.37,2
19,1.37,5.47,0.90,0.85,3.84,43.37,2
21,2.09,5.35,0.83,0.89,5.84,38.44,7
23,4.25,11.63,1.02,1.20,7.84,34.21,7
25,4.79,11.39,1.50,1.88,9.84,30.92,7
27,7.89,17.66,2.14,2.82,11.84,26.47,7
29,6.59,11.67,2.54,3.35,13.84,28.81,5
31,5.56,11.64,2.91,3.77,15.84,30.22,5
33,6.41,14.67,3.47,4.46,17.84,35.86,5
35,7.99,15.92,4.31,5.59,19.84,37.58,5
37,5.65,10.37,4.94,6.39,21.84,37.16,5
39,4.52,10.37,4.62,5.62,23.84,34.74,5
41,5.67,12.30,4.47,5.13,25.84,30.68,8
43,5.89,13.19,5.13,5.91,27.84,25.78,8
45,9.24,18.02,5.76,6.59,29.84,23.15,8
47,10.44,20.13,6.85,7.88,31.84,22.68,8
49,9.73,24.86,5.58,7.03,21.06,21.88,3
51,8.57,24.79,5.42,7.18,23.06,21.58,3
53,10.56,24.79,5.38,7.45,25.06,23.95,3
55,13.25,24.79,6.39,8.69,27.06,31.21,3
57,12.08,22.15,6.43,8.20,20.97,33.81,3
59,5.15,5.85,7.01,8.60,18.14,34.54,3
61,5.65,6.30,7.81,9.38,20.14,36.87,3
63,7.55,11.04,7.11,7.66,22.14,36.68,1
65,8.49,12.09,8.41,9.27,24.14,34.74,1
67,8.48,12.05,9.22,10.06,26.14,31.09,1
69,10.45,17.19,10.16,11.05,28.14,27.56,1
71,13.82,26.78,9.20,11.26,30.14,25.70,1
73,13.36,31.54,8.62,9.93,31.07,27.01,1
75,10.89,20.13,8.56,9.46,33.07,28.42,1
77,9.49,11.71,9.27,10.24,35.07,27.91,1
79,10.75,11.84,10.21,11.20,37.07,27.91,1
81,11.61,12.17,10.80,11.58,39.07,27.29,1
83,11.60,12.14,11.27,11.76,41.07,26.83,1
85,13.38,17.90,12.00,12.38,43.07,27.22,4
87,15.17,18.67,13.14,13.67,45.07,26.35,4
89,17.27,22.59,14.16,14.76,47.07,28.27,4
91,17.82,24.93,15.00,15.56,49.07,31.13,4
93,15.00,24.92,12.60,13.58,51.07,30.64,3
95,14.61,28.55,12.03,13.31,53.07,28.39,3
97,16.85,31.13,11.45,13.14,55.07,25.46,3
99,18.37,36.53,11.05,14.22,57.07,25.30,3
101,20.32,42.47,11.90,15.04,59.07,25.89,3
103,21.26,43.37,10.27,11.63,61.07,25.26,3
105,17.13,25.90,11.15,12.37,63.07,25.58,1
107,17.57,29.91,12.03,13.11,65.07,22.14,1
109,21.47,38.47,12.77,13.61,67.07,21.30,1
111,25.77,38.27,14.10,15.10,69.07,19.37,1
113,23.76,38.27,14.10,14.36,71.07,19.03,1
115,24.68,42.78,14.68,14.43,73.07,18.50,1
117,20.61,38.27,15.92,15.41,75.07,16.99,1
119,20.91,38.27,17.36,16.95,77.07,16.28,8
121,23.14,41.29,17.92,16.67,79.07,14.57,8
123,25.82,44.51,18.69,16.70,81.07,14.65,8
125,27.18,44.47,19.36,17.42,83.07,15.45,8
127,28.77,44.47,20.90,18.84,85.07,16.76,8
129,29.14,44.47,20.69,18.75,87.07,17.07,8
131,31.56,44.47,20.64,19.77,89.07,18.34,8
133,30.85,44.47,19.72,19.02,91.07,21.59,7
135,24.44,44.47,19.49,19.87,93.07,19.34,7
137,25.02,44.47,20.62,21.11,95.07,17.14,7
139,26.34,44.47,21.97,22.56,97.07,18.21,7
141,30.23,48.15,23.24,23.89,99.07,18.38,7
143,32.08,53.79,23.83,24.09,101.07,19.83,7
145,34.58,63.79,24.29,24.01,103.07,17.70,7
147,36.13,65.88,25.04,24.17,105.07,15.14,7
149,37.27,62.23,26.58,25.63,107.07,12.15,6
151,23.36,57.13,27.15,25.48,109.07,10.31,6
153,26.32,58.24,28.28,26.28,111.07,11.81,6
155,28.48,58.24,29.34,27.62,113.07,13.45,6
157,32.24,58.24,25.48,24.30,71.56,15.14,6
159,33.15,58.24,20.99,21.53,70.86,16.98,6
161,33.90,58.23,20.37,21.79,63.90,18.28,5
163,25.53,32.28,21.18,22.91,59.57,16.59,5
165,17.46,28.77,18.89,21.20,45.11,16.80,5
167,17.97,28.77,20.22,22.81,47.11,15.99,5
169,20.14,28.76,19.44,20.94,49.11,15.59,3
171,19.58,23.86,20.20,21.60,51.11,14.31,3
173,18.21,31.02,21.03,22.27,53.11,18.36,3
175,20.20,30.74,19.27,22.26,52.45,22.67,3
177,20.91,30.64,19.20,21.43,54.45,26.73,6
179,20.79,30.19,20.02,22.08,56.45,26.60,6
181,20.41,28.66,20.40,21.99,58.45,25.72,6
183,19.84,26.38,21.90,23.76,60.45,23.86,6
185,20.05,25.59,22.00,24.24,62.45,22.09,6
187,18.66,36.31,20.47,24.94,64.45,21.38,7
