time,calc_time
1.00,0.16
9.00,0.08
19.00,0.07
29.00,0.06
39.00,0.08
49.00,0.08
59.00,0.07
69.00,0.08
79.00,0.08
89.00,0.08
99.00,0.07
109.00,0.06
119.00,0.07
129.00,0.08
139.00,0.09
149.00,0.07
159.00,0.07
169.00,0.08
179.00,0.07
189.00,0.06
199.00,0.07
209.00,0.06
219.00,0.07
229.00,0.07
239.00,0.06
249.00,0.07
259.00,0.06
269.00,0.06
279.00,0.07
289.00,0.06
299.00,0.06
309.00,0.06
319.00,0.07
329.00,0.08
339.00,0.06
349.00,0.07
359.00,0.07
369.00,0.08
379.00,0.07
389.00,0.07
399.00,0.07
409.00,0.06
419.00,0.07
429.00,0.07
439.00,0.07
449.00,0.06
459.00,0.07
469.00,0.06
479.00,0.07
489.00,0.07
499.00,0.07
509.00,0.06
519.00,0.07
529.00,0.08
539.00,0.06
549.00,0.08
559.00,0.06
569.00,0.07
579.00,0.07
589.00,0.07
599.00,0.20
609.00,0.07
619.00,0.08
629.00,0.08
639.00,0.07
649.00,0.07
659.00,0.08
669.00,0.07
679.00,0.07
689.00,0.05
699.00,0.05
709.00,0.05
719.00,0.05
729.00,0.05
739.00,0.07
749.00,0.05
759.00,0.05
769.00,0.05
779.00,0.05
789.00,0.07
799.00,0.07
809.00,0.05
819.00,0.07
829.00,0.07
839.00,0.07
849.00,0.07
859.00,0.07
869.00,0.07
879.00,0.06
889.00,0.07
899.00,0.07
909.00,0.07
919.00,0.07
929.00,0.07
939.00,0.15
949.00,0.08
959.00,0.07
969.00,0.06
979.00,0.07
989.00,0.07
999.00,0.07
