time,queue_avg,queue_max,delay_avg,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,44.00,3
3,0.00,0.00,0.00,0.00,57.00,3
5,0.00,0.00,0.00,0.00,59.58,5
7,0.00,0.00,0.00,0.00,59.55,5
9,0.00,0.00,0.00,0.00,59.29,5
11,0.00,0.00,0.00,0.00,57.46,5
13,0.00,0.00,0.00,0.00,53.65,1
15,0.00,0.00,0.01,0.20,51.49,1
17,0.00,0.00,0.15,2.20,52.21,1
19,0.00,0.00,0.29,4.20,48.81,1
21,0.31,1.25,0.19,1.35,46.03,8
23,1.19,2.50,0.72,2.71,42.90,8
25,3.72,10.73,1.55,4.71,42.26,8
27,4.72,14.74,2.25,6.71,40.09,8
29,6.94,21.35,2.23,8.29,40.67,8
31,5.90,10.14,2.59,9.34,41.18,8
33,4.36,11.36,2.85,11.34,38.54,3
35,5.63,11.34,3.87,13.34,35.55,3
37,7.48,18.90,3.66,15.34,34.72,3
39,9.03,23.54,4.66,17.34,32.99,3
41,14.11,33.38,4.52,12.72,32.02,6
43,16.68,42.64,4.73,14.72,28.94,6
45,17.31,37.00,5.54,16.72,30.78,6
47,14.20,24.05,6.60,18.72,29.21,6
49,13.35,19.02,6.85,15.77,26.61,6
51,11.98,22.08,6.75,15.10,22.35,6
53,13.09,25.82,6.45,17.10,21.94,1
55,17.73,35.40,6.16,19.10,21.82,1
57,19.16,36.94,6.50,21.10,22.41,1
59,20.72,36.93,7.66,23.10,19.90,1
61,21.17,36.93,8.24,18.52,19.29,8
63,22.97,40.78,8.45,20.52,19.43,8
65,19.48,37.90,9.21,22.52,22.11,8
67,15.84,41.60,9.99,24.52,21.86,8
69,16.67,44.91,9.23,26.43,22.14,8
71,18.54,48.54,8.72,26.24,23.66,8
73,21.42,45.65,9.78,28.24,24.71,8
75,11.64,24.89,9.89,30.24,27.42,8
77,13.58,30.71,8.71,32.24,29.41,7
79,13.48,30.57,10.15,34.24,28.95,7
81,13.80,30.57,10.94,36.24,28.29,7
83,15.66,30.57,12.49,38.24,27.29,7
85,16.82,32.87,12.64,40.24,24.73,1
87,20.92,37.43,13.84,42.24,23.47,1
89,18.07,29.21,14.56,44.24,22.95,1
91,18.37,30.52,15.45,46.24,21.89,1
93,23.38,37.16,15.16,48.24,21.51,1
95,23.12,47.17,16.41,50.24,21.56,1
97,22.49,52.83,17.45,52.24,21.30,2
99,23.80,58.09,17.70,54.24,20.80,2
101,25.83,66.21,17.90,56.24,20.20,2
103,28.38,70.89,19.90,58.24,16.46,2
105,35.72,72.00,18.49,60.24,14.26,5
107,39.14,73.12,17.24,62.24,12.87,5
109,44.23,82.43,16.99,64.24,13.00,5
111,40.65,90.00,18.64,66.24,16.37,5
113,45.18,91.10,19.79,59.73,19.03,5
115,48.45,91.10,18.56,44.36,19.37,5
117,51.03,90.87,19.58,46.36,17.48,5
119,39.85,56.61,19.75,48.36,15.39,5
121,28.16,40.31,20.23,50.36,15.43,1
123,22.23,39.98,19.77,52.36,16.21,1
125,25.84,44.68,21.44,54.36,18.90,1
127,26.11,44.53,21.46,56.36,20.32,1
129,26.11,44.53,23.15,58.36,23.22,8
131,27.65,44.53,22.87,60.36,19.87,8
133,25.40,42.98,23.42,62.36,18.15,8
135,22.35,45.94,24.03,64.36,16.89,8
137,29.56,58.60,22.55,66.36,16.72,2
139,30.54,62.96,24.08,68.36,15.90,2
141,33.63,68.97,21.23,70.36,13.96,2
143,36.63,69.73,22.14,72.36,12.88,2
145,41.29,75.06,21.36,74.36,15.48,2
147,38.06,69.73,22.42,76.36,19.65,2
149,29.46,69.73,22.59,78.36,20.50,2
151,30.99,69.73,23.30,80.36,22.51,2
153,33.00,69.46,23.29,82.36,22.73,1
155,22.54,35.90,23.72,84.36,22.52,1
157,22.97,37.68,20.78,86.36,19.87,1
159,26.21,49.29,22.38,88.36,18.31,1
161,28.31,58.87,21.55,90.36,18.32,1
163,33.34,67.51,20.22,92.36,16.16,1
165,34.56,68.26,19.67,94.36,16.14,4
167,39.44,71.61,19.58,96.36,15.19,4
169,43.23,74.56,20.73,98.36,14.62,4
171,42.97,62.37,21.70,100.36,12.43,4
173,32.47,71.52,23.05,102.06,11.29,5
175,35.48,80.24,21.38,75.67,9.04,5
177,38.82,86.67,21.78,77.67,7.60,5
179,43.27,87.38,23.75,79.67,7.83,5
181,45.71,87.38,22.47,81.67,9.00,2
183,44.70,87.38,20.42,83.67,9.86,2
185,45.74,87.14,21.01,85.67,12.71,2
187,43.14,91.58,22.27,87.67,16.34,2
189,35.37,92.13,23.36,89.67,19.58,4
191,24.25,47.66,21.74,91.67,21.00,4
193,23.03,43.64,21.34,93.67,20.20,4
195,24.84,45.26,22.83,95.67,19.59,4
197,27.65,49.24,22.10,97.67,18.19,7
199,31.32,49.95,22.43,99.67,17.20,7
201,34.23,53.62,24.00,101.67,17.56,7
203,35.85,56.38,25.70,103.67,16.72,7
205,34.25,63.81,21.66,43.14,16.03,7
207,35.44,70.13,22.69,45.14,17.18,7
209,37.68,71.83,20.98,47.14,15.64,7
