time,calc_time
1.00,0.21
9.00,0.10
19.00,0.10
29.00,0.10
39.00,0.11
49.00,0.09
59.00,0.10
69.00,0.10
79.00,0.10
89.00,0.11
99.00,0.10
109.00,0.11
119.00,0.10
129.00,0.10
139.00,0.10
149.00,0.10
159.00,0.10
169.00,0.10
179.00,0.11
189.00,0.09
199.00,0.10
209.00,0.11
219.00,0.11
229.00,0.11
239.00,0.10
249.00,0.10
259.00,0.10
269.00,0.10
279.00,0.10
289.00,0.11
299.00,0.11
309.00,0.11
319.00,0.11
329.00,0.10
339.00,0.11
349.00,0.10
359.00,0.09
369.00,0.10
379.00,0.10
389.00,0.11
399.00,0.11
409.00,0.09
419.00,0.10
429.00,0.10
439.00,0.24
449.00,0.11
459.00,0.10
469.00,0.12
479.00,0.11
489.00,0.10
499.00,0.10
509.00,0.10
519.00,0.11
529.00,0.10
539.00,0.11
549.00,0.11
559.00,0.11
569.00,0.11
579.00,0.11
589.00,0.10
599.00,0.10
609.00,0.12
619.00,0.10
629.00,0.10
639.00,0.10
649.00,0.10
659.00,0.10
669.00,0.10
679.00,0.10
689.00,0.11
699.00,0.10
709.00,0.10
719.00,0.10
729.00,0.10
739.00,0.11
749.00,0.10
759.00,0.09
769.00,0.23
779.00,0.10
789.00,0.25
799.00,0.11
809.00,0.10
819.00,0.10
829.00,0.10
839.00,0.10
849.00,0.10
859.00,0.28
869.00,0.11
879.00,0.10
889.00,0.10
899.00,0.10
909.00,0.10
919.00,0.09
929.00,0.09
939.00,0.09
949.00,0.09
959.00,0.09
969.00,0.09
979.00,0.09
989.00,0.09
999.00,0.09
