time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,44.27,0,
3,0.00,0.00,0.00,0.00,51.84,15,
5,0.00,0.00,0.00,0.00,53.91,15,
7,0.00,0.00,0.00,0.00,57.58,15,
9,0.00,0.00,0.00,0.00,57.18,15,4.00
11,0.00,0.00,0.00,0.00,57.75,15,
13,0.00,0.00,0.00,0.00,53.50,1,
15,0.00,0.00,0.07,0.78,47.13,1,
17,0.38,1.53,0.40,2.78,42.67,1,
19,1.15,4.61,0.49,3.98,40.40,1,1.37
21,1.35,4.55,0.77,5.98,32.98,1,
23,2.43,5.18,1.24,7.98,28.35,8,
25,5.83,8.67,2.07,9.98,32.01,8,
27,5.15,10.90,2.94,11.98,31.29,8,
29,5.14,10.88,2.97,13.98,29.99,8,1.64
31,5.14,10.88,3.80,15.98,27.00,8,
33,5.56,10.88,4.46,17.98,24.56,6,
35,6.67,11.23,5.24,19.98,28.41,6,
37,5.47,10.50,4.90,21.98,23.38,6,
39,2.88,6.96,5.62,23.98,21.28,6,1.85
41,3.62,8.93,5.20,25.98,21.88,6,
43,5.13,14.07,5.94,27.98,24.20,7,
45,5.90,18.11,6.94,29.98,32.11,7,
47,5.88,18.03,7.54,31.98,33.71,7,
49,3.11,6.95,4.59,27.06,35.74,7,2.96
51,2.10,5.49,5.05,29.06,32.99,7,
53,2.50,5.49,5.02,31.06,34.32,1,
55,2.47,5.40,5.49,33.06,40.87,1,
57,3.55,5.14,6.03,35.06,37.59,1,
59,4.85,9.78,4.46,37.06,36.67,1,2.33
61,5.71,9.76,5.30,39.06,37.52,1,
63,6.08,9.76,6.25,41.06,32.82,3,
65,5.98,9.76,6.96,43.06,34.68,3,
67,3.42,8.98,7.80,45.06,33.04,3,
69,2.55,5.73,4.37,21.16,33.82,3,2.23
71,4.69,8.92,5.11,23.16,32.52,3,
73,5.25,10.49,5.84,25.16,30.65,6,
75,5.25,10.49,6.60,27.16,30.68,6,
77,4.52,7.57,7.43,29.16,30.07,6,
79,2.63,5.68,5.19,24.36,30.72,6,2.06
81,5.55,9.08,4.84,26.36,28.70,6,
83,7.16,12.02,5.36,28.36,27.81,4,
85,8.59,17.75,6.19,30.36,33.40,4,
87,8.75,18.39,7.03,32.36,36.32,4,
89,5.31,11.78,6.92,34.36,35.56,4,1.99
91,5.31,11.78,7.58,36.36,31.77,4,
93,5.50,11.78,7.45,38.36,28.58,5,
95,7.65,11.78,8.43,40.36,25.43,5,
97,7.80,11.19,9.60,42.36,24.53,5,
99,5.79,11.98,9.38,44.36,26.97,5,2.10
101,7.55,17.60,9.11,46.36,25.47,5,
103,9.43,17.43,10.12,48.36,22.59,2,
105,10.82,17.43,11.30,50.36,24.59,2,
107,9.88,17.43,12.93,52.36,25.50,2,
109,8.25,17.43,9.29,41.48,22.11,2,1.62
111,8.25,17.43,8.33,43.48,23.23,2,
113,9.34,17.43,9.47,45.48,19.35,7,
115,12.47,17.43,10.33,47.48,21.18,7,
117,13.11,17.39,11.33,49.48,23.58,7,
119,10.00,12.06,7.80,25.38,21.71,7,1.63
