time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,60.00,0
3,0.00,0.00,0.00,0.00,0.00,43.83,2
5,0.00,0.00,0.00,0.00,0.00,52.19,2
7,0.00,0.00,0.00,0.00,0.00,58.51,2
9,0.00,0.00,0.00,0.00,0.00,60.16,2
11,0.00,0.00,0.00,0.00,0.00,59.07,2
13,0.00,0.00,0.00,0.00,0.00,57.53,1
15,0.00,0.00,0.00,0.00,0.00,56.67,1
17,0.00,0.00,0.05,0.12,0.63,54.13,1
19,0.00,0.00,0.07,0.07,0.74,56.48,1
21,0.00,0.00,0.18,0.41,2.11,55.50,1
23,0.00,0.00,0.12,0.27,1.37,49.40,1
25,0.00,0.00,0.06,0.06,0.66,47.69,1
27,0.00,0.00,0.31,0.55,2.09,40.92,1
29,1.30,3.64,0.33,0.39,3.16,33.17,1
31,2.61,5.57,1.08,1.14,5.16,36.65,1
33,2.62,5.47,1.45,1.71,7.16,35.96,8
35,3.15,7.14,1.80,1.68,9.16,38.55,8
37,4.49,8.96,2.80,2.68,11.16,39.58,8
39,2.75,5.54,1.97,1.96,10.48,38.65,8
41,3.22,7.41,2.20,2.52,12.48,36.03,8
43,5.80,12.47,2.86,3.29,14.48,33.59,1
45,5.84,12.76,3.53,4.06,16.48,33.24,1
47,9.17,24.78,3.87,4.70,18.48,32.23,1
49,9.24,25.23,4.13,4.23,20.48,33.32,1
51,4.92,15.02,4.30,4.82,22.48,33.37,1
53,4.82,17.92,4.32,4.73,24.48,30.99,3
55,6.36,17.90,3.96,3.42,26.48,29.90,3
57,7.99,22.63,4.35,4.19,28.48,28.62,3
59,7.04,24.42,3.09,3.51,15.78,27.50,3
61,6.94,22.36,2.81,3.76,11.45,25.25,3
63,7.57,24.34,3.10,4.41,12.78,17.85,1
65,9.56,24.33,3.41,5.08,14.78,23.81,1
67,10.44,24.69,4.24,6.15,16.78,27.74,1
69,13.40,30.99,4.66,6.13,14.65,34.32,1
71,10.53,19.66,4.03,6.07,14.83,34.94,1
73,7.22,11.89,4.64,6.90,16.83,35.73,1
75,8.66,17.68,4.46,5.88,18.83,35.77,1
77,9.54,17.55,4.35,5.02,20.83,32.95,1
79,10.34,18.55,4.93,5.63,22.83,28.90,1
81,11.12,20.70,5.74,6.64,24.83,27.22,1
83,13.08,28.52,6.16,7.35,26.83,25.07,2
85,13.45,30.00,6.29,7.11,28.83,27.04,2
87,14.81,30.00,6.84,7.78,30.83,27.97,2
89,13.17,31.78,6.62,7.58,26.77,26.20,2
91,13.04,36.09,5.88,6.82,28.77,27.69,2
93,6.18,11.04,4.96,5.81,30.77,28.72,1
95,5.72,15.89,5.53,6.63,32.77,28.90,1
97,8.86,18.21,6.53,8.00,34.77,26.97,1
99,6.19,11.37,5.91,5.58,36.77,29.47,1
101,6.87,11.24,5.98,5.91,38.77,33.54,1
103,6.84,11.24,5.73,5.23,40.77,33.21,1
105,6.84,11.24,6.24,5.59,42.77,31.85,1
107,6.84,11.24,7.32,6.66,44.77,33.41,1
109,8.63,12.97,8.16,7.79,46.77,34.29,1
111,9.91,18.25,8.91,8.74,48.77,34.19,1
113,9.89,18.17,8.94,8.49,50.77,32.34,1
115,10.38,20.13,9.69,9.31,52.77,32.78,1
117,13.55,26.60,10.33,9.88,54.77,30.47,1
119,14.65,30.60,10.84,10.15,56.77,23.47,1
121,14.64,30.54,11.45,10.59,58.77,22.34,1
123,16.50,34.39,12.32,11.36,60.77,24.00,3
125,19.20,37.78,13.49,12.57,62.77,22.57,3
127,19.55,37.75,14.44,13.28,64.77,25.85,3
129,19.44,37.75,13.34,12.75,47.69,26.26,3
131,19.27,37.59,12.45,12.38,49.69,24.32,3
