time,queue_avg,queue_max,delay_avg,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,60.00,1
3,0.00,0.00,0.00,0.00,44.00,1
5,0.00,0.00,0.00,0.00,52.67,1
7,0.00,0.00,0.00,0.00,58.80,1
9,0.00,0.00,0.00,0.00,59.75,1
11,0.00,0.00,0.00,0.00,59.19,1
13,0.00,0.00,0.00,0.00,57.66,1
15,0.00,0.00,0.00,0.00,56.97,1
17,0.00,0.00,0.10,0.50,56.96,1
19,0.00,0.00,0.04,0.67,56.85,1
21,0.00,0.00,0.37,1.92,55.79,1
23,0.00,0.00,0.32,1.43,49.31,1
25,0.00,0.00,0.19,2.56,47.64,1
27,0.00,0.00,0.55,2.12,40.85,1
29,1.29,3.64,0.49,3.16,33.22,1
31,2.61,5.56,1.18,5.16,36.71,4
33,2.62,5.47,1.75,7.16,36.41,4
35,3.16,7.16,1.74,9.16,36.08,4
37,4.98,10.94,2.57,11.16,38.91,4
39,5.47,10.88,3.44,13.16,39.85,4
41,5.94,10.88,4.04,15.16,36.79,1
43,7.21,12.48,4.92,17.16,33.43,1
45,7.37,12.76,5.85,19.16,32.54,1
47,12.18,24.78,7.08,21.16,31.04,1
49,13.74,25.24,6.14,23.16,32.79,1
51,8.98,17.87,7.08,25.16,31.20,1
53,9.28,17.91,7.25,27.16,29.67,1
55,11.61,23.72,6.10,29.16,26.79,1
57,13.21,24.09,6.67,31.16,21.60,3
59,14.35,24.80,7.54,33.16,16.79,3
61,15.44,24.80,7.96,35.16,16.54,3
63,18.52,29.60,8.72,37.16,16.08,3
65,17.81,31.53,7.97,39.16,22.33,2
67,16.25,36.22,7.85,41.16,24.49,2
69,12.75,36.04,8.49,43.16,32.80,2
71,12.85,36.04,9.63,45.16,35.95,2
73,13.75,42.77,6.00,38.17,36.88,2
75,13.73,42.83,5.27,28.00,33.49,2
77,9.36,25.38,6.04,23.07,31.84,2
79,3.17,12.08,6.04,23.50,28.19,2
81,7.40,15.11,6.44,25.50,25.39,1
83,11.69,24.45,6.67,27.50,22.01,1
85,13.42,29.24,7.76,29.50,22.24,1
87,15.18,32.49,9.13,31.50,22.61,1
89,14.51,35.42,8.30,33.50,20.92,1
91,14.64,35.19,8.66,35.50,23.32,1
93,8.61,17.84,8.85,37.50,28.41,1
95,8.61,17.84,7.33,39.50,28.95,1
97,8.59,17.84,7.83,41.50,27.37,1
99,8.59,17.84,6.63,43.50,29.43,1
101,8.59,17.84,7.10,45.50,31.23,2
103,8.59,17.84,7.08,47.50,29.25,2
105,9.15,17.84,7.88,49.50,30.75,2
107,7.90,17.84,8.85,51.50,31.41,2
109,7.04,23.06,7.97,53.50,28.80,1
111,10.38,24.97,6.78,55.50,27.17,1
113,11.75,24.97,7.17,57.50,26.85,1
115,15.18,29.02,7.26,59.50,27.09,1
117,17.46,34.99,8.57,61.50,28.07,1
119,15.48,37.35,7.76,63.50,26.52,1
121,10.67,37.34,8.05,65.50,24.58,3
123,12.35,41.91,8.55,67.50,26.26,3
125,14.36,44.56,8.30,69.50,23.71,3
127,16.38,44.55,9.69,71.50,25.41,3
129,16.81,44.55,10.30,67.35,25.45,3
