time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,60.00,0
3,0.00,0.00,0.00,0.00,0.00,52.17,2
5,0.00,0.00,0.00,0.00,0.00,55.56,2
7,0.00,0.00,0.00,0.00,0.00,57.07,2
9,0.00,0.00,0.00,0.00,0.00,57.74,2
11,0.00,0.00,0.00,0.00,0.00,58.67,2
13,0.00,0.00,0.00,0.00,0.00,54.60,1
15,0.00,0.00,0.03,0.04,0.37,53.60,1
17,0.00,0.00,0.20,0.25,2.37,50.36,1
19,0.00,0.00,0.19,0.24,1.45,42.32,1
21,0.65,2.59,0.43,0.55,2.39,35.31,1
23,1.68,4.77,0.79,0.99,4.39,26.29,2
25,2.84,4.67,1.46,1.70,6.39,31.89,2
27,2.50,5.19,1.63,1.78,8.38,33.06,2
29,2.50,5.19,1.60,1.60,6.37,35.50,2
31,2.50,5.19,1.78,1.68,8.37,34.67,2
33,2.50,5.19,2.04,1.77,10.37,34.33,4
35,3.34,4.86,2.60,2.21,12.37,48.22,4
37,0.00,0.00,2.08,1.24,14.37,41.17,4
39,0.47,1.88,0.58,0.74,6.94,36.19,4
41,3.63,11.51,1.13,1.45,8.94,31.30,4
43,5.16,10.93,1.57,2.01,10.94,27.56,2
45,6.77,11.00,2.07,2.66,12.94,31.35,2
47,6.57,10.92,2.57,3.30,14.94,32.53,2
49,4.02,10.92,2.81,3.62,16.94,34.06,2
51,4.02,10.92,3.06,3.93,18.94,33.29,2
53,4.02,10.92,3.50,4.50,20.94,28.02,1
55,3.98,10.84,3.63,4.67,22.94,25.75,1
57,1.91,6.91,4.14,5.32,24.94,25.99,1
59,3.10,11.00,2.02,2.56,8.76,22.52,1
61,4.01,10.97,2.11,2.53,10.76,21.16,1
63,4.06,10.97,2.18,2.49,12.76,23.97,2
65,4.84,14.11,2.47,2.72,14.76,37.64,2
67,5.47,16.65,3.14,3.43,16.76,39.43,2
69,1.50,5.25,1.24,0.84,10.48,39.94,2
71,1.31,5.25,1.68,1.18,12.48,39.61,2
73,2.74,5.72,1.48,0.63,14.48,31.95,4
75,2.64,5.37,1.81,0.78,16.48,32.70,4
77,0.30,0.97,2.34,1.17,18.48,33.69,4
79,1.79,5.82,0.61,0.71,3.69,41.57,4
81,2.61,5.66,0.86,1.10,5.69,44.69,4
83,2.58,5.66,1.19,1.53,7.69,43.59,2
85,2.57,5.66,1.55,1.97,9.69,44.50,2
87,1.90,5.66,2.05,2.47,11.69,39.89,2
89,2.53,5.66,1.50,1.62,13.69,34.36,2
91,3.01,7.60,1.92,2.02,15.69,31.79,2
93,4.34,11.55,2.63,2.79,17.69,23.57,6
95,4.90,11.47,3.55,3.82,19.69,31.35,6
97,2.87,11.47,3.74,3.93,21.69,29.96,6
99,2.87,11.47,3.35,4.30,23.69,32.04,6
101,2.87,11.47,3.71,4.77,25.69,32.19,6
103,2.87,11.47,4.25,5.46,27.69,29.29,1
105,2.87,11.47,4.71,6.06,29.69,29.79,1
107,1.94,7.75,5.34,6.87,31.69,27.15,1
