time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase
1,0.00,0.00,0.00,0.00,60.00,0.00,1
3,0.00,0.00,0.00,0.00,44.11,0.00,1
5,0.00,0.00,0.00,0.00,52.66,0.00,1
7,0.00,0.00,0.00,0.00,58.81,0.00,1
9,0.00,0.00,0.00,0.00,59.74,0.00,1
11,0.00,0.00,0.00,0.00,59.20,0.00,1
13,0.00,0.00,0.00,0.00,57.68,0.00,1
15,0.00,0.00,0.00,0.00,56.98,0.00,1
17,0.00,0.00,0.04,0.50,56.95,1.00,1
19,0.00,0.00,0.06,0.67,56.83,1.00,1
21,0.00,0.00,0.16,1.92,55.65,1.00,3
23,0.00,0.00,0.15,1.43,48.22,2.00,3
25,0.00,0.00,0.30,2.27,40.01,0.00,3
27,1.07,4.01,0.84,4.27,35.04,0.00,3
29,4.53,9.79,1.52,6.27,25.45,1.00,3
31,6.54,12.03,2.33,8.27,26.20,0.00,3
33,9.58,17.47,3.33,10.27,26.16,0.00,3
35,11.18,21.05,4.34,12.27,24.75,0.00,3
37,14.38,23.84,5.51,14.27,25.50,0.00,3
39,14.77,24.52,6.68,16.27,25.72,0.00,3
41,17.64,30.14,7.84,18.27,24.32,0.00,2
43,17.55,29.95,9.01,20.27,22.57,0.00,2
45,19.57,37.46,10.18,22.27,19.36,0.00,2
47,22.03,42.58,11.50,24.27,16.38,1.00,2
49,23.10,45.08,10.90,26.27,17.40,1.00,2
51,26.12,53.06,11.06,28.27,15.44,1.00,2
53,30.48,62.68,11.83,30.27,14.96,0.00,4
55,32.51,70.91,13.11,32.27,11.46,1.00,4
57,34.73,80.10,14.21,34.27,10.96,3.00,4
59,35.68,83.62,14.19,33.34,10.34,1.00,4
61,37.06,87.50,12.78,35.34,9.27,1.00,1
63,37.05,87.46,13.39,37.34,6.84,0.00,1
65,41.19,94.21,14.70,39.34,9.70,0.00,1
67,43.30,93.93,16.03,41.34,16.05,2.00,1
69,44.22,93.93,15.31,38.01,23.42,2.00,1
71,44.11,93.93,15.68,37.20,23.68,2.00,1
73,44.24,93.93,15.74,35.12,23.71,3.00,1
75,38.07,94.23,15.42,31.88,22.36,0.00,1
77,32.00,101.02,16.76,33.88,19.58,3.00,1
79,33.04,102.71,14.15,33.89,19.15,1.00,1
81,14.27,20.70,13.57,35.89,19.66,1.00,1
83,16.72,28.52,13.49,37.89,18.89,2.00,1
85,18.31,30.00,14.01,39.89,21.55,1.00,1
87,19.37,30.00,14.29,41.89,20.58,3.00,3
89,19.80,31.78,14.35,43.89,18.97,2.00,3
91,20.99,36.54,14.08,45.89,19.49,0.00,3
93,21.53,36.44,15.24,47.89,20.81,2.00,3
95,23.37,36.44,15.53,45.27,21.58,2.00,3
97,20.88,36.44,13.23,41.07,17.64,1.00,3
99,21.71,36.44,13.87,37.89,16.18,1.00,3
101,27.08,36.44,13.48,39.89,16.57,1.00,2
103,28.84,36.44,13.18,41.89,14.25,0.00,2
105,30.13,36.44,14.34,43.89,15.04,0.00,2
107,35.70,42.32,15.61,45.89,16.50,2.00,2
109,38.56,44.20,15.82,43.69,17.50,2.00,2
111,34.22,44.19,15.42,39.16,17.98,2.00,4
113,28.45,54.14,15.13,34.02,16.17,2.00,4
115,30.29,60.10,15.67,35.70,14.87,1.00,4
117,34.49,66.83,16.10,37.70,13.11,1.00,4
119,40.25,72.09,15.73,39.70,11.17,0.00,1
121,43.69,82.65,16.94,41.70,8.64,0.00,1
123,46.10,92.33,18.32,43.70,10.21,0.00,1
125,48.81,100.78,19.82,45.70,10.15,2.00,1
127,53.47,101.17,20.32,46.47,12.98,2.00,1
129,55.11,101.17,20.39,47.69,12.69,2.00,1
