time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,44.75,0.00,0,
3,0.00,0.00,0.00,0.00,53.51,0.00,4,
5,0.00,0.00,0.00,0.00,57.99,0.00,4,
7,0.00,0.00,0.00,0.00,58.64,0.00,4,
9,0.00,0.00,0.00,0.00,59.55,0.00,4,4.00
11,0.00,0.00,0.00,0.00,56.08,0.00,4,
13,0.00,0.00,0.00,0.00,51.00,0.00,2,
15,0.00,0.00,0.03,0.33,44.45,0.00,2,
17,0.45,1.79,0.26,2.33,38.18,1.00,2,
19,2.62,10.48,0.39,4.33,34.67,1.00,2,1.54
21,4.20,16.80,0.61,6.33,31.28,0.00,2,
23,7.40,24.70,1.21,8.33,30.33,1.00,1,
25,7.41,24.45,1.90,10.33,30.38,0.00,1,
27,8.57,24.45,2.82,12.33,30.19,1.00,1,
29,9.62,22.88,3.76,13.23,29.71,1.00,1,1.88
31,3.88,10.78,4.94,13.12,28.73,2.00,1,
33,4.14,10.78,5.44,12.81,25.54,2.00,2,
35,5.88,12.74,5.15,14.81,27.61,0.00,2,
37,10.35,24.11,6.15,16.81,26.96,2.00,2,
39,10.30,25.08,5.77,18.81,24.77,2.00,2,2.66
41,5.36,10.91,5.25,20.81,24.67,1.00,2,
43,8.70,13.53,6.22,22.81,22.35,2.00,1,
45,11.81,22.51,6.62,24.81,25.83,0.00,1,
47,11.14,23.68,7.64,26.81,27.52,2.00,1,
49,9.92,17.55,6.70,28.81,29.89,0.00,1,1.90
51,7.30,17.47,7.70,30.81,32.25,1.00,1,
53,7.30,17.47,7.68,32.81,31.44,2.00,4,
55,7.30,17.47,7.61,34.81,34.78,0.00,4,
57,7.01,19.01,8.44,36.81,36.11,2.00,4,
59,5.53,17.47,5.43,20.89,37.27,2.00,4,2.80
61,5.53,17.47,4.68,22.89,32.91,2.00,4,
63,6.11,19.75,4.52,24.89,27.14,1.00,2,
65,9.28,30.03,5.00,26.89,25.39,0.00,2,
67,7.71,30.64,5.67,28.89,25.46,2.00,2,
69,10.06,30.47,3.07,22.27,25.71,1.00,2,3.25
71,3.70,11.85,3.15,24.27,27.20,2.00,2,
73,2.96,11.85,2.25,10.60,30.15,2.00,2,
75,3.89,15.57,2.39,12.60,33.39,2.00,2,
77,5.92,23.67,2.01,14.60,35.42,1.00,2,
79,6.01,24.04,1.80,16.60,37.44,0.00,2,2.72
81,7.32,29.28,2.13,18.60,34.89,0.00,2,
83,7.57,30.26,2.46,20.60,28.68,0.00,1,
85,8.53,34.14,2.80,22.60,29.03,1.00,1,
87,10.22,40.86,2.98,19.94,24.93,1.00,1,
89,13.89,53.29,3.48,21.94,25.37,1.00,1,2.18
91,14.93,56.28,3.78,17.29,26.76,2.00,1,
93,17.33,56.26,3.87,18.95,30.14,1.00,2,
95,19.41,56.03,4.58,15.48,32.99,1.00,2,
97,8.06,12.58,4.75,17.48,32.77,1.00,2,
99,2.94,11.77,5.10,19.48,32.86,2.00,2,2.45
101,2.87,11.50,4.48,21.48,31.31,2.00,2,
103,3.53,13.83,4.87,23.48,30.66,0.00,1,
105,8.01,26.32,5.71,25.48,33.52,0.00,1,
107,8.07,31.13,6.70,27.48,35.94,2.00,1,
109,9.59,31.07,6.59,23.59,38.10,2.00,1,2.74
111,6.54,15.25,5.08,22.96,37.10,1.00,1,
113,5.61,11.53,5.26,24.96,30.33,2.00,2,
115,6.22,11.53,5.60,26.96,24.70,2.00,2,
117,7.72,17.96,5.28,28.96,22.21,0.00,2,
119,11.18,21.94,6.53,30.96,21.31,2.00,2,2.09
121,13.09,29.59,6.67,32.96,24.99,2.00,2,
123,13.05,29.41,7.50,34.96,26.30,1.00,1,
125,13.05,29.41,8.52,36.96,26.90,1.00,1,
127,14.47,29.41,9.60,38.96,27.18,1.00,1,
129,16.72,32.71,9.04,40.96,28.65,2.00,1,2.18
131,14.97,25.89,8.33,42.96,26.02,2.00,1,
133,10.16,18.06,9.08,44.96,24.32,1.00,3,
135,11.72,18.06,9.34,46.96,26.71,0.00,3,
137,14.79,26.04,10.67,48.96,25.49,1.00,3,
139,14.50,34.68,11.95,50.36,23.71,3.00,3,2.01
141,15.58,34.46,10.72,32.89,22.36,2.00,3,
143,10.12,20.84,8.94,28.04,23.68,1.00,2,
145,11.78,23.00,10.01,30.04,23.92,1.00,2,
147,12.57,22.99,11.22,32.04,22.50,2.00,2,
149,11.80,22.99,9.30,34.04,25.61,2.00,2,2.11
151,13.53,25.54,8.15,36.04,26.91,1.00,2,
153,15.62,29.76,9.37,38.04,26.66,0.00,1,
155,15.59,29.70,10.84,40.04,28.81,0.00,1,
157,14.69,29.70,12.62,42.04,26.13,2.00,1,
159,12.81,29.69,12.35,44.04,25.63,2.00,1,1.71
161,9.31,14.52,13.28,46.04,22.35,2.00,1,
163,10.27,18.40,14.22,48.04,23.01,1.00,1,
165,10.93,20.16,13.87,50.04,25.77,2.00,1,
167,15.90,40.04,14.18,52.04,26.89,1.00,1,
169,16.58,42.75,15.69,54.04,25.86,1.00,1,1.98
171,16.84,43.82,17.14,56.04,27.16,2.00,1,
173,18.23,49.35,18.29,58.04,24.32,1.00,2,
175,18.77,49.20,19.14,60.04,20.02,2.00,2,
177,22.46,52.88,18.00,62.04,17.26,0.00,2,
179,24.88,60.54,19.66,64.04,15.20,2.00,2,1.62
181,28.51,61.13,19.44,66.04,16.53,2.00,2,
183,29.39,61.13,19.71,68.04,18.03,2.00,4,
185,35.79,60.94,20.94,70.04,23.05,2.00,4,
187,30.57,47.30,21.78,72.04,23.62,2.00,4,
189,27.40,47.23,19.04,46.96,23.69,3.00,4,1.79
191,29.88,47.23,15.15,42.85,22.73,1.00,4,
193,34.78,56.05,16.57,44.85,20.82,1.00,1,
195,37.62,59.85,17.98,46.85,19.05,1.00,1,
197,44.80,63.68,19.30,48.85,16.96,2.00,1,
199,36.22,51.53,19.35,50.85,14.19,1.00,1,1.75
201,38.31,58.27,20.85,52.85,12.71,2.00,1,
203,42.61,67.57,20.93,54.85,11.94,2.00,2,
205,45.87,74.18,21.53,56.85,11.39,1.00,2,
207,48.16,76.36,23.10,58.85,14.68,3.00,2,
209,49.37,76.35,22.16,60.85,13.90,2.00,2,2.51
211,53.72,80.67,22.15,62.85,17.47,2.00,2,
213,44.45,76.35,21.68,64.85,19.76,2.00,2,
215,33.48,81.66,21.46,66.85,19.51,2.00,2,
217,38.63,85.27,21.63,68.85,17.44,1.00,2,
219,43.65,87.56,23.27,70.85,14.45,3.00,2,2.05
221,48.71,89.93,23.52,72.85,12.47,1.00,2,
223,41.61,76.56,24.79,74.85,10.92,0.00,1,
225,33.39,86.13,26.45,76.85,9.12,0.00,1,
227,39.56,93.55,28.12,78.85,10.38,1.00,1,
229,43.94,93.42,28.84,80.85,11.94,2.00,1,2.03
231,45.35,93.42,29.59,82.85,13.09,2.00,1,
233,47.08,93.42,29.02,84.85,13.32,2.00,1,
235,41.92,99.62,30.39,86.85,15.54,2.00,1,
237,41.73,99.67,31.02,88.85,15.49,3.00,1,
