time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,60.00,0
3,0.00,0.00,0.00,0.00,0.00,60.00,2
5,0.00,0.00,0.00,0.00,0.00,47.28,2
7,0.00,0.00,0.00,0.00,0.00,57.18,2
9,0.00,0.00,0.00,0.00,0.00,58.54,2
11,0.00,0.00,0.00,0.00,0.00,60.30,2
13,0.00,0.00,0.00,0.00,0.00,57.58,1
15,0.00,0.00,0.00,0.00,0.00,58.12,1
17,0.00,0.00,0.05,0.12,0.63,57.70,1
19,0.00,0.00,0.04,0.02,0.48,57.38,1
21,0.00,0.00,0.21,0.09,2.48,58.42,1
23,0.00,0.00,0.08,0.11,0.91,53.76,1
25,0.00,0.00,0.00,0.00,0.00,50.05,1
27,0.00,0.00,0.13,0.15,1.16,43.05,1
29,1.30,3.64,0.33,0.40,3.16,39.01,1
31,2.61,5.57,0.92,1.01,5.16,35.69,1
33,2.62,5.47,1.65,1.80,7.16,34.99,2
35,3.85,7.14,1.87,1.74,9.16,37.67,2
37,4.92,8.96,2.93,2.72,11.16,37.73,2
39,3.87,5.47,2.77,1.99,10.48,36.83,2
41,3.87,5.47,3.08,2.38,12.48,35.08,2
43,5.60,10.72,3.75,2.92,14.48,33.97,1
45,6.68,11.34,4.58,3.53,16.48,34.46,1
47,6.21,11.92,5.09,4.02,18.48,33.38,1
49,4.12,11.71,5.08,3.67,20.48,32.45,1
51,6.24,15.02,4.98,4.17,22.48,31.97,1
53,7.03,17.92,5.79,4.72,24.48,32.42,5
55,7.03,17.90,6.00,5.20,26.48,34.23,5
57,9.11,22.63,5.86,5.02,28.48,36.24,5
59,9.61,24.42,5.44,5.05,28.85,35.93,5
61,4.32,11.98,5.22,5.19,30.85,33.15,5
63,4.79,11.97,5.29,5.01,32.85,28.83,2
65,4.18,11.97,5.84,5.66,34.85,26.96,2
67,6.75,18.61,7.00,6.79,36.85,26.83,2
69,8.26,22.98,7.22,6.03,38.85,32.50,2
71,7.35,14.13,7.65,5.75,40.85,34.03,2
73,8.22,17.73,8.35,6.84,42.85,32.09,1
75,8.21,17.70,8.93,6.90,44.85,31.50,1
77,8.28,17.67,9.30,8.01,46.85,31.15,1
79,7.63,14.53,9.80,7.44,48.85,31.74,1
81,6.85,17.36,10.15,8.60,50.85,28.83,1
83,7.69,17.34,10.31,8.36,52.85,29.09,2
85,10.48,17.34,11.48,9.19,54.85,31.11,2
87,10.45,17.30,12.82,10.39,56.85,30.17,2
89,6.41,11.04,13.10,10.31,58.85,28.61,2
91,6.41,11.04,12.35,9.76,60.85,25.29,2
93,6.41,11.04,12.24,8.19,62.85,25.16,6
95,7.48,15.88,13.48,9.39,64.85,26.33,6
97,6.93,18.22,13.93,9.63,66.85,24.44,6
99,8.60,18.21,11.87,8.22,68.85,25.55,6
101,8.53,18.21,12.73,8.81,70.85,26.86,6
103,8.53,18.21,13.57,9.85,72.85,25.08,3
105,8.53,18.21,14.14,10.04,74.85,26.62,3
107,9.60,25.07,15.06,11.03,76.85,27.22,3
109,8.05,25.14,13.07,10.31,78.85,26.71,3
111,10.80,25.14,10.96,9.48,80.85,26.06,3
113,12.10,28.58,11.46,10.26,82.85,26.88,1
115,13.04,32.33,12.42,11.40,84.85,23.55,1
117,13.55,32.30,13.58,12.70,86.85,22.94,1
119,12.75,35.06,13.01,9.87,88.85,27.18,1
121,13.80,39.25,13.22,10.75,90.85,29.99,1
123,14.20,40.86,13.47,11.41,92.85,31.16,1
125,6.77,11.16,12.97,11.48,94.85,30.12,1
127,8.53,18.19,13.41,11.39,96.85,28.95,1
129,8.57,18.34,14.30,12.32,98.85,25.07,1
131,8.57,18.34,14.96,12.79,100.85,21.66,1
133,8.82,18.34,15.80,13.68,102.85,21.97,4
135,11.64,18.34,16.08,13.13,104.85,27.29,4
137,11.27,18.34,16.97,14.20,106.85,29.73,4
139,8.86,18.34,8.52,11.06,33.09,25.13,4
141,8.86,18.34,,,,21.14,4
143,9.24,18.34,,,,20.75,1
145,9.25,19.88,,,,20.93,1
147,11.09,27.26,,,,23.17,1
149,12.65,33.49,,,,26.21,1
151,13.36,36.34,,,,26.72,1
153,10.34,24.27,,,,27.41,2
155,10.30,24.10,,,,28.06,2
157,10.29,24.10,,,,27.10,2
159,7.96,24.10,,,,24.42,2
161,9.16,24.10,,,,23.75,2
163,10.36,25.30,,,,20.71,5
165,11.94,31.68,,,,20.20,5
167,12.88,31.46,,,,21.49,5
169,15.79,40.24,,,,24.05,5
171,18.83,44.66,,,,23.98,5
173,17.17,33.12,,,,22.84,6
175,9.51,20.32,,,,20.68,6
177,12.09,23.94,,,,18.35,6
179,16.45,35.07,,,,18.92,6
181,20.71,36.79,,,,20.53,6
183,15.69,27.60,,,,19.98,1
185,16.97,30.48,,,,20.30,1
187,19.73,35.03,,,,19.62,1
189,21.07,36.71,,,,21.88,1
191,19.29,39.09,,,,19.49,1
193,13.83,37.78,,,,20.28,1
195,6.49,20.73,,,,18.95,1
197,7.96,26.60,,,,16.64,1
199,9.21,31.62,,,,27.18,1
201,9.18,31.50,,,,30.66,1
203,9.18,31.50,,,,29.76,2
205,9.16,31.50,,,,36.20,2
207,7.87,31.50,,,,38.86,2
209,9.18,31.49,,,,40.61,2
211,5.21,13.91,,,,43.68,2
213,2.60,5.55,,,,40.97,1
215,3.11,5.55,,,,37.08,1
217,5.31,10.22,,,,32.93,1
219,7.35,18.46,,,,29.82,1
221,8.79,18.23,,,,28.37,1
223,8.79,18.23,,,,23.50,6
225,9.38,20.55,,,,22.16,6
227,10.77,24.38,,,,24.47,6
229,13.22,29.46,,,,29.86,6
231,11.88,24.19,,,,29.02,6
233,6.22,13.13,,,,25.09,3
235,7.62,18.73,,,,23.14,3
237,8.62,18.59,,,,22.05,3
239,9.47,11.72,,,,20.32,3
241,10.00,11.58,,,,18.31,3
243,10.83,14.68,,,,21.13,1
245,13.89,21.58,,,,24.18,1
247,14.71,24.91,,,,28.40,1
249,11.41,24.59,,,,31.47,1
251,5.92,13.39,,,,29.67,1
253,7.35,18.60,,,,27.30,2
255,8.83,18.49,,,,32.50,2
257,8.77,18.47,,,,32.35,2
259,7.78,19.11,,,,33.70,2
261,5.95,18.87,,,,33.74,2
263,6.48,18.87,,,,34.92,5
265,9.47,18.87,,,,34.77,5
267,11.02,20.94,,,,35.81,5
269,11.93,24.64,,,,33.54,5
271,8.06,18.26,,,,31.39,5
273,7.45,18.26,,,,25.15,6
275,7.45,18.26,,,,25.36,6
277,10.19,18.40,,,,24.62,6
279,13.50,23.92,,,,26.02,6
281,10.97,23.59,,,,26.22,6
283,10.23,25.28,,,,22.45,1
285,10.23,25.28,,,,24.64,1
287,11.20,25.28,,,,26.94,1
289,12.59,30.09,,,,29.34,1
291,11.97,27.64,,,,34.39,1
293,6.24,11.14,,,,34.98,2
295,6.22,11.14,,,,34.43,2
297,4.46,8.61,,,,31.99,2
299,3.81,9.85,,,,32.70,2
301,7.15,23.21,,,,35.05,2
303,7.09,22.96,,,,33.20,1
305,8.37,28.16,,,,32.90,1
307,11.20,28.80,,,,31.58,1
309,15.09,34.07,,,,32.07,1
311,12.50,24.01,,,,31.03,1
313,9.23,15.99,,,,28.18,5
315,9.27,15.99,,,,31.25,5
317,9.67,14.76,,,,32.37,5
319,6.79,20.66,,,,30.76,5
321,10.20,26.39,,,,30.95,5
323,11.46,30.21,,,,28.54,2
325,11.43,30.17,,,,25.03,2
327,10.80,30.17,,,,22.52,2
329,13.66,38.21,,,,20.10,2
331,14.97,43.48,,,,20.70,2
333,11.78,30.02,,,,20.15,6
335,8.46,12.12,,,,18.81,6
337,10.51,17.90,,,,17.92,6
339,9.13,18.80,,,,17.42,6
341,10.43,23.00,,,,16.66,6
343,10.68,24.03,,,,16.44,1
345,11.13,24.03,,,,18.90,1
347,13.32,26.25,,,,20.37,1
349,15.12,30.89,,,,23.14,1
351,8.13,16.64,,,,29.05,1
353,5.05,11.13,,,,28.61,3
355,4.98,11.13,,,,25.48,3
357,5.91,11.38,,,,30.48,3
359,7.41,18.89,,,,31.10,3
361,8.27,18.82,,,,33.81,3
363,8.82,18.82,,,,30.81,1
365,9.58,18.82,,,,31.41,1
367,8.94,18.79,,,,31.54,1
369,5.81,16.94,,,,32.05,1
371,7.17,24.07,,,,31.11,1
373,8.63,28.66,,,,29.70,2
375,10.14,30.21,,,,26.86,2
377,10.37,30.21,,,,26.11,2
379,14.47,35.30,,,,24.16,2
381,18.48,40.70,,,,19.72,2
383,21.40,38.02,,,,16.61,1
385,15.30,35.46,,,,15.05,1
387,17.44,37.64,,,,12.36,1
389,18.21,41.55,,,,12.35,1
391,21.09,41.39,,,,17.86,1
393,14.14,30.52,,,,19.09,2
395,13.01,30.49,,,,22.74,2
397,14.10,30.49,,,,24.73,2
399,15.85,30.48,,,,26.95,2
401,11.18,16.52,,,,26.94,2
403,10.90,16.52,,,,26.72,5
405,10.90,16.52,,,,27.34,5
407,10.90,16.49,,,,25.82,5
409,8.53,11.34,,,,23.39,5
411,8.24,17.21,,,,21.84,5
413,9.28,18.34,,,,23.28,6
415,10.07,18.34,,,,22.53,6
417,9.43,18.34,,,,24.28,6
419,8.76,18.34,,,,24.19,6
421,8.92,18.34,,,,26.56,6
423,9.49,18.34,,,,29.39,7
425,10.93,18.34,,,,30.43,7
427,11.96,18.49,,,,29.48,7
429,11.17,25.46,,,,29.11,7
431,11.78,25.56,,,,27.54,7
433,13.60,25.56,,,,24.29,2
435,13.70,25.56,,,,22.35,2
437,16.96,34.73,,,,22.04,2
439,21.77,41.84,,,,24.87,2
441,19.31,44.56,,,,25.12,2
443,15.62,28.80,,,,24.84,2
445,13.40,37.54,,,,23.45,2
447,15.82,47.22,,,,20.89,2
449,18.65,58.53,,,,20.36,2
451,19.81,63.19,,,,18.12,2
453,20.73,65.73,,,,16.30,1
455,25.05,72.14,,,,14.36,1
457,26.54,72.21,,,,13.56,1
459,27.55,74.96,,,,16.72,1
461,30.95,83.66,,,,18.12,1
463,31.34,85.43,,,,16.99,5
465,33.74,95.03,,,,18.13,5
467,35.24,98.27,,,,19.44,5
469,39.96,108.78,,,,21.83,5
471,41.83,116.28,,,,22.89,5
473,41.80,116.17,,,,20.09,2
475,43.42,116.17,,,,18.11,2
477,45.52,121.73,,,,18.19,2
479,49.39,127.98,,,,19.01,2
481,50.62,127.30,,,,21.35,2
483,47.13,120.40,,,,21.46,6
