time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,44.27,0
3,0.00,0.00,0.00,0.00,0.00,54.12,8
5,0.00,0.00,0.00,0.00,0.00,62.91,8
7,0.00,0.00,0.00,0.00,0.00,61.98,8
9,0.00,0.00,0.00,0.00,0.00,60.49,8
11,0.00,0.00,0.00,0.00,0.00,56.61,8
13,0.00,0.00,0.00,0.00,0.00,53.48,1
15,0.00,0.00,0.00,0.01,0.06,49.82,1
17,0.33,1.32,0.26,0.33,2.06,48.56,1
19,1.56,4.76,0.40,0.51,4.06,43.64,1
21,2.26,4.67,0.79,0.98,6.06,41.77,1
23,3.51,5.03,1.45,1.74,8.06,37.05,3
25,3.63,5.31,2.29,2.63,10.06,41.38,3
27,3.05,5.31,2.72,2.93,12.06,40.04,3
29,5.28,10.80,1.64,1.25,8.74,36.16,3
31,6.99,12.01,2.40,1.93,10.74,31.50,3
33,9.06,13.89,3.40,2.84,12.74,28.56,8
35,12.09,20.42,4.59,3.99,14.74,31.01,8
37,12.96,23.73,5.94,5.34,16.74,30.84,8
39,11.12,21.06,6.62,6.30,16.00,33.58,8
41,6.87,15.69,6.45,6.48,18.00,34.53,8
43,7.87,17.99,5.92,6.10,20.00,31.99,1
45,11.52,17.97,6.61,7.07,22.00,29.91,1
47,13.74,22.99,7.78,8.38,24.00,27.87,1
49,17.11,23.93,7.53,7.87,26.00,26.25,1
51,10.54,24.40,7.24,7.15,28.00,22.62,1
53,11.48,24.38,7.85,7.54,30.00,17.44,2
55,17.20,29.13,8.34,7.69,32.00,18.43,2
57,21.58,33.71,9.84,9.15,34.00,18.92,2
59,19.33,36.61,8.62,8.65,25.06,21.91,2
61,19.39,36.39,8.23,8.76,27.06,20.28,2
63,14.69,24.15,9.41,9.98,29.06,20.73,7
65,17.76,29.79,10.24,10.96,31.06,24.68,7
67,19.52,30.65,10.96,11.40,33.06,27.50,7
69,20.93,36.47,11.10,11.11,35.06,25.85,7
71,20.86,36.20,11.59,11.16,37.06,25.21,7
73,16.12,24.15,12.82,12.18,39.06,23.31,1
75,15.60,24.15,13.80,12.86,41.06,23.24,1
77,15.83,24.15,14.31,12.94,43.06,25.84,1
79,17.10,24.15,14.59,12.74,45.06,26.41,1
81,17.43,24.15,16.08,14.08,47.06,26.37,1
83,17.43,24.15,17.20,14.95,49.06,25.01,4
85,17.43,24.15,18.32,15.82,51.06,23.63,4
87,20.38,29.61,19.29,16.50,53.06,20.48,4
89,23.45,30.33,19.33,16.79,55.06,20.77,4
91,21.96,25.22,19.32,17.16,57.06,20.64,4
93,24.36,33.03,19.91,18.06,59.06,18.18,5
95,25.54,37.77,20.46,18.99,61.06,17.29,5
97,27.80,39.44,19.12,18.61,63.06,18.19,5
99,28.68,44.01,20.31,19.63,57.85,17.87,5
101,28.02,43.90,21.10,20.08,52.10,17.77,5
103,24.31,32.64,22.49,21.29,50.84,15.95,3
105,16.97,25.95,20.19,17.76,50.83,16.01,3
107,19.50,25.95,21.91,19.40,52.83,15.15,3
109,20.97,25.70,23.12,20.40,54.83,14.32,3
111,21.17,24.68,24.18,21.19,56.83,12.92,3
113,22.60,25.57,25.75,22.64,58.83,10.39,2
115,23.04,26.46,25.05,21.15,60.83,13.46,2
117,25.83,31.27,26.88,22.94,62.83,14.13,2
119,25.45,31.18,22.77,20.55,63.85,17.35,2
121,21.31,25.54,21.29,20.06,50.11,19.48,2
123,20.65,28.33,17.54,17.96,37.71,21.67,1
125,21.45,28.64,16.88,18.06,39.71,22.39,1
127,22.50,32.63,17.86,19.03,41.71,24.07,1
129,25.56,38.59,18.94,20.04,43.71,25.84,1
131,25.35,38.31,19.22,20.03,45.71,27.20,1
133,13.21,16.64,16.87,16.62,47.71,25.67,4
135,13.16,19.34,15.48,14.45,49.71,23.40,4
137,13.13,19.30,15.34,13.89,51.71,22.77,4
139,12.75,23.81,13.08,12.17,35.91,21.27,4
141,19.93,33.99,13.18,12.61,36.31,18.97,4
143,21.46,35.56,10.47,11.06,30.21,19.54,1
145,25.74,41.18,11.68,12.34,32.21,18.38,1
147,29.80,52.62,13.02,13.77,34.21,18.24,1
149,31.97,55.73,13.56,14.18,36.21,18.08,1
151,34.13,60.38,14.48,15.07,38.21,18.93,1
153,35.12,62.00,15.06,15.54,40.21,16.22,2
155,35.91,65.17,16.16,16.60,42.21,13.67,2
157,38.21,68.88,17.50,17.93,44.21,13.19,2
159,38.16,73.91,16.52,17.61,46.21,13.79,2
161,37.55,71.51,16.06,17.67,48.21,15.92,2
163,28.39,47.16,17.00,18.72,50.21,16.23,8
165,19.26,35.58,17.49,19.45,52.21,18.98,8
167,21.61,43.21,16.39,18.86,54.21,22.79,8
169,20.05,43.72,16.66,19.43,56.21,20.47,8
171,21.39,49.14,15.56,18.99,58.21,17.91,8
173,21.33,48.91,16.38,19.96,60.21,21.11,3
175,21.65,47.36,17.41,21.08,62.21,21.02,3
177,21.96,44.83,17.04,21.20,64.21,23.47,3
179,21.20,41.86,12.98,15.78,47.54,25.14,3
181,21.67,43.81,11.48,13.66,38.16,24.27,3
183,16.55,50.48,11.44,13.42,39.81,23.47,1
185,18.79,59.45,12.26,14.28,41.81,22.17,1
187,19.48,63.81,13.43,15.59,43.81,21.86,1
189,22.19,60.25,14.47,16.65,43.97,20.46,1
191,25.86,67.17,13.91,15.59,45.15,19.83,1
193,27.90,69.96,15.06,16.60,42.26,18.14,1
195,29.92,70.40,13.29,13.85,38.07,20.43,1
197,31.34,76.21,14.42,14.82,39.16,20.56,1
199,25.51,52.90,14.84,14.89,41.16,21.39,1
