time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0,
3,0.00,0.00,0.00,0.00,46.64,4,
5,0.00,0.00,0.00,0.00,57.31,4,
7,0.00,0.00,0.00,0.00,62.26,4,
9,0.00,0.00,0.00,0.00,56.08,4,4.00
11,0.00,0.00,0.00,0.00,51.02,4,
13,0.00,0.00,0.00,0.00,42.49,3,
15,0.00,0.00,0.01,0.07,43.80,3,
17,1.05,4.20,0.26,2.07,39.52,3,
19,1.05,4.21,0.34,4.07,32.97,3,1.68
21,1.05,4.21,0.51,6.07,33.12,3,
23,1.67,4.21,0.76,8.07,34.16,3,
25,2.30,4.97,1.16,10.07,33.93,3,
27,2.29,4.94,1.43,12.07,41.10,3,
29,2.29,4.94,1.79,14.07,39.06,3,2.28
31,2.29,4.94,2.09,16.07,36.95,3,
33,2.29,4.94,2.54,18.07,35.47,4,
35,2.15,4.84,2.76,20.07,44.68,4,
37,0.05,0.21,3.09,22.07,48.34,4,
39,0.00,0.00,0.68,4.08,43.33,4,2.84
41,0.72,2.88,0.48,3.81,40.77,4,
43,1.20,4.79,0.78,5.81,33.27,3,
45,2.03,8.11,1.26,7.81,26.52,3,
47,3.08,10.24,2.09,9.81,18.82,3,
49,4.43,7.77,2.42,11.81,15.05,3,1.39
51,5.42,11.46,3.27,13.81,15.43,3,
53,6.29,14.96,3.89,15.81,16.26,4,
55,9.43,27.62,4.45,17.81,20.16,4,
57,10.01,30.32,5.28,19.81,27.13,4,
59,10.00,30.28,5.08,21.81,29.12,4,2.88
61,9.68,29.01,5.44,23.81,31.57,4,
63,3.51,4.94,5.72,25.81,29.45,2,
65,4.60,8.78,6.53,27.81,30.45,2,
67,4.93,11.77,7.41,29.81,29.86,2,
69,6.88,11.52,5.23,31.81,26.77,2,2.04
71,6.97,11.60,5.05,33.81,22.93,2,
73,7.99,11.60,5.58,35.81,20.40,4,
75,9.92,11.60,6.25,37.81,22.64,4,
77,9.94,17.20,7.09,39.81,27.38,4,
79,8.54,28.29,7.80,41.81,28.39,4,1.85
81,8.96,29.97,5.02,43.81,25.36,4,
83,8.96,29.97,5.67,45.81,24.21,3,
85,9.31,29.97,6.21,47.81,25.91,3,
87,10.20,34.77,7.04,49.81,24.77,3,
89,10.48,36.49,5.13,51.81,26.89,3,1.85
91,10.48,36.49,5.45,53.81,27.26,3,
93,10.48,36.49,5.85,55.81,25.14,1,
95,12.35,42.42,6.30,57.81,20.47,1,
97,13.69,42.80,6.96,59.81,15.62,1,
99,15.79,44.82,4.80,27.90,11.25,1,2.03
101,20.80,58.10,5.32,26.84,10.70,1,
103,24.48,70.23,6.23,27.74,9.80,4,
105,27.06,73.30,7.07,27.83,12.12,4,
107,26.64,73.27,8.07,29.83,15.10,4,
109,24.28,72.57,8.89,31.83,15.20,4,1.68
111,11.12,39.02,9.10,33.83,13.90,4,
113,8.18,25.77,9.65,35.83,10.94,1,
115,10.24,30.02,9.23,37.83,12.09,1,
117,10.19,29.94,10.06,39.83,13.08,1,
119,10.17,29.84,10.19,36.07,16.29,1,2.06
121,10.65,31.78,10.38,38.07,19.00,1,
123,13.00,41.17,8.77,40.07,20.66,3,
125,13.25,42.25,9.48,42.07,22.29,3,
127,13.47,42.25,10.61,44.07,21.23,3,
129,14.83,42.25,10.01,46.07,21.35,3,1.87
131,14.78,42.25,10.59,48.07,21.49,3,
133,17.70,48.85,11.72,50.07,19.18,4,
135,19.71,45.40,13.02,52.07,19.45,4,
137,14.47,24.11,14.35,54.07,21.76,4,
139,13.31,27.24,12.11,56.07,17.78,4,1.42
141,15.46,31.97,11.03,58.07,14.03,4,
143,16.22,33.27,11.85,60.07,16.37,3,
145,19.05,38.15,13.02,62.07,16.56,3,
147,18.97,38.04,14.18,64.07,13.55,3,
149,21.32,38.04,14.33,66.07,13.37,3,1.02
151,20.21,38.04,15.17,68.07,14.36,3,
153,18.29,38.04,15.20,70.07,13.09,2,
155,18.57,38.04,15.34,72.07,11.36,2,
157,19.56,38.04,16.67,74.07,8.84,2,
159,19.53,38.04,13.89,33.51,11.98,2,1.60
161,19.53,37.93,14.37,35.51,14.70,2,
163,14.00,17.72,15.61,37.51,18.39,4,
165,12.98,17.72,16.56,39.51,22.10,4,
167,12.96,17.72,17.90,41.51,22.96,4,
169,11.82,17.72,17.19,43.51,22.77,4,1.70
171,11.79,17.72,17.40,45.51,20.57,4,
173,11.79,17.72,18.41,47.51,21.77,1,
175,13.70,23.56,19.32,49.51,23.51,1,
177,15.08,27.25,20.39,51.51,22.88,1,
179,12.17,30.20,16.29,40.71,23.02,1,1.54
181,10.78,24.65,13.78,42.71,21.20,1,
183,12.45,31.32,12.81,44.71,18.84,4,
185,14.26,36.49,12.93,46.71,19.72,4,
187,16.17,37.15,14.20,48.71,19.68,4,
189,15.59,37.15,14.98,50.71,18.10,4,1.42
191,15.33,37.15,15.80,52.71,16.29,4,
193,15.33,37.15,17.14,54.71,15.76,3,
195,17.06,37.15,17.74,56.71,17.28,3,
197,17.00,37.15,19.24,58.71,15.42,3,
199,17.00,37.15,18.60,60.71,16.92,3,1.27
201,17.43,37.06,19.82,62.71,17.12,3,
203,18.11,30.62,19.81,64.71,16.33,1,
205,18.40,30.63,20.23,66.71,16.89,1,
207,19.61,37.13,21.73,68.71,14.98,1,
209,18.18,37.22,20.26,70.71,14.34,1,1.36
211,16.64,37.22,19.68,72.71,13.73,1,
213,14.83,37.22,20.42,74.71,12.95,4,
215,15.71,37.22,20.47,76.71,12.98,4,
217,17.49,37.22,22.06,78.71,14.05,4,
