time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.13
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.40
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.79
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.14
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.44
17,0.00,0.00,0.00,0.00,0.00,0.90,0.00,0.30,0.13,0.90,58.87
19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.12
21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.65
23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.12
25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.83
27,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.08,0.10,0.23,53.78
29,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.10,0.13,0.31,45.18
31,0.00,0.00,0.00,0.00,0.00,0.02,0.34,0.12,0.15,0.34,39.69
33,0.00,0.00,0.00,0.00,0.00,2.02,0.00,0.67,0.29,2.02,28.36
35,5.50,0.00,2.75,5.50,0.00,4.02,0.00,1.34,0.57,4.02,39.49
37,0.49,0.00,0.25,0.49,0.00,6.02,0.00,2.01,0.86,6.02,47.81
39,0.00,0.00,0.00,0.00,0.00,3.31,0.00,1.10,0.47,3.31,47.39
41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.54
43,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.12,0.15,0.35,58.62
45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.41
47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.19
49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.77
51,0.00,0.00,0.00,0.00,1.09,0.00,0.00,0.36,0.47,1.09,43.98
53,1.81,0.00,0.91,1.81,3.09,0.00,0.00,1.03,1.32,3.09,53.26
55,0.00,0.00,0.00,0.00,5.09,0.00,0.00,1.70,2.18,5.09,48.90
57,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.20,0.26,0.60,45.77
59,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.14,0.18,0.41,46.18
61,0.00,0.00,0.00,0.00,1.13,0.00,0.00,0.38,0.48,1.13,49.31
63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.01
65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.31
67,0.00,0.00,0.00,0.00,1.40,0.00,0.00,0.47,0.60,1.40,50.19
69,0.00,0.00,0.00,0.00,1.52,0.00,0.00,0.51,0.65,1.52,42.39
71,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.18,0.08,0.54,32.64
