time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,43.57,0.00,0,
3,0.00,0.00,0.00,0.00,50.98,0.00,8,
5,0.00,0.00,0.00,0.00,55.54,0.00,8,
7,0.00,0.00,0.00,0.00,59.59,0.00,8,
9,0.00,0.00,0.00,0.00,61.71,0.00,8,4.00
11,0.00,0.00,0.00,0.00,60.68,0.00,8,
13,0.00,0.00,0.00,0.00,57.70,0.00,2,
15,0.00,0.00,0.00,0.00,53.28,0.00,2,
17,0.37,1.49,0.36,1.94,49.91,2.00,2,
19,1.36,5.43,0.37,3.83,43.84,1.00,2,2.23
21,1.65,5.35,0.70,5.83,38.44,1.00,2,
23,4.12,11.12,1.01,7.83,34.05,0.00,5,
25,4.19,11.39,1.50,9.83,31.08,0.00,5,
27,5.80,17.87,2.13,11.83,28.60,2.00,5,
29,5.91,18.29,2.70,13.83,29.12,2.00,5,1.81
31,8.99,25.34,2.82,15.83,30.71,0.00,5,
33,8.86,25.07,3.61,17.83,33.46,1.00,7,
35,8.86,25.07,4.15,19.83,34.84,0.00,7,
37,9.84,29.00,4.86,21.83,33.65,2.00,7,
39,11.19,31.82,4.50,23.83,33.22,1.00,7,1.83
41,9.32,17.21,4.90,25.83,31.00,2.00,7,
43,5.34,10.99,5.45,27.83,25.07,1.00,5,
45,7.78,15.90,5.77,29.83,20.09,0.00,5,
47,11.52,16.56,6.83,31.83,20.44,2.00,5,
49,11.10,16.56,7.52,33.83,22.23,2.00,5,1.80
51,9.93,18.07,7.14,35.83,21.32,2.00,5,
53,9.93,18.06,7.59,37.83,20.92,1.00,8,
55,10.11,18.06,8.49,39.83,28.13,0.00,8,
57,13.06,23.86,9.49,41.83,32.17,2.00,8,
59,12.37,21.01,8.08,30.11,32.51,2.00,8,1.89
61,7.11,18.06,7.89,24.40,32.22,2.00,8,
63,7.21,18.44,6.93,26.40,31.69,1.00,7,
65,10.24,24.97,7.22,28.40,31.01,0.00,7,
67,11.97,24.76,8.22,30.40,31.11,2.00,7,
69,11.73,21.97,8.19,27.07,28.56,2.00,7,1.82
71,8.73,29.58,8.70,29.07,27.23,2.00,7,
73,8.82,29.94,8.24,31.07,25.90,2.00,5,
75,9.25,29.94,8.04,33.07,24.80,0.00,5,
77,11.78,29.94,9.25,35.07,24.29,3.00,5,
79,13.53,29.93,9.00,37.07,24.71,2.00,5,2.56
81,10.91,14.64,9.64,39.07,26.29,2.00,5,
83,7.23,12.14,10.34,41.07,25.71,2.00,7,
85,9.05,13.21,10.78,43.07,26.89,0.00,7,
87,12.06,18.55,11.95,45.07,27.98,2.00,7,
89,11.75,17.77,11.94,47.07,28.54,2.00,7,1.93
91,11.30,17.68,12.38,49.07,29.95,2.00,7,
93,11.66,19.15,12.99,51.07,29.51,2.00,6,
95,11.65,19.09,13.24,53.07,29.39,0.00,6,
97,12.30,19.07,14.40,55.07,26.94,2.00,6,
99,11.31,21.62,10.24,28.98,26.20,2.00,6,1.64
101,9.88,21.58,10.28,30.98,26.37,2.00,6,
103,13.70,21.58,10.10,32.98,23.10,2.00,1,
105,15.90,28.35,10.26,34.98,21.22,0.00,1,
107,19.07,28.43,11.59,36.98,20.82,2.00,1,
109,23.16,33.89,12.61,38.98,22.60,2.00,1,1.80
111,24.17,32.26,13.83,40.98,22.01,2.00,1,
113,20.65,30.13,13.26,42.98,19.15,3.00,8,
115,20.65,30.13,13.79,44.98,19.23,0.00,8,
117,20.65,30.13,15.29,46.98,19.82,3.00,8,
119,23.14,33.11,14.12,48.98,19.80,2.00,8,1.99
121,25.99,43.59,12.38,50.98,18.07,2.00,8,
123,30.62,50.02,12.69,52.98,16.77,2.00,7,
125,32.63,46.74,13.23,54.98,16.23,0.00,7,
127,24.30,36.69,14.71,56.98,17.05,2.00,7,
129,25.71,36.69,15.61,58.98,15.29,1.00,7,1.39
131,28.33,39.11,16.99,60.98,18.10,2.00,7,
133,32.79,46.69,17.66,62.98,21.36,1.00,5,
135,32.54,45.01,18.01,64.98,21.67,0.00,5,
137,24.76,36.69,19.51,66.98,20.81,2.00,5,
139,25.20,38.56,18.29,40.80,20.57,2.00,5,1.36
141,29.20,43.64,18.98,36.87,19.45,2.00,5,
143,27.84,37.07,16.74,38.87,20.42,2.00,7,
145,22.80,42.22,16.54,40.87,18.43,0.00,7,
147,24.99,42.20,18.23,42.87,15.06,2.00,7,
149,28.47,42.20,19.08,44.87,12.36,2.00,7,1.49
151,30.63,42.20,20.63,46.87,11.36,2.00,7,
153,29.17,31.23,22.14,48.87,11.47,2.00,8,
155,23.89,31.98,22.00,50.87,12.25,1.00,8,
157,28.74,38.14,22.87,52.87,13.63,2.00,8,
159,30.94,38.07,23.27,54.87,15.83,2.00,8,1.37
161,32.34,38.07,23.84,56.87,17.12,1.00,8,
163,25.15,38.07,25.16,58.87,14.64,1.00,3,
165,22.94,38.07,25.95,60.87,14.06,0.00,3,
167,25.66,38.07,27.46,62.87,13.31,2.00,3,
169,27.43,40.79,28.90,64.87,13.74,2.00,3,0.79
171,27.88,43.84,30.17,66.87,12.24,2.00,3,
173,27.87,43.81,30.24,68.87,15.98,2.00,1,
175,28.28,43.81,28.78,70.87,22.01,1.00,1,
177,29.37,43.81,29.66,72.87,25.52,1.00,1,
179,26.65,43.81,30.54,74.87,26.25,2.00,1,1.72
181,24.96,43.81,27.29,76.87,26.18,2.00,1,
183,19.10,43.81,26.75,78.87,25.24,1.00,6,
185,20.53,43.81,27.79,80.87,23.49,0.00,6,
187,22.68,46.45,29.29,82.87,22.36,2.00,6,
189,29.21,58.45,23.33,67.54,20.90,1.00,6,1.14
191,32.75,63.74,24.92,69.54,17.35,2.00,6,
193,34.16,63.62,23.95,62.51,14.47,2.00,7,
195,37.65,70.05,22.53,64.51,13.73,2.00,7,
197,40.66,75.31,21.03,66.51,12.10,1.00,7,
199,41.68,73.11,22.47,68.51,11.44,2.00,7,1.31
201,44.70,79.33,22.93,70.51,11.80,2.00,7,
203,39.59,82.09,24.21,72.51,13.22,2.00,5,
205,31.90,56.81,25.32,74.51,13.17,0.00,5,
207,28.63,38.64,27.15,76.51,13.31,2.00,5,
209,34.23,44.73,28.24,78.51,12.17,2.00,5,1.17
211,37.50,52.98,26.79,80.51,11.44,2.00,5,
213,41.07,56.54,26.84,82.51,11.33,2.00,2,
215,38.60,56.49,27.07,84.51,13.60,0.00,2,
217,33.42,62.61,28.98,86.51,15.60,2.00,2,
219,35.02,62.34,28.73,88.51,16.69,2.00,2,1.52
221,37.46,62.34,26.36,90.51,17.78,2.00,2,
223,39.43,66.87,27.17,92.51,16.85,2.00,7,
225,41.78,76.31,24.24,94.51,16.39,1.00,7,
227,43.15,81.79,23.12,96.51,13.34,1.00,7,
229,44.12,81.60,24.46,98.51,13.53,2.00,7,1.22
231,47.15,78.13,25.02,100.51,15.22,2.00,7,
233,34.39,40.35,25.99,102.51,14.97,2.00,8,
235,26.92,43.92,26.81,104.51,14.48,0.00,8,
237,29.10,43.69,28.65,106.51,14.52,2.00,8,
239,34.92,43.69,28.00,83.87,14.47,2.00,8,0.87
241,39.16,43.69,27.12,67.41,12.20,2.00,8,
243,33.05,48.57,26.64,57.36,8.26,1.00,1,
245,34.15,50.83,28.00,57.63,8.71,0.00,1,
247,38.35,55.22,29.50,59.63,7.59,2.00,1,
249,44.94,68.43,29.54,61.63,8.26,2.00,1,1.54
251,46.21,69.34,28.88,63.63,8.80,2.00,1,
253,49.79,80.82,28.50,65.63,8.39,2.00,6,
255,50.45,80.46,27.39,67.63,9.10,0.00,6,
257,53.56,86.67,28.89,69.63,12.59,2.00,6,
259,55.09,86.68,29.44,71.63,13.39,2.00,6,1.00
261,38.75,64.04,30.63,73.63,12.91,2.00,6,
263,28.75,49.13,30.03,75.63,12.90,2.00,7,
265,31.29,46.92,30.69,77.63,12.47,1.00,7,
267,30.81,48.07,29.65,79.63,11.45,1.00,7,
269,26.49,47.63,30.35,81.63,13.99,2.00,7,1.28
271,26.82,47.63,31.57,83.63,13.21,2.00,7,
273,21.58,47.63,31.39,85.63,11.37,2.00,5,
275,23.34,47.63,32.29,87.63,10.90,2.00,5,
277,26.59,47.63,32.70,89.63,11.96,2.00,5,
279,28.20,54.07,33.56,91.63,12.67,2.00,5,2.02
281,31.41,56.58,34.17,93.63,15.84,2.00,5,
283,32.57,59.81,33.86,95.63,17.21,2.00,6,
285,33.01,58.84,31.67,97.63,17.89,0.00,6,
287,22.59,42.04,33.34,99.63,17.50,2.00,6,
289,23.41,42.04,31.90,101.63,15.62,1.00,6,1.32
291,25.99,42.04,31.30,103.63,15.50,3.00,6,
293,24.15,32.83,31.38,105.63,16.06,1.00,5,
295,19.46,41.63,29.85,107.63,19.30,0.00,5,
297,21.31,42.65,31.35,109.63,20.07,2.00,5,
299,23.86,42.65,31.68,111.63,20.85,2.00,5,1.67
301,25.37,42.65,31.73,113.63,20.95,2.00,5,
303,23.12,33.70,29.25,115.63,19.90,2.00,7,
