time,calc_time
1.00,0.03
9.00,0.03
19.00,0.01
29.00,0.01
39.00,0.02
49.00,0.03
59.00,0.02
69.00,0.01
79.00,0.01
89.00,0.01
99.00,0.02
109.00,0.01
119.00,0.01
129.00,0.03
139.00,0.01
149.00,0.02
159.00,0.01
169.00,0.01
179.00,0.02
189.00,0.01
199.00,0.02
209.00,0.02
219.00,0.02
229.00,0.02
239.00,0.01
249.00,0.02
259.00,0.01
269.00,0.02
279.00,0.01
289.00,0.01
299.00,0.02
309.00,0.02
319.00,0.02
329.00,0.02
339.00,0.02
349.00,0.01
359.00,0.01
369.00,0.02
379.00,0.02
389.00,0.01
399.00,0.01
409.00,0.01
419.00,0.01
429.00,0.01
439.00,0.02
449.00,0.01
459.00,0.02
469.00,0.02
479.00,0.02
489.00,0.01
499.00,0.02
509.00,0.02
519.00,0.01
529.00,0.02
539.00,0.02
549.00,0.01
559.00,0.02
569.00,0.02
579.00,0.02
589.00,0.01
599.00,0.02
609.00,0.01
619.00,0.02
629.00,0.01
639.00,0.01
649.00,0.02
659.00,0.02
669.00,0.02
679.00,0.01
689.00,0.01
699.00,0.02
709.00,0.01
719.00,0.01
729.00,0.03
739.00,0.02
749.00,0.02
759.00,0.02
769.00,0.02
779.00,0.01
789.00,0.01
799.00,0.01
809.00,0.01
819.00,0.02
829.00,0.02
839.00,0.02
849.00,0.02
859.00,0.02
869.00,0.01
879.00,0.02
889.00,0.02
899.00,0.01
909.00,0.01
919.00,0.02
929.00,0.02
939.00,0.01
949.00,0.01
959.00,0.02
969.00,0.02
979.00,0.02
989.00,0.02
999.00,0.02
