time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.80,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.95,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.06,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.31,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.05,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.25,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.34,0.00
19,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.26,0.16,0.78,32.17,0.00
21,4.51,0.00,2.26,4.51,0.00,2.78,0.00,0.93,0.56,2.78,28.39,0.00
23,11.00,0.00,5.50,11.00,0.00,4.78,0.00,1.59,0.96,4.78,26.22,0.00
25,10.88,0.00,5.44,10.88,0.00,6.78,0.00,2.26,1.36,6.78,30.14,0.00
27,10.88,0.00,5.44,10.88,0.00,8.78,0.00,2.93,1.76,8.78,28.33,0.00
29,10.88,0.00,5.44,10.88,0.00,10.78,1.37,4.05,2.98,10.78,22.22,0.00
31,10.88,0.00,5.44,10.88,0.00,12.78,3.37,5.38,4.58,12.78,22.82,0.00
33,10.88,8.51,9.69,10.88,0.00,14.78,5.37,6.72,6.18,14.78,19.78,0.00
35,16.00,10.77,13.39,16.00,0.00,16.78,7.37,8.05,7.78,16.78,21.12,0.00
37,16.63,10.74,13.69,16.63,0.00,18.78,9.37,9.38,9.38,18.78,23.98,0.00
39,16.63,10.74,13.69,16.63,0.00,20.78,11.37,10.72,10.98,20.78,22.64,0.00
41,16.63,16.26,16.45,16.63,0.00,22.78,13.37,12.05,12.58,22.78,19.59,0.00
43,16.63,16.57,16.60,16.63,0.00,24.78,15.37,13.38,14.18,24.78,23.95,0.00
45,16.63,16.92,16.77,16.92,0.00,26.78,17.37,14.72,15.78,26.78,23.20,0.00
47,16.63,22.83,19.73,22.83,0.00,28.78,19.37,16.05,17.38,28.78,22.39,0.00
49,18.42,22.61,20.52,22.61,0.00,30.78,21.37,17.38,18.98,30.78,27.95,1.00
