time,calc_time
1.00,0.15
9.00,0.05
19.00,0.06
29.00,0.06
39.00,0.06
49.00,0.06
59.00,0.07
69.00,0.06
79.00,0.07
89.00,0.06
99.00,0.06
109.00,0.06
119.00,0.05
129.00,0.06
139.00,0.07
149.00,0.17
159.00,0.08
169.00,0.05
179.00,0.06
189.00,0.08
199.00,0.06
209.00,0.06
219.00,0.08
229.00,0.07
239.00,0.06
249.00,0.06
259.00,0.07
269.00,0.05
279.00,0.05
289.00,0.07
299.00,0.06
309.00,0.06
319.00,0.07
329.00,0.08
339.00,0.07
349.00,0.08
359.00,0.07
369.00,0.06
379.00,0.06
389.00,0.06
399.00,0.07
409.00,0.05
419.00,0.07
429.00,0.06
439.00,0.06
449.00,0.07
459.00,0.08
469.00,0.06
479.00,0.08
489.00,0.07
499.00,0.07
509.00,0.06
519.00,0.06
529.00,0.07
539.00,0.06
549.00,0.06
559.00,0.06
569.00,0.07
579.00,0.05
589.00,0.07
599.00,0.07
609.00,0.06
619.00,0.06
629.00,0.07
639.00,0.08
649.00,0.06
659.00,0.05
669.00,0.07
679.00,0.05
689.00,0.06
699.00,0.07
709.00,0.06
719.00,0.06
729.00,0.07
739.00,0.07
749.00,0.07
759.00,0.07
769.00,0.06
779.00,0.07
789.00,0.07
799.00,0.07
809.00,0.06
819.00,0.07
829.00,0.08
839.00,0.06
849.00,0.06
859.00,0.07
869.00,0.06
879.00,0.05
889.00,0.07
899.00,0.07
909.00,0.07
919.00,0.06
929.00,0.08
939.00,0.07
949.00,0.07
959.00,0.06
969.00,0.05
979.00,0.06
989.00,0.05
999.00,0.06
