time,calc_time
1.00,0.19
9.00,0.10
19.00,0.11
29.00,0.11
39.00,0.10
49.00,0.12
59.00,0.10
69.00,0.10
79.00,0.11
89.00,0.11
99.00,0.32
109.00,0.10
119.00,0.11
129.00,0.10
139.00,0.33
149.00,0.10
159.00,0.10
169.00,0.10
179.00,0.09
189.00,0.10
199.00,0.10
209.00,0.10
219.00,0.10
229.00,0.10
239.00,0.10
249.00,0.10
259.00,0.10
269.00,0.11
279.00,0.11
289.00,0.10
299.00,0.09
309.00,0.10
319.00,0.10
329.00,0.10
339.00,0.10
349.00,0.10
359.00,0.11
369.00,0.11
379.00,0.10
389.00,0.11
399.00,0.10
409.00,0.09
419.00,0.10
429.00,0.10
439.00,0.11
449.00,0.28
459.00,0.10
469.00,0.10
479.00,0.11
489.00,0.11
499.00,0.10
