time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,50.10
9,0.00,0.00,0.00,0.00,0.00,59.50
11,0.00,0.00,0.00,0.00,0.00,63.10
13,0.00,0.00,0.00,0.00,0.00,62.80
15,0.00,0.00,0.00,0.00,0.00,55.20
17,0.00,0.00,0.00,0.00,0.00,51.20
19,0.00,0.00,0.00,0.00,0.00,47.20
21,0.00,0.00,0.00,1.37,0.00,56.05
23,0.00,0.00,0.00,3.37,0.00,56.60
25,0.00,0.00,0.00,0.00,0.00,56.84
27,0.00,0.00,0.00,0.00,0.00,55.85
29,0.00,0.00,0.00,0.69,0.00,48.22
31,0.00,0.00,0.00,0.00,0.00,45.38
33,0.00,0.00,0.92,0.00,0.00,37.30
35,0.00,2.11,0.00,0.00,0.95,32.10
37,0.00,5.53,1.53,0.00,2.95,25.00
39,0.00,5.47,0.00,0.87,4.95,28.67
41,2.68,5.47,0.00,2.87,6.95,22.80
43,4.89,5.47,0.00,4.87,8.95,18.25
45,6.19,5.47,0.00,6.87,10.95,22.76
47,10.94,5.47,1.76,8.87,12.95,25.87
49,10.83,5.47,3.76,10.87,14.95,26.69
51,10.83,5.47,5.76,12.87,16.95,26.59
53,13.18,5.47,7.76,14.87,18.95,33.41
55,16.93,5.47,9.76,16.87,20.95,38.06
57,4.00,5.47,11.76,0.00,22.95,38.02
59,0.00,5.47,6.06,0.00,24.95,38.86
61,0.00,9.76,0.00,0.00,26.95,35.17
63,0.00,11.72,1.87,1.35,28.95,26.66
65,4.88,11.71,3.87,3.35,30.95,27.06
67,11.16,11.71,5.87,5.35,32.95,24.50
69,11.04,18.14,7.87,7.35,34.95,19.93
71,16.82,17.90,9.87,9.35,36.95,15.79
73,18.30,17.90,11.87,11.35,38.95,16.75
75,24.53,18.67,13.87,13.35,40.95,13.80
77,24.09,24.97,15.87,9.50,42.95,14.19
79,2.28,24.80,5.55,11.50,44.95,18.73
81,0.00,24.80,7.55,3.53,46.95,18.15
83,0.00,24.80,0.00,5.53,48.95,12.19
85,0.80,24.80,0.00,5.89,50.95,10.85
87,4.81,31.11,0.00,7.89,52.95,15.95
89,4.71,31.52,0.00,9.89,30.99,18.93
91,4.71,17.05,0.00,11.89,24.07,16.67
93,4.71,0.00,0.00,13.89,17.86,12.87
95,7.19,0.00,0.00,15.89,8.87,15.13
97,11.25,0.00,0.00,17.89,0.00,18.83
99,11.18,0.00,0.00,19.89,0.00,30.57
101,11.18,0.00,0.00,21.89,0.00,36.56
103,11.18,0.00,0.00,23.89,0.00,36.38
105,11.18,0.00,0.00,25.89,0.00,37.35
107,11.18,0.00,0.00,27.89,0.00,31.58
109,11.18,0.00,0.00,29.89,0.00,28.60
111,8.61,0.00,1.12,31.89,0.00,28.35
113,0.00,0.00,3.12,19.81,0.00,26.83
115,0.00,0.00,5.12,3.78,0.00,37.30
117,0.00,0.00,0.00,5.78,0.00,34.00
119,3.07,1.53,0.00,4.49,1.72,35.56
121,5.27,4.56,0.00,6.49,3.72,37.24
123,5.27,4.48,0.00,8.49,5.72,32.64
125,5.27,4.48,0.00,10.49,7.72,24.84
127,5.27,4.48,0.00,12.49,9.72,14.56
129,8.36,4.48,0.00,14.49,11.72,6.00
131,14.49,4.48,0.55,16.49,13.72,1.36
133,21.03,4.48,2.55,18.49,15.72,0.06
135,24.73,4.48,4.55,20.49,17.72,0.00
137,24.69,4.48,6.55,22.49,19.72,8.62
139,24.69,4.48,8.55,24.49,21.72,17.09
141,24.69,4.48,10.55,26.49,23.72,20.78
143,24.69,4.48,12.55,28.49,25.72,24.76
145,23.11,4.48,14.55,18.29,27.72,27.70
147,0.00,4.48,16.55,0.00,29.72,26.83
149,0.00,4.48,16.20,0.00,31.72,36.84
151,0.00,4.48,1.46,0.00,33.72,30.30
153,0.00,4.48,3.46,0.00,35.72,28.77
