time,calculation_time
5.0,0.018179655075073242
9.0,0.01160287857055664
13.0,0.03526806831359863
17.0,0.02993178367614746
21.0,0.056207895278930664
25.0,0.0453038215637207
29.0,0.05415034294128418
33.0,0.04420804977416992
37.0,0.06341266632080078
41.0,0.04697155952453613
45.0,0.06969070434570312
49.0,0.051737308502197266
53.0,0.044560909271240234
57.0,0.0537869930267334
61.0,0.07651805877685547
65.0,0.12000346183776855
69.0,0.06631588935852051
73.0,0.049109458923339844
77.0,0.04369473457336426
81.0,0.047542572021484375
85.0,0.10514211654663086
89.0,0.13361787796020508
93.0,0.11971688270568848
97.0,0.21414923667907715
101.0,0.20229434967041016
105.0,0.25267815589904785
109.0,0.09299111366271973
113.0,0.10205984115600586
117.0,0.20889520645141602
121.0,0.25246548652648926
125.0,0.25342512130737305
129.0,0.19338655471801758
133.0,0.28537940979003906
137.0,0.3223698139190674
141.0,0.19094419479370117
145.0,0.28143763542175293
149.0,0.28964734077453613
153.0,0.36902546882629395
157.0,0.1461780071258545
161.0,0.28600144386291504
165.0,0.2844257354736328
169.0,0.11080765724182129
173.0,0.1522359848022461
177.0,0.16958355903625488
181.0,0.1311354637145996
185.0,0.1738600730895996
189.0,0.1918482780456543
193.0,0.19025683403015137
197.0,0.10984039306640625
201.0,0.20613455772399902
205.0,0.23230504989624023
209.0,0.12661957740783691
213.0,0.05910229682922363
217.0,0.24189186096191406
221.0,0.09966135025024414
225.0,0.1821427345275879
229.0,0.1341416835784912
233.0,0.2162342071533203
237.0,0.17393088340759277
241.0,0.07960724830627441
245.0,0.14490771293640137
249.0,0.09526991844177246
253.0,0.05198073387145996
257.0,0.10123038291931152
261.0,0.12843084335327148
265.0,0.03835797309875488
269.0,0.09528112411499023
273.0,0.0677022933959961
277.0,0.05952906608581543
281.0,0.032385826110839844
285.0,0.023691654205322266
289.0,0.02343606948852539
293.0,0.07917213439941406
297.0,0.11613011360168457
301.0,0.10513091087341309
305.0,0.07282447814941406
309.0,0.07605385780334473
313.0,0.20036101341247559
317.0,0.07913756370544434
321.0,0.09456038475036621
325.0,0.08652210235595703
329.0,0.12622833251953125
333.0,0.17362165451049805
337.0,0.1743910312652588
341.0,0.08110761642456055
345.0,0.15854835510253906
349.0,0.13745975494384766
353.0,0.1743326187133789
357.0,0.0986945629119873
361.0,0.20621323585510254
365.0,0.11023926734924316
369.0,0.2064650058746338
373.0,0.23691558837890625
377.0,0.10456967353820801
381.0,0.1542062759399414
385.0,0.21646952629089355
389.0,0.07858943939208984
393.0,0.20508885383605957
397.0,0.17367172241210938
401.0,0.1915113925933838
405.0,0.18895769119262695
409.0,0.12675023078918457
413.0,0.23827338218688965
417.0,0.09423947334289551
421.0,0.22932839393615723
425.0,0.06926226615905762
429.0,0.07731318473815918
433.0,0.12820744514465332
437.0,0.15151596069335938
441.0,0.24741077423095703
445.0,0.13079595565795898
449.0,0.19140911102294922
453.0,0.09493160247802734
457.0,0.15615177154541016
461.0,0.10213184356689453
465.0,0.13319945335388184
469.0,0.09943866729736328
473.0,0.13274240493774414
477.0,0.20377373695373535
481.0,0.1917126178741455
485.0,0.09545564651489258
489.0,0.24903464317321777
493.0,0.2819550037384033
497.0,0.17192912101745605
