time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0,
3,0.00,0.00,0.00,0.00,52.88,8,
5,0.00,0.00,0.00,0.00,57.30,8,
7,0.00,0.00,0.00,0.00,60.47,8,
9,0.00,0.00,0.00,0.00,56.67,8,4.00
11,0.00,0.00,0.00,0.00,53.59,8,
13,0.00,0.00,0.00,0.00,49.95,2,
15,0.00,0.00,0.00,0.00,55.22,2,
17,0.00,0.00,0.20,1.05,54.53,2,
19,0.00,0.00,0.25,3.05,57.07,2,4.00
21,0.00,0.00,0.00,0.00,51.49,2,
23,0.00,0.00,0.05,0.60,42.55,1,
25,0.00,0.00,0.22,2.60,43.46,1,
27,0.68,2.72,0.49,4.60,46.91,1,
29,0.00,0.00,0.89,6.60,48.99,1,3.05
31,0.00,0.00,0.80,8.60,45.72,1,
33,0.00,0.00,0.92,10.60,46.12,2,
35,0.00,0.00,1.09,12.60,44.39,2,
37,0.84,3.36,0.21,2.48,38.10,2,
39,1.42,5.70,0.60,4.48,34.92,2,3.01
41,1.88,5.68,0.81,6.48,34.78,2,
43,2.83,5.68,1.15,8.48,34.86,6,
45,2.81,5.68,1.65,10.48,39.45,6,
47,2.81,5.68,1.89,12.48,39.88,6,
49,3.63,5.68,2.35,14.48,43.61,6,2.48
51,3.88,5.68,2.72,16.48,44.31,6,
53,3.88,5.68,3.22,18.48,40.13,5,
55,3.81,5.68,3.81,20.48,42.66,5,
57,2.81,5.68,4.65,22.48,38.15,5,
59,2.88,5.68,4.39,24.48,36.65,5,1.18
61,4.08,5.68,5.22,26.48,29.04,5,
63,4.03,5.68,6.03,28.48,22.73,6,
65,5.08,9.53,7.27,30.48,22.99,6,
67,6.13,13.56,8.65,32.48,21.76,6,
69,6.83,16.84,9.29,34.48,19.69,6,1.87
71,8.17,16.81,9.80,36.48,20.29,6,
73,8.43,16.91,10.62,38.48,24.85,7,
75,8.43,16.91,11.59,40.48,31.13,7,
77,8.42,16.91,11.80,42.48,31.13,7,
79,5.87,16.91,9.26,40.65,32.47,7,2.20
81,5.35,16.91,8.90,42.65,31.63,7,
83,5.50,16.91,8.69,44.65,33.13,5,
85,5.41,16.91,9.27,46.65,33.14,5,
87,4.23,16.91,9.11,48.65,33.80,5,
89,4.39,16.91,9.56,50.65,34.06,5,2.03
91,5.65,16.91,10.30,52.65,33.63,5,
93,6.56,16.91,11.03,54.65,34.37,8,
95,8.46,16.91,11.95,56.65,37.00,8,
97,8.28,16.88,12.54,58.65,39.38,8,
99,4.25,7.22,6.32,35.55,36.43,8,2.12
101,3.56,8.74,5.76,31.64,30.33,8,
103,5.88,17.70,3.34,16.13,27.80,5,
105,10.84,25.24,4.18,18.13,27.15,5,
107,15.92,34.61,4.55,20.13,25.39,5,
109,16.48,36.59,4.54,22.13,22.72,5,2.17
111,18.70,37.57,4.89,24.13,21.16,5,
113,21.16,41.88,5.25,26.13,21.91,6,
115,11.90,36.02,5.89,28.13,24.71,6,
117,15.24,41.39,6.81,30.13,28.41,6,
119,16.46,42.82,6.25,18.21,29.26,6,2.02
121,18.11,42.82,6.20,18.46,26.49,6,
123,18.93,34.57,7.14,17.99,23.61,1,
125,15.67,51.22,8.48,21.21,18.51,1,
127,20.12,60.61,8.91,23.21,14.50,1,
129,24.83,63.17,9.90,25.21,11.84,1,1.82
131,33.30,71.05,10.51,27.21,10.26,1,
133,36.26,79.08,11.14,29.21,12.91,2,
135,37.53,82.67,12.33,31.21,15.95,2,
137,38.86,82.63,12.00,28.11,19.93,2,
139,38.46,82.62,13.50,30.11,23.22,2,1.61
141,35.54,82.01,13.76,32.11,25.03,2,
143,30.13,79.07,13.60,34.11,22.56,1,
145,24.72,57.03,13.92,36.11,22.46,1,
147,22.49,43.38,15.42,38.11,19.73,1,
149,27.30,50.07,16.89,40.11,20.80,1,1.61
151,31.88,50.10,18.35,42.11,17.77,1,
153,35.32,59.47,19.84,44.11,15.54,1,
155,43.74,87.99,20.56,46.11,15.11,1,
157,47.87,93.13,19.94,48.11,16.35,1,
159,48.37,87.11,21.19,50.11,17.38,1,1.44
161,29.30,68.09,22.60,52.11,16.91,1,
163,33.00,74.41,22.55,54.11,15.67,6,
165,34.72,74.31,23.88,56.11,15.51,6,
167,36.44,77.43,25.00,58.11,15.23,6,
169,40.82,91.18,25.38,60.11,13.46,6,1.78
171,44.24,100.93,22.86,62.11,12.19,6,
173,47.20,102.39,22.68,64.11,10.98,3,
175,54.32,124.07,24.17,66.11,10.77,3,
177,60.72,142.59,25.53,68.11,11.11,3,
179,63.02,145.00,25.46,70.11,12.76,3,1.25
181,56.72,144.99,24.11,72.11,12.88,3,
183,61.68,144.99,23.67,74.11,9.00,6,
185,64.82,151.65,22.53,76.11,10.59,6,
187,69.83,161.83,24.20,78.11,12.54,6,
189,70.62,163.29,24.03,80.11,13.21,6,1.86
191,74.45,168.65,25.52,82.11,11.58,6,
193,79.62,179.44,26.91,84.11,11.65,6,
195,82.63,187.39,27.00,86.11,12.32,6,
197,86.82,188.36,28.67,88.11,12.51,6,
199,88.43,188.36,30.12,90.11,11.01,6,1.18
201,88.92,188.36,31.55,92.11,10.58,6,
203,92.99,188.33,33.03,94.11,11.91,1,
205,69.25,129.84,34.87,96.11,12.13,1,
207,52.74,129.79,36.70,98.11,11.50,1,
209,54.02,129.79,38.26,100.11,13.66,1,1.72
211,54.72,134.46,37.16,102.11,15.49,1,
213,58.98,143.19,35.59,104.11,16.52,8,
215,59.68,143.03,36.09,106.11,16.14,8,
217,63.28,152.37,37.79,108.11,15.79,8,
219,64.24,155.58,33.53,107.26,13.93,8,0.93
221,67.11,162.23,32.47,80.22,10.90,8,
223,67.14,172.13,32.56,66.96,8.16,5,
225,67.09,176.21,33.65,61.44,6.41,5,
227,73.42,179.99,35.12,63.44,6.77,5,
229,76.51,179.96,34.78,65.44,5.94,5,1.33
231,78.53,179.96,36.61,67.44,4.97,5,
233,80.50,186.66,38.30,69.44,4.90,6,
235,84.47,194.02,39.47,71.44,5.94,6,
237,87.71,199.48,41.47,73.44,6.69,6,
239,88.07,200.18,40.10,75.44,7.93,6,0.83
241,88.07,200.18,41.89,77.44,7.74,6,
243,90.64,200.18,41.53,79.44,7.76,1,
245,92.53,199.97,42.92,81.44,9.51,1,
247,80.21,146.66,44.92,83.44,10.40,1,
249,79.26,139.76,43.03,85.44,10.14,1,1.68
251,80.46,149.85,44.44,87.44,10.22,1,
253,83.09,160.76,45.50,89.44,9.26,1,
255,87.78,169.78,45.49,91.44,9.02,1,
257,91.90,179.69,45.65,93.44,8.53,1,
259,94.54,189.79,47.48,95.44,7.70,1,1.29
261,100.04,200.80,47.15,97.44,8.29,1,
263,103.12,199.60,47.86,99.44,7.59,2,
265,104.22,199.06,49.53,101.44,6.73,2,
267,102.75,192.90,51.19,103.44,7.59,2,
269,90.23,153.81,49.07,105.44,10.43,2,1.57
271,93.75,157.98,50.07,107.44,13.01,2,
273,88.84,165.53,49.33,109.44,12.84,5,
275,80.33,173.60,48.00,111.44,12.08,5,
277,84.69,184.39,49.15,113.44,11.83,5,
279,88.43,192.17,43.97,115.44,10.10,5,1.81
281,93.86,197.38,44.56,117.44,9.88,5,
283,97.89,199.16,45.36,119.44,9.06,6,
285,98.11,199.16,46.24,121.44,7.73,6,
287,98.18,199.10,45.81,123.44,8.15,6,
289,100.42,198.31,47.29,125.44,9.96,6,1.10
291,100.36,195.45,43.71,127.44,10.16,6,
293,83.08,153.34,44.25,129.44,9.71,1,
