time,value
5,0.02
9,0.01
13,0.02
17,0.03
21,0.04
25,0.08
29,0.06
33,0.07
37,0.03
41,0.06
45,0.06
49,0.03
53,0.04
57,0.06
61,0.07
65,0.14
69,0.10
73,0.11
77,0.19
81,0.28
85,0.09
89,0.11
93,0.25
97,0.14
101,0.25
105,0.16
109,0.27
113,0.25
117,0.21
121,0.16
125,0.21
129,0.09
133,0.16
137,0.20
141,0.13
145,0.16
149,0.08
153,0.14
157,0.23
161,0.30
165,0.13
169,0.17
173,0.20
177,0.11
181,0.32
185,0.05
189,0.08
193,0.16
197,0.12
201,0.13
205,0.08
209,0.14
213,0.20
217,0.16
221,0.16
225,0.07
229,0.14
233,0.14
237,0.18
241,0.32
245,0.11
249,0.15
253,0.13
257,0.18
261,0.38
265,0.52
269,0.21
273,0.12
277,0.13
281,0.11
285,0.30
289,0.20
293,0.26
297,0.22
301,0.18
305,0.15
309,0.28
313,0.35
317,0.24
321,0.17
325,0.20
329,0.34
333,0.15
337,0.16
341,0.19
345,0.11
349,0.09
353,0.22
357,0.05
361,0.13
365,0.16
369,0.11
373,0.13
377,0.21
381,0.15
385,0.08
389,0.20
393,0.13
397,0.07
401,0.09
405,0.05
409,0.14
413,0.11
417,0.17
421,0.19
425,0.15
429,0.14
433,0.27
437,0.28
441,0.10
445,0.25
449,0.12
453,0.08
457,0.22
461,0.25
465,0.19
469,0.13
473,0.19
477,0.27
481,0.16
485,0.09
489,0.19
493,0.14
497,0.11
