time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,60.00
3,0.00,0.00,0.00,0.00,0.00,60.00
5,0.00,0.00,0.00,0.00,0.00,46.60
7,0.00,0.00,0.00,0.00,0.00,55.30
9,0.00,0.00,0.00,0.00,0.00,59.70
11,0.00,0.00,0.00,0.00,0.00,59.10
13,0.00,0.00,0.00,0.00,0.00,59.10
15,0.00,0.00,0.00,0.00,0.00,41.70
17,0.00,0.00,0.00,0.00,0.00,20.30
19,0.00,0.00,0.00,0.41,0.00,28.00
21,3.01,0.00,0.00,2.41,0.00,60.40
23,0.00,0.00,0.00,4.41,0.00,64.20
25,0.00,0.00,0.00,0.00,0.00,58.20
27,0.00,0.00,0.00,0.00,0.00,57.40
29,0.00,0.00,0.00,0.00,0.00,51.27
31,0.00,0.00,0.00,0.00,0.00,61.00
33,0.00,0.00,0.00,0.00,0.72,59.43
35,0.00,0.00,0.00,0.00,0.00,56.10
37,0.00,0.00,0.00,0.00,0.00,51.78
39,0.00,0.00,0.00,0.00,0.00,44.22
41,3.01,0.00,0.00,1.94,0.00,34.90
43,5.56,0.00,0.00,3.94,0.00,22.76
45,11.00,0.00,0.00,5.94,0.00,12.60
47,12.85,0.00,0.00,7.94,0.00,5.78
49,24.26,0.00,0.00,9.94,0.00,12.26
51,25.43,0.00,0.00,11.94,0.00,16.20
53,27.84,0.00,0.00,10.87,0.00,21.12
55,27.59,0.00,0.00,9.80,0.00,27.77
57,0.00,0.00,0.00,11.01,0.00,37.83
59,0.00,0.00,0.00,8.76,0.00,42.50
61,4.67,0.00,0.00,10.76,0.00,36.23
63,11.06,0.00,0.00,12.76,0.00,29.33
65,10.97,0.00,0.35,14.76,0.00,30.12
67,13.10,0.00,2.35,16.76,0.00,24.83
69,17.54,0.00,4.35,18.76,0.00,19.73
71,17.46,0.00,6.35,20.76,0.25,16.65
73,17.46,4.79,8.35,22.76,2.25,27.95
75,15.36,0.00,10.35,24.76,4.25,32.20
77,0.00,0.00,12.35,0.00,0.00,60.00
79,0.00,0.00,14.35,0.00,0.33,58.55
81,0.00,0.00,0.00,0.00,0.00,64.10
83,0.00,0.00,0.00,0.00,0.00,65.75
85,0.00,0.00,0.00,0.00,0.00,62.05
87,0.00,0.00,0.00,0.00,0.00,50.60
89,0.00,0.00,0.00,0.00,0.00,38.20
91,0.00,0.00,0.00,0.00,0.00,10.50
93,2.00,0.00,1.74,0.00,0.00,0.60
95,10.94,0.00,3.74,0.00,0.00,0.00
97,10.73,0.00,5.74,0.00,0.00,0.00
99,10.73,0.00,7.74,0.00,0.00,0.00
101,10.73,0.00,9.74,0.00,0.00,0.00
103,10.73,0.00,11.74,0.00,0.00,0.00
105,10.73,0.00,13.74,0.00,0.00,0.00
107,10.73,0.00,15.74,0.00,0.00,0.00
109,10.73,0.00,17.74,0.00,0.00,0.00
111,10.73,0.00,19.74,0.00,0.00,0.00
113,10.73,0.00,21.74,0.00,0.00,14.77
115,10.73,0.00,23.74,0.00,0.00,17.60
117,10.73,0.00,25.74,0.00,0.00,20.27
119,10.73,0.00,27.74,0.00,0.00,20.77
121,10.73,0.00,29.74,0.00,0.00,28.62
123,10.73,0.00,31.74,0.00,0.00,26.40
125,10.73,0.00,33.74,0.00,0.00,21.48
127,10.73,0.00,35.74,0.00,0.00,17.50
129,12.64,0.00,37.74,0.00,0.00,12.80
131,17.79,0.00,39.74,0.00,0.00,7.35
133,17.69,0.00,41.74,0.00,0.00,2.75
135,18.40,0.00,43.74,1.02,0.00,9.10
137,24.19,0.00,45.74,3.02,0.00,13.68
139,24.00,0.00,45.30,5.02,0.00,19.10
141,23.74,0.00,47.30,7.02,0.00,28.13
143,1.13,0.00,15.08,9.02,0.00,36.75
145,0.00,0.00,0.00,11.02,0.00,49.30
147,0.00,0.00,0.00,0.00,0.00,45.40
149,0.00,0.00,0.00,0.00,0.00,28.40
151,0.00,0.00,1.70,0.00,0.00,10.50
153,0.51,0.00,3.70,0.00,0.00,1.00
