time,value
25,0.03
29,0.01
33,0.03
37,0.02
41,0.04
45,0.02
49,0.04
53,0.02
57,0.03
61,0.02
65,0.05
69,0.03
73,0.03
77,0.04
81,0.03
85,0.05
89,0.07
93,0.09
97,0.08
101,0.07
105,0.07
109,0.05
113,0.05
117,0.05
121,0.05
125,0.05
129,0.09
133,0.12
137,0.03
141,0.10
145,0.06
149,0.09
153,0.06
157,0.08
161,0.11
165,0.15
169,0.13
173,0.07
177,0.14
181,0.06
185,0.07
189,0.08
193,0.09
197,0.05
201,0.06
205,0.06
209,0.07
213,0.05
217,0.03
221,0.04
225,0.09
229,0.00
233,0.01
237,0.02
241,0.05
245,0.05
249,0.06
253,0.05
257,0.07
261,0.08
265,0.08
269,0.09
273,0.14
277,0.08
281,0.08
285,0.14
289,0.21
293,0.14
297,0.09
301,0.18
305,0.14
309,0.10
313,0.07
317,0.08
321,0.06
325,0.17
329,0.06
333,0.07
337,0.04
341,0.05
345,0.03
349,0.04
353,0.01
357,0.03
361,0.01
365,0.05
369,0.03
373,0.03
377,0.06
381,0.07
385,0.09
389,0.10
393,0.09
397,0.11
401,0.06
405,0.03
409,0.02
413,0.04
417,0.09
421,0.07
425,0.03
429,0.04
433,0.05
437,0.13
441,0.09
445,0.11
449,0.15
453,0.20
457,0.23
461,0.19
465,0.16
469,0.13
473,0.16
477,0.20
481,0.18
485,0.09
489,0.21
493,0.05
497,0.05
501,0.07
505,0.07
509,0.11
513,0.07
517,0.14
521,0.17
525,0.29
529,0.09
533,0.16
537,0.16
541,0.24
545,0.27
549,0.15
553,0.25
557,0.23
561,0.29
565,0.36
569,0.12
573,0.23
577,0.11
581,0.09
585,0.15
589,0.09
593,0.08
597,0.10
601,0.14
605,0.09
609,0.16
613,0.15
617,0.14
621,0.11
625,0.12
629,0.12
633,0.15
637,0.12
641,0.11
645,0.13
649,0.07
653,0.09
657,0.07
661,0.17
665,0.07
669,0.11
673,0.11
677,0.08
681,0.05
685,0.08
689,0.14
693,0.13
697,0.18
701,0.12
705,0.12
709,0.06
713,0.11
717,0.09
721,0.10
725,0.04
729,0.11
733,0.04
737,0.08
741,0.12
745,0.10
749,0.08
753,0.12
757,0.14
761,0.20
765,0.09
769,0.16
773,0.16
777,0.16
781,0.20
785,0.26
789,0.09
793,0.20
797,0.10
801,0.18
805,0.22
809,0.18
813,0.28
817,0.27
821,0.16
825,0.27
829,0.22
833,0.27
837,0.20
841,0.23
845,0.11
849,0.20
853,0.18
857,0.30
861,0.11
865,0.40
869,0.26
873,0.14
877,0.18
881,0.14
885,0.21
889,0.20
893,0.09
897,0.18
901,0.16
905,0.13
909,0.08
913,0.10
917,0.21
921,0.17
925,0.16
929,0.21
933,0.26
937,0.14
941,0.18
945,0.19
949,0.13
953,0.22
957,0.12
961,0.18
965,0.19
969,0.20
973,0.25
977,0.22
981,0.27
985,0.33
989,0.23
993,0.30
997,0.16
