time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,44.75,0.00,0,
3,0.00,0.00,0.00,0.00,53.49,0.00,4,
5,0.00,0.00,0.00,0.00,59.36,0.00,4,
7,0.00,0.00,0.00,0.00,60.27,0.00,4,
9,0.00,0.00,0.00,0.00,58.83,0.00,4,4.00
11,0.00,0.00,0.00,0.00,56.78,0.00,4,
13,0.00,0.00,0.00,0.00,51.01,0.00,1,
15,0.00,0.00,0.06,0.67,48.20,0.00,1,
17,0.00,0.00,0.22,2.67,47.35,1.00,1,
19,0.00,0.00,0.27,2.40,42.70,2.00,1,2.34
21,1.07,4.28,0.51,2.53,38.96,1.00,1,
23,1.96,4.75,0.77,4.53,34.77,0.00,2,
25,2.20,4.67,1.34,6.53,38.23,1.00,2,
27,2.90,6.46,1.60,8.53,33.83,1.00,2,
29,4.03,10.94,1.79,6.45,32.48,1.00,2,2.15
31,4.99,10.91,2.36,8.45,31.80,2.00,2,
33,6.64,10.91,2.29,10.45,28.89,1.00,1,
35,7.80,10.83,2.72,12.45,33.28,0.00,1,
37,4.62,8.03,3.38,14.45,33.15,1.00,1,
39,2.48,5.19,3.20,16.45,32.97,2.00,1,2.79
41,2.48,5.19,3.14,18.45,29.12,2.00,1,
43,2.69,5.57,2.92,20.45,29.54,0.00,2,
45,4.05,11.00,3.42,22.45,30.77,0.00,2,
47,3.84,10.18,3.92,24.45,32.92,1.00,2,
49,2.48,5.19,4.21,26.45,34.83,1.00,2,2.87
51,2.80,5.19,4.62,28.45,34.62,1.00,2,
53,3.93,5.78,5.23,30.45,33.48,1.00,4,
55,3.80,5.66,5.53,32.45,35.16,0.00,4,
57,3.39,6.91,6.21,34.45,32.67,2.00,4,
59,6.01,11.64,2.11,10.53,30.65,2.00,4,2.56
61,6.88,11.47,2.62,12.53,28.45,0.00,4,
63,6.86,11.47,3.32,14.53,30.35,1.00,1,
65,7.65,14.14,3.98,16.53,35.85,0.00,1,
67,7.56,17.51,4.81,18.53,39.98,1.00,1,
69,5.61,17.46,4.07,18.76,41.78,2.00,1,2.49
71,5.61,17.46,3.75,20.76,41.50,1.00,1,
73,5.61,17.46,4.30,22.76,38.52,1.00,2,
75,5.59,17.46,4.88,24.76,39.77,0.00,2,
77,3.90,15.36,5.71,26.76,32.24,2.00,2,
79,2.01,6.68,2.60,14.29,30.06,1.00,2,1.53
81,4.46,12.90,3.00,16.29,28.25,1.00,2,
83,7.08,12.76,2.47,13.27,30.55,0.00,1,
85,8.21,12.76,3.33,15.27,32.28,1.00,1,
87,9.26,12.76,3.32,17.27,34.36,1.00,1,
89,7.18,12.76,3.93,19.27,34.91,2.00,1,1.92
91,7.18,12.76,3.42,21.27,34.35,1.00,1,
93,7.18,12.76,3.98,23.27,32.70,1.00,3,
95,7.18,12.76,4.69,25.27,32.93,2.00,3,
97,6.25,12.76,5.24,27.27,31.13,1.00,3,
99,5.81,12.76,6.27,29.27,26.78,2.00,3,2.06
101,7.60,12.76,5.39,31.27,18.70,1.00,3,
103,9.39,17.49,6.04,33.27,14.18,0.00,1,
105,11.70,18.41,7.04,35.27,12.42,0.00,1,
107,13.84,25.06,8.04,37.27,10.54,1.00,1,
109,12.42,31.06,8.71,39.27,14.28,1.00,1,1.53
111,10.91,30.89,9.37,41.27,14.59,2.00,1,
113,10.91,30.89,10.32,43.27,19.89,1.00,4,
115,10.91,30.89,10.27,45.27,24.97,0.00,4,
117,11.12,30.89,11.10,47.27,25.90,2.00,4,
119,10.27,30.89,8.43,40.80,22.65,1.00,4,1.77
121,11.86,30.89,5.70,26.97,25.05,0.00,4,
123,12.27,30.89,6.37,28.97,21.72,0.00,1,
125,13.46,30.89,7.04,30.97,21.95,0.00,1,
127,15.75,32.11,7.87,32.97,23.89,2.00,1,
129,16.74,36.07,8.39,34.97,23.27,1.00,1,1.49
131,17.23,35.75,8.55,36.97,22.01,1.00,1,
133,9.07,30.89,8.89,38.97,21.68,1.00,2,
135,9.07,30.89,9.60,40.97,23.61,1.00,2,
137,11.77,34.23,10.02,42.97,26.84,1.00,2,
139,16.02,43.00,10.32,41.03,29.40,2.00,2,2.46
141,16.92,44.83,10.61,39.32,31.50,1.00,2,
143,17.16,40.01,8.70,38.57,30.49,1.00,2,
145,7.43,18.09,9.58,39.18,27.22,1.00,2,
147,8.87,23.84,8.09,28.77,25.75,1.00,2,
149,14.15,38.72,8.02,30.77,22.28,1.00,2,1.14
151,17.46,47.69,8.05,32.77,21.60,1.00,2,
153,20.66,57.47,8.99,34.77,18.52,1.00,1,
155,23.30,64.12,9.53,36.77,18.20,1.00,1,
157,26.30,70.62,9.95,38.77,15.79,1.00,1,
159,29.11,79.03,10.83,40.77,14.32,2.00,1,2.95
