time,queue_avg,queue_max,delay_avg,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,44.30,3
3,0.00,0.00,0.00,0.00,58.50,3
5,0.00,0.00,0.00,0.00,63.53,5
7,0.00,0.00,0.00,0.00,60.46,5
9,0.00,0.00,0.00,0.00,59.62,5
11,0.00,0.00,0.00,0.00,55.89,5
13,0.00,0.00,0.00,0.00,53.63,5
15,0.00,0.00,0.00,0.04,51.84,7
17,0.46,1.84,0.27,2.04,49.71,7
19,1.18,4.73,0.43,4.04,44.64,7
21,1.14,4.58,0.81,6.04,46.38,7
23,0.92,3.68,1.44,8.04,43.66,7
25,1.47,5.32,0.72,4.79,39.01,8
27,3.08,5.31,0.91,6.79,40.17,8
29,3.96,5.61,1.45,8.79,41.17,8
31,3.31,7.82,2.05,10.79,37.68,8
33,4.14,11.55,2.19,10.00,38.53,8
35,4.13,11.50,2.32,12.00,37.73,8
37,5.18,12.97,2.91,14.00,36.33,1
39,7.25,18.28,3.94,16.00,33.12,1
41,10.14,23.20,5.28,18.00,33.63,1
43,9.54,24.53,6.82,20.00,33.00,1
45,9.22,19.39,7.02,22.00,32.61,1
47,7.14,12.22,6.69,24.00,29.81,1
49,9.44,21.43,6.41,26.00,25.87,2
51,11.85,24.40,6.78,28.00,20.84,2
53,12.99,24.38,6.92,30.00,18.02,2
55,15.89,29.13,8.28,32.00,18.93,2
57,19.68,33.71,7.76,23.10,20.35,2
59,17.72,36.35,7.44,25.10,22.67,2
61,12.57,24.15,8.64,27.10,20.53,2
63,14.84,24.15,9.66,29.10,20.57,7
65,17.65,24.15,10.29,31.10,24.22,7
67,19.36,24.15,10.44,33.10,27.37,7
69,21.08,30.80,11.54,35.10,28.34,7
71,21.02,30.57,12.75,37.10,27.82,7
73,21.02,30.56,10.70,39.10,25.68,7
75,18.93,24.15,11.58,41.10,23.85,4
77,16.50,24.15,12.25,43.10,24.49,4
79,16.46,24.15,11.81,45.10,24.62,4
81,17.71,29.17,12.12,47.10,25.25,4
83,18.04,30.52,12.33,49.10,24.87,4
85,17.63,30.51,12.18,51.10,22.52,5
87,13.77,33.00,12.30,53.10,18.03,5
89,18.00,41.78,12.62,55.10,19.36,5
91,22.61,48.01,14.05,57.10,20.54,5
93,23.88,47.53,14.52,51.90,19.34,5
95,25.67,54.10,14.05,46.09,18.69,5
97,28.35,62.49,15.24,44.84,16.68,5
99,30.54,64.67,11.96,30.06,15.64,5
101,18.30,31.00,13.32,32.06,15.50,7
103,15.73,30.99,13.68,34.06,14.88,7
105,18.75,30.99,14.92,36.06,13.39,7
107,21.71,30.99,16.68,38.06,13.67,7
109,23.13,30.97,18.28,40.06,14.66,7
111,20.25,24.68,18.79,42.06,15.15,7
113,17.57,24.68,19.46,44.06,14.27,8
115,18.01,26.46,16.94,46.06,13.63,8
117,19.21,31.27,16.03,48.06,12.58,8
119,20.28,31.18,17.36,50.06,15.91,8
121,20.79,31.18,16.73,47.86,19.05,8
123,19.22,34.35,16.01,49.86,23.30,5
125,14.37,34.90,14.59,51.86,21.51,5
127,14.71,36.24,14.32,53.86,21.51,5
129,17.90,41.03,15.74,55.86,23.22,5
131,18.85,40.93,17.17,57.86,25.97,5
133,19.85,40.93,15.75,59.86,24.60,5
135,21.06,40.92,16.49,61.86,21.78,5
137,19.19,24.16,17.98,63.86,19.78,6
139,17.82,26.44,16.50,65.86,16.28,6
141,21.68,32.35,13.83,67.86,16.27,6
143,25.46,38.63,14.49,69.86,19.91,6
145,27.65,50.42,12.94,59.26,19.41,6
147,26.15,58.52,12.74,43.92,17.57,1
149,27.45,61.64,14.03,45.19,16.85,1
151,31.09,67.54,11.87,36.32,17.15,1
153,31.74,67.90,12.97,38.32,14.22,1
155,32.79,72.11,12.64,40.32,11.89,1
157,35.08,76.28,13.40,42.32,11.17,1
159,39.35,80.93,13.93,44.32,9.95,1
161,40.77,82.50,14.84,46.32,11.44,8
163,42.43,86.90,15.34,48.32,11.68,8
165,43.90,86.81,16.20,50.32,13.17,8
167,45.81,86.81,17.83,52.32,15.59,8
169,47.85,86.49,16.68,37.87,16.05,8
171,48.37,84.41,17.83,39.87,16.87,8
173,37.46,66.57,18.30,41.87,21.09,2
175,34.39,66.57,19.43,43.87,20.55,2
177,34.84,52.88,19.13,45.87,21.48,2
179,22.19,33.36,20.16,47.87,20.55,2
181,26.02,50.26,20.70,49.87,19.16,2
183,21.68,50.54,20.49,51.87,18.72,7
185,23.41,50.08,20.68,53.87,17.96,7
187,25.64,53.04,21.32,55.87,18.49,7
189,28.77,60.24,22.63,57.87,18.81,7
191,29.97,65.29,23.94,59.87,15.83,7
193,33.39,69.78,22.41,61.87,12.84,5
195,33.95,70.05,21.79,63.87,13.78,5
197,36.11,76.61,22.39,65.87,13.56,5
199,38.00,83.99,22.83,67.87,15.51,5
201,40.38,93.54,22.88,56.58,18.47,5
203,41.32,94.94,21.27,50.99,19.99,5
205,41.07,99.17,22.10,52.99,22.51,1
207,33.56,103.68,21.59,54.99,20.10,1
209,35.34,108.17,20.70,56.99,18.79,1
211,41.24,113.84,20.92,58.99,19.21,1
213,42.95,114.65,18.26,57.22,18.52,1
215,41.08,102.60,18.94,51.52,15.84,1
217,31.60,64.80,18.97,52.45,13.96,1
219,36.68,73.97,19.91,54.45,15.18,1
221,40.26,82.52,20.22,56.45,15.11,1
223,43.71,92.50,21.50,58.45,15.60,1
225,44.59,96.05,19.89,60.45,14.44,1
227,32.48,47.62,19.77,62.45,14.52,1
229,24.91,37.82,20.38,64.45,14.62,1
231,24.92,37.82,21.39,66.45,14.30,4
233,24.92,37.82,20.20,68.45,15.38,4
235,24.92,37.82,20.80,70.45,15.24,4
237,25.10,37.82,22.02,72.45,17.39,4
239,26.54,37.82,21.13,74.45,19.91,4
241,26.50,37.82,21.12,56.20,22.46,4
243,25.67,37.73,20.53,58.04,22.59,4
245,18.53,30.08,20.79,60.04,23.05,4
247,16.73,32.05,21.92,62.04,20.78,4
249,18.32,36.11,21.20,64.04,17.56,7
251,20.39,39.54,20.61,66.04,18.05,7
253,22.40,47.66,21.68,68.04,18.59,7
255,23.91,53.71,22.53,70.04,17.29,7
257,23.85,53.48,21.29,72.04,16.40,7
259,20.99,58.53,21.86,74.04,15.84,7
261,20.90,59.86,18.48,76.04,14.84,2
263,22.14,59.86,17.83,78.04,18.45,2
265,22.12,59.86,17.28,80.04,18.98,2
267,23.62,59.86,18.50,82.04,19.36,2
269,24.79,59.86,19.96,84.04,19.12,2
271,24.98,59.86,20.45,86.04,17.28,2
273,25.06,59.86,18.57,88.04,16.04,2
275,25.04,59.80,19.40,90.04,20.27,2
277,14.05,18.35,19.76,92.04,20.29,5
279,13.21,23.77,20.87,94.04,19.12,5
281,17.42,34.33,22.00,96.04,19.36,5
283,19.87,37.27,23.43,98.04,18.94,5
285,21.68,36.72,21.52,98.71,18.99,5
287,24.10,40.74,12.88,32.83,19.27,5
289,18.75,23.61,11.35,34.83,18.57,5
291,14.70,23.61,12.25,36.83,19.79,5
293,14.70,23.61,12.70,38.83,18.65,5
295,14.70,23.61,12.73,40.83,15.01,5
297,14.70,23.61,13.52,42.83,15.63,4
299,14.70,23.61,14.44,44.83,18.12,4
301,14.70,23.61,15.54,46.83,19.97,4
303,14.94,24.40,16.67,48.83,20.70,4
305,15.73,29.14,16.61,50.83,19.25,4
307,13.10,29.00,17.28,52.83,21.37,7
309,13.62,29.00,17.70,54.83,17.52,7
311,13.62,29.00,16.77,56.83,16.92,7
313,14.47,30.28,17.80,58.83,18.69,7
315,15.99,34.79,17.51,60.83,23.17,7
317,18.81,34.66,15.14,62.83,25.91,7
319,19.91,35.18,11.22,64.83,26.89,7
321,13.42,38.78,10.44,66.83,27.44,2
323,13.46,41.16,11.56,68.83,26.70,2
325,14.87,41.15,11.79,70.83,26.86,2
327,16.18,43.01,13.00,72.83,25.94,2
329,17.88,49.18,13.21,69.58,24.78,2
331,23.46,54.75,13.03,54.93,22.73,2
333,24.80,56.12,12.54,52.05,19.29,1
335,22.51,38.80,11.80,32.23,15.24,1
337,17.97,48.27,11.89,32.56,14.95,1
339,25.51,60.41,11.80,34.56,17.77,1
341,30.78,71.21,12.51,36.56,21.73,1
343,32.69,72.37,12.97,38.56,23.59,1
345,25.29,72.37,14.09,40.56,26.69,1
347,25.82,74.48,14.61,42.56,26.73,1
349,27.55,78.88,14.74,44.56,28.81,1
351,22.86,62.64,14.73,46.56,25.94,1
353,8.85,23.48,15.44,48.56,24.01,1
355,10.88,23.48,16.77,50.56,21.29,1
357,12.77,23.48,16.41,52.56,20.15,1
359,16.49,28.93,16.62,54.56,19.36,1
361,17.48,29.58,18.19,56.56,20.12,2
363,17.48,29.58,19.12,58.56,17.45,2
365,18.94,29.58,20.35,60.56,16.18,2
367,21.25,29.58,21.48,62.56,16.40,2
369,23.81,29.58,23.05,64.56,15.44,2
371,17.01,29.74,23.01,66.56,15.74,5
373,17.16,32.58,21.86,68.56,14.34,5
