time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,44.75,0,
3,0.00,0.00,0.00,0.00,53.03,9,
5,0.00,0.00,0.00,0.00,54.10,9,
7,0.00,0.00,0.00,0.00,58.51,9,
9,0.00,0.00,0.00,0.00,58.99,9,4.00
11,0.00,0.00,0.00,0.00,59.24,9,
13,0.00,0.00,0.00,0.00,54.26,2,
15,0.00,0.00,0.04,0.51,45.68,2,
17,0.14,0.54,0.07,0.88,32.39,2,
19,1.21,4.82,0.35,2.88,26.00,2,2.25
21,3.31,13.23,0.50,4.88,19.64,2,
23,5.76,17.81,1.14,6.88,16.88,9,
25,5.73,17.73,1.90,8.88,28.93,9,
27,6.85,17.70,2.73,10.88,34.31,9,
29,4.17,10.78,3.44,11.36,36.70,9,2.35
31,2.70,10.78,3.79,10.88,37.58,9,
33,2.70,10.78,3.65,12.88,38.21,6,
35,3.89,10.78,3.52,14.88,43.73,6,
37,3.38,8.80,4.27,16.88,39.50,6,
39,1.19,4.74,2.29,15.56,32.11,6,2.10
41,1.60,4.74,2.19,8.59,30.60,6,
43,5.89,10.60,2.78,10.59,26.64,8,
45,8.19,11.36,3.22,12.59,28.34,8,
47,7.82,11.30,4.05,14.59,31.53,8,
49,4.46,11.30,3.30,13.00,32.71,8,2.55
51,4.59,11.30,3.88,15.00,32.53,8,
53,5.30,11.30,4.65,17.00,32.61,1,
55,5.26,11.30,5.25,19.00,35.18,1,
57,5.00,8.19,6.25,21.00,35.94,1,
59,3.92,11.00,4.34,19.29,32.22,1,2.29
61,5.23,10.97,2.81,12.55,26.43,1,
63,6.81,16.25,3.29,14.55,24.08,6,
65,9.54,24.03,3.88,16.55,29.08,6,
67,12.94,34.24,4.75,18.55,31.24,6,
69,13.58,36.88,3.77,18.76,32.53,6,2.81
71,13.57,36.81,3.96,20.76,32.52,6,
73,8.38,17.46,4.85,22.76,29.30,2,
75,6.04,17.46,4.85,24.76,28.31,2,
77,6.91,15.36,5.78,26.76,29.43,2,
79,7.15,16.11,3.30,14.28,30.66,2,1.68
81,9.10,17.83,4.19,16.28,29.90,2,
83,9.96,21.43,3.95,14.92,29.30,1,
