time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,60.00,1
3,0.00,0.00,0.00,0.00,40.72,1
5,0.00,0.00,0.00,0.00,52.65,1
7,0.00,0.00,0.00,0.00,62.47,1
9,0.00,0.00,0.00,0.00,53.43,1
11,0.00,0.00,0.00,0.00,51.59,1
13,0.00,0.00,0.00,0.00,44.64,1
15,0.00,0.00,0.01,0.11,43.27,1
17,0.00,0.00,0.27,2.11,37.43,3
19,0.00,0.00,0.00,0.00,32.95,3
21,0.00,0.00,0.14,1.71,34.20,3
23,0.89,3.55,0.31,3.71,40.84,3
25,1.28,5.11,0.48,5.71,45.17,3
27,1.27,5.10,0.64,7.71,42.49,3
29,1.27,5.10,0.86,9.71,41.72,3
31,1.43,5.10,1.20,11.71,37.11,3
33,2.61,5.33,1.53,13.71,35.05,2
35,4.40,11.49,1.98,15.71,33.27,2
37,7.09,12.31,2.48,17.71,31.59,2
39,8.22,12.84,2.98,19.71,30.99,2
41,6.45,12.56,2.60,12.64,27.95,2
43,7.30,12.56,2.84,14.64,22.43,2
45,7.28,12.56,3.04,16.64,18.01,2
47,9.90,17.38,3.94,18.64,15.52,2
49,12.17,18.36,4.65,20.64,15.72,2
51,13.31,22.51,5.48,22.64,17.79,2
53,15.25,30.27,6.32,24.64,17.09,2
55,15.21,30.11,7.18,26.64,15.72,2
57,15.21,30.11,7.98,28.64,19.01,2
59,15.99,33.22,8.85,30.64,16.99,4
61,16.81,36.52,9.65,32.64,12.99,4
63,16.80,36.48,10.60,34.64,9.49,4
65,17.82,36.48,11.71,36.64,7.91,4
67,16.30,37.54,12.43,38.64,5.81,4
69,17.23,42.94,13.72,40.64,2.84,4
71,17.92,42.80,12.97,42.64,1.18,4
73,18.41,42.80,14.13,44.64,3.25,4
75,20.29,42.80,15.30,46.64,6.61,4
77,21.00,42.80,16.47,48.64,6.79,1
79,21.00,42.80,17.63,50.64,6.75,1
81,21.00,42.80,18.80,52.64,10.04,1
83,21.00,42.80,19.97,54.64,10.80,1
85,20.95,42.80,20.59,51.01,12.01,1
87,16.11,42.79,16.13,45.75,11.54,1
89,12.18,23.00,16.81,47.75,8.33,1
91,9.69,21.73,12.42,49.75,9.27,1
93,9.69,21.73,12.71,51.75,15.47,1
95,9.69,21.73,12.94,53.75,19.77,1
97,9.69,21.73,11.49,55.75,23.31,1
99,9.69,21.73,12.32,57.75,24.76,1
101,9.69,21.73,13.16,59.75,22.03,3
103,9.69,21.73,14.10,61.75,19.17,3
105,9.32,21.73,15.00,63.75,18.03,3
107,7.93,22.91,11.86,65.75,18.43,3
109,9.85,28.38,11.08,46.35,20.74,3
111,11.47,24.79,6.76,25.41,22.51,2
113,11.16,23.98,7.59,27.41,21.67,2
115,10.50,23.96,8.58,29.41,23.57,2
117,11.05,23.96,9.65,31.41,25.33,2
119,11.78,23.96,8.68,30.91,26.16,2
121,8.02,25.72,6.65,29.48,25.75,2
