time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase
1,0.00,0.00,0.00,0.00,60.00,0.00,1
3,0.00,0.00,0.00,0.00,44.34,0.00,1
5,0.00,0.00,0.00,0.00,53.20,0.00,1
7,0.00,0.00,0.00,0.00,61.11,0.00,1
9,0.00,0.00,0.00,0.00,64.21,0.00,1
11,0.00,0.00,0.00,0.00,57.20,0.00,1
13,0.00,0.00,0.00,0.00,55.00,0.00,1
15,0.00,0.00,0.00,0.00,50.64,0.00,1
17,0.00,0.00,0.04,0.52,49.04,0.00,1
19,0.51,2.03,0.28,2.52,51.15,1.00,1
21,1.33,5.33,0.38,4.52,49.18,0.00,3
23,1.32,5.28,0.60,6.52,44.69,0.00,3
25,1.30,5.18,0.96,8.52,46.92,0.00,3
27,0.78,2.40,1.60,10.52,45.81,2.00,3
29,1.39,5.55,1.13,6.74,43.60,1.00,3
31,1.38,5.51,1.54,8.74,37.94,1.00,3
33,3.27,10.95,2.07,10.74,33.98,1.00,3
35,6.14,12.94,2.69,12.74,31.69,1.00,3
37,8.41,17.74,3.49,14.74,27.20,2.00,3
39,8.50,17.64,3.91,16.74,24.94,0.00,3
41,10.97,17.64,4.58,18.74,22.54,0.00,2
43,13.18,19.51,5.32,20.74,16.80,1.00,2
45,15.04,23.36,5.99,22.74,15.67,0.00,2
47,15.70,23.29,6.83,24.74,15.77,0.00,2
49,17.75,26.31,7.66,26.74,17.67,0.00,2
51,18.73,30.23,8.51,28.74,20.21,0.00,4
53,18.71,30.15,9.51,30.74,18.51,1.00,4
55,20.41,30.15,10.16,32.74,23.34,2.00,4
57,18.86,30.15,9.63,32.25,29.24,2.00,4
59,16.23,30.15,9.66,29.03,33.06,4.00,4
61,10.00,19.04,5.52,27.26,35.28,2.00,4
63,3.85,10.44,5.31,19.78,35.58,3.00,4
65,4.19,10.44,5.14,21.00,36.24,2.00,1
67,4.10,10.44,4.07,23.00,38.02,1.00,1
69,6.27,13.85,4.25,25.00,38.90,0.00,1
71,7.05,16.23,5.23,27.00,36.26,1.00,1
73,7.57,16.53,5.66,29.00,34.25,2.00,1
75,11.39,22.01,5.93,31.00,29.96,0.00,1
77,15.61,21.82,7.01,33.00,26.54,1.00,1
79,17.19,23.33,7.86,35.00,22.90,1.00,1
81,19.73,33.68,8.84,37.00,20.11,0.00,1
83,23.59,36.96,10.17,39.00,17.49,1.00,1
85,27.16,40.95,11.14,41.00,14.76,0.00,1
87,30.82,43.30,12.64,43.00,10.06,1.00,3
89,33.53,48.45,13.97,45.00,10.34,1.00,3
91,35.49,52.41,15.01,47.00,10.21,1.00,3
93,37.52,55.30,15.20,49.00,11.85,2.00,3
95,36.05,55.88,14.50,36.66,13.86,4.00,3
97,40.50,74.34,12.46,29.31,17.13,3.00,3
99,37.25,81.67,12.24,28.85,18.26,3.00,2
101,36.51,81.93,11.72,30.85,18.89,2.00,2
103,26.76,89.71,12.15,32.85,19.27,2.00,2
105,30.16,99.99,12.75,34.85,18.28,2.00,2
107,34.21,109.66,11.47,36.85,14.85,1.00,2
