time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,60.00,0
3,0.00,0.00,0.00,0.00,61.61,5
5,0.00,0.00,0.00,0.00,56.91,5
7,0.00,0.00,0.00,0.00,57.15,5
9,0.00,0.00,0.00,0.00,58.37,5
11,0.00,0.00,0.00,0.00,61.01,5
13,0.00,0.00,0.00,0.00,58.13,2
15,0.00,0.00,0.00,0.04,55.00,2
17,0.00,0.00,0.00,0.00,46.72,2
19,0.07,0.28,0.15,1.29,38.89,2
21,1.23,4.92,0.27,3.29,33.04,2
23,2.04,8.15,0.53,5.29,27.54,6
25,5.15,17.05,1.09,7.29,33.01,6
27,4.43,17.74,1.52,9.29,33.98,6
29,4.43,17.74,1.38,11.29,32.02,6
31,4.43,17.74,1.79,13.29,30.67,6
33,4.43,17.74,2.34,15.29,30.63,1
35,5.62,17.74,2.60,17.29,35.06,1
37,7.27,24.33,3.10,19.29,33.75,1
39,8.58,29.57,3.47,18.39,33.28,1
41,1.89,4.74,3.50,17.27,34.01,1
43,1.39,5.56,2.22,12.12,30.84,8
45,2.75,10.99,1.55,12.62,38.74,8
47,2.54,10.18,1.88,14.62,40.52,8
49,0.00,0.00,0.58,6.97,42.75,8
51,0.00,0.00,0.49,5.88,42.56,8
53,0.00,0.00,0.72,7.15,38.60,2
55,0.00,0.00,0.88,5.93,30.85,2
57,0.95,3.81,0.82,5.48,26.31,2
59,4.24,11.50,1.10,7.48,19.78,2
61,6.35,11.03,1.74,9.48,20.32,2
63,6.90,11.31,2.41,11.48,22.31,1
65,6.88,11.31,3.24,13.48,31.49,1
67,4.05,8.19,4.07,15.48,34.19,1
69,1.31,5.25,2.18,10.52,33.60,1
71,1.31,5.25,1.81,12.52,35.19,1
73,2.75,5.73,2.31,14.52,28.52,8
75,2.66,5.37,2.81,16.52,27.75,8
77,1.37,5.25,2.35,18.52,30.02,8
79,2.65,5.35,2.33,20.52,37.03,8
81,2.73,5.66,2.74,22.52,38.13,8
83,2.73,5.66,3.24,24.52,38.04,1
85,2.71,5.57,3.74,26.52,41.11,1
87,2.73,10.43,4.24,28.52,38.04,1
89,2.76,11.04,3.61,30.52,33.03,1
91,2.76,11.04,4.00,32.52,28.43,1
93,2.96,11.04,4.49,34.52,22.21,6
95,4.86,11.04,4.92,36.52,27.88,6
97,4.82,10.74,5.53,38.52,27.74,6
99,2.68,10.73,2.66,14.05,32.18,6
101,2.68,10.73,1.26,9.73,33.58,6
103,2.68,10.73,1.12,11.73,34.65,2
105,2.68,10.73,1.17,13.73,45.21,2
107,2.07,8.30,1.30,13.29,47.76,2
109,0.00,0.00,1.54,15.29,35.17,2
111,0.12,0.49,0.20,2.42,25.32,2
113,1.31,5.22,0.52,4.42,31.89,5
115,2.63,10.50,0.85,6.42,41.42,5
117,1.99,7.96,0.48,5.81,50.60,5
119,0.00,0.00,0.65,7.81,57.81,5
121,0.00,0.00,0.24,2.82,58.89,5
123,0.00,0.00,0.00,0.00,55.90,1
125,0.00,0.00,0.00,0.00,53.17,1
127,0.00,0.00,0.00,0.00,48.95,1
129,0.00,0.00,0.20,1.51,41.19,1
131,0.99,2.27,0.37,3.51,35.97,1
133,2.64,10.56,0.68,5.51,23.62,5
135,2.88,11.53,1.01,7.51,27.37,5
137,1.95,7.82,0.79,6.48,29.91,5
139,1.56,3.81,1.49,7.82,26.76,5
141,5.07,10.71,1.50,6.12,30.86,5
143,5.64,12.52,2.17,8.12,32.38,2
145,5.62,12.52,2.83,10.12,37.64,2
147,3.70,9.72,3.50,12.12,37.86,2
149,1.27,5.06,1.98,12.12,41.05,2
151,2.09,5.06,1.53,13.03,40.71,2
153,2.66,5.58,1.63,15.03,36.55,1
155,2.61,5.46,2.03,17.03,41.29,1
157,0.05,0.22,2.53,19.03,39.06,1
159,0.56,2.25,0.99,5.40,45.33,1
161,0.06,0.23,0.59,6.77,46.26,1
163,2.24,8.98,1.07,8.77,46.58,7
165,3.50,10.91,1.42,10.77,46.80,7
167,3.87,10.29,0.86,6.36,46.96,7
169,3.00,6.83,1.21,8.36,43.86,7
171,3.12,5.33,1.72,10.36,39.77,7
173,2.73,5.28,2.36,12.36,30.86,2
175,5.57,11.92,3.12,14.36,27.88,2
177,7.71,23.32,3.53,16.36,24.56,2
179,8.22,22.97,3.21,15.94,22.12,2
181,9.04,26.28,3.51,17.94,18.52,2
183,9.82,29.39,4.32,19.94,13.29,7
185,9.81,29.38,4.83,21.94,25.55,7
187,9.81,29.38,5.14,23.94,27.91,7
189,9.74,29.10,5.96,25.94,31.73,7
191,3.16,5.17,5.40,27.94,30.91,7
193,2.47,5.17,5.67,29.94,32.71,1
195,2.47,5.17,5.07,31.94,37.33,1
197,2.47,5.17,5.79,33.94,39.91,1
199,2.47,5.17,5.22,35.94,37.76,1
201,3.91,10.46,5.59,37.94,33.17,1
203,5.06,10.23,6.26,39.94,31.87,8
205,6.72,16.34,6.93,41.94,31.10,8
207,7.08,17.77,7.59,43.94,29.00,8
209,8.15,22.03,5.75,45.94,26.49,8
211,3.15,5.38,6.21,47.94,26.50,8
213,3.64,9.39,6.74,49.94,25.81,2
215,6.83,11.35,7.33,51.94,22.74,2
217,7.43,13.72,8.13,53.94,22.27,2
219,8.20,16.82,8.60,55.94,24.57,2
221,9.11,16.78,9.60,57.94,23.97,2
223,9.40,16.78,10.76,59.94,21.25,7
225,9.40,16.78,11.64,61.94,24.92,7
227,9.39,16.75,12.56,63.94,26.25,7
229,6.60,10.81,11.00,65.94,27.61,7
231,5.20,10.81,11.35,67.94,28.94,7
233,6.44,10.81,10.94,69.94,31.47,5
235,7.28,11.13,11.94,71.94,35.47,5
237,6.87,10.81,12.94,73.94,38.89,5
239,4.98,10.81,5.71,31.99,38.49,5
241,4.98,10.81,5.68,33.99,36.13,5
243,5.13,10.81,6.55,35.99,32.82,6
245,5.11,10.74,7.27,37.99,31.12,6
247,2.48,5.43,8.11,39.99,31.39,6
249,3.91,11.38,5.53,29.59,28.61,6
251,4.20,12.54,6.29,31.59,21.90,6
253,5.81,12.54,6.90,33.59,24.61,1
255,9.77,26.54,7.83,35.59,26.23,1
257,10.70,30.28,6.59,37.59,25.45,1
259,10.70,30.25,7.47,39.59,28.27,1
261,6.85,14.87,8.10,41.59,32.31,1
263,3.13,12.54,8.26,43.59,34.42,1
265,3.13,12.54,8.94,45.59,38.34,1
267,3.13,12.54,8.83,47.59,39.79,1
269,3.69,12.54,9.53,49.59,41.14,1
271,3.13,12.54,9.89,51.59,39.36,1
273,3.13,12.54,10.23,53.59,36.70,8
275,3.72,12.54,11.08,55.59,34.62,8
277,6.18,19.44,12.24,57.59,29.46,8
279,10.11,24.89,5.75,32.17,28.24,8
281,5.77,10.68,4.75,16.04,25.39,8
283,4.93,10.68,5.12,18.04,19.66,5
285,4.70,10.68,5.60,20.04,18.08,5
287,8.71,13.59,6.45,22.04,17.68,5
289,13.28,25.11,7.55,24.04,30.29,5
291,13.63,26.69,8.14,26.04,35.56,5
293,6.95,17.13,9.25,28.04,35.70,1
295,6.95,17.13,10.39,30.04,36.55,1
297,6.51,15.07,10.82,32.04,33.56,1
299,6.40,16.01,10.59,34.04,32.42,1
301,6.51,16.65,11.75,36.04,31.03,1
303,7.28,19.76,11.22,38.04,27.10,2
305,9.78,23.10,12.03,40.04,26.75,2
307,9.34,23.07,10.69,34.69,28.33,2
309,8.75,20.48,11.01,36.69,30.31,2
311,5.79,9.16,9.98,38.69,32.98,2
313,6.28,11.15,10.17,40.69,31.69,5
315,6.28,11.15,9.27,42.69,28.23,5
317,8.95,16.73,9.78,44.69,24.10,5
319,6.34,9.61,10.77,46.69,21.95,5
321,4.80,9.61,11.65,48.69,20.44,5
323,6.28,11.16,12.02,50.69,21.18,1
325,7.32,12.60,13.05,52.69,21.02,1
327,8.90,18.14,14.22,54.69,22.79,1
329,8.36,17.97,15.45,56.69,27.31,1
331,9.34,17.97,15.02,58.69,28.62,1
333,9.31,17.97,16.18,60.69,23.08,8
335,9.31,17.97,17.47,62.69,23.09,8
337,10.39,18.91,18.68,64.69,23.61,8
