time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0,
3,0.00,0.00,0.00,0.00,40.78,4,
5,0.00,0.00,0.00,0.00,52.70,4,
7,0.00,0.00,0.00,0.00,62.52,4,
9,0.00,0.00,0.00,0.00,59.44,4,4.00
11,0.00,0.00,0.00,0.00,55.28,4,
13,0.00,0.00,0.00,0.00,44.16,1,
15,0.00,0.00,0.03,0.33,37.91,1,
17,0.00,0.00,0.29,2.33,31.99,1,
19,0.00,0.00,0.00,0.00,28.35,1,2.92
21,0.35,1.40,0.15,1.75,34.02,1,
23,1.25,5.00,0.31,3.75,43.14,2,
25,1.20,4.81,0.48,5.75,55.02,2,
27,0.05,0.21,0.65,7.75,47.44,2,
29,0.00,0.00,0.05,0.54,49.46,2,2.13
31,0.07,0.29,0.21,2.54,44.30,2,
33,1.28,5.14,0.55,4.54,45.30,1,
35,1.10,4.41,0.55,6.54,51.18,1,
37,0.00,0.00,0.71,8.54,48.52,1,
39,0.00,0.00,0.34,4.12,40.20,1,1.68
41,0.51,2.05,0.38,1.61,33.20,1,
43,1.83,5.33,0.88,3.61,26.39,4,
45,4.19,10.28,1.51,5.61,24.34,4,
47,5.26,10.18,2.30,7.61,25.07,4,
49,5.82,12.52,2.34,9.61,23.60,4,1.36
51,6.79,16.43,2.63,11.61,25.80,4,
53,7.44,16.39,3.30,13.61,23.71,2,
55,9.21,20.15,3.97,15.61,23.29,2,
57,8.51,22.85,4.63,17.61,24.93,2,
59,7.53,18.93,3.97,19.61,21.14,2,1.88
61,2.80,11.19,4.11,21.61,17.99,2,
63,2.80,11.19,4.28,23.61,13.62,3,
65,4.72,15.81,4.29,25.61,11.85,3,
67,5.91,17.91,3.54,17.01,11.61,3,
69,4.86,13.74,3.59,19.01,11.28,3,2.90
71,5.77,17.36,3.07,21.01,18.72,3,
73,5.75,17.31,2.79,23.01,20.72,1,
75,5.73,17.31,3.29,25.01,30.36,1,
77,5.47,17.23,3.79,27.01,37.56,1,
79,2.70,5.61,2.25,20.92,39.45,1,3.29
81,1.30,5.21,2.02,14.51,41.88,1,
83,1.30,5.21,1.04,10.05,34.76,2,
85,1.22,4.89,1.48,12.05,34.02,2,
87,0.00,0.00,2.15,14.05,25.76,2,
89,0.94,3.77,1.45,6.12,23.80,2,2.93
91,1.11,4.11,1.01,7.19,27.77,2,
93,3.15,7.05,1.34,9.19,36.93,4,
95,3.99,10.95,1.68,11.19,47.51,4,
97,2.07,8.30,1.32,10.92,51.60,4,
99,0.00,0.00,0.58,6.95,47.27,4,2.26
101,0.00,0.00,0.16,1.98,39.14,4,
103,0.58,2.34,0.30,1.95,29.18,1,
105,2.17,6.21,0.63,3.95,24.02,1,
107,5.23,13.28,1.11,5.95,17.63,1,
109,6.20,17.72,1.83,7.95,19.30,1,1.87
111,5.80,17.63,2.59,9.95,21.12,1,
113,5.79,17.63,2.99,11.95,19.76,2,
115,6.67,17.63,3.83,13.95,26.48,2,
117,7.34,17.60,4.66,15.95,30.05,2,
119,4.26,11.16,4.70,15.92,32.38,2,2.48
121,4.07,11.16,3.49,14.76,28.58,2,
123,4.85,14.28,2.76,15.21,28.76,1,
125,7.86,26.35,2.85,17.21,33.93,1,
127,8.84,30.24,3.18,19.21,32.36,1,
129,11.74,41.86,3.57,21.21,29.86,1,2.44
131,13.68,49.60,4.29,23.21,22.37,1,
133,14.30,49.47,4.04,25.21,19.97,1,
135,15.79,52.22,4.63,27.21,16.25,1,
137,17.37,51.37,5.65,29.21,17.24,1,
139,14.00,32.79,6.52,31.21,18.48,1,2.19
141,8.51,11.90,7.22,33.21,17.83,1,
143,8.80,12.06,8.22,35.21,19.57,4,
145,8.80,12.06,9.18,37.21,18.94,4,
147,9.03,15.94,10.34,39.21,16.30,4,
149,12.34,31.79,8.92,25.34,15.33,4,0.90
151,15.90,43.79,7.61,27.34,15.61,4,
153,18.91,52.97,8.77,29.34,15.34,1,
155,18.86,52.83,9.74,31.34,13.92,1,
157,18.86,52.83,11.07,33.34,13.11,1,
159,18.86,52.83,11.83,31.16,12.96,1,1.69
161,20.50,54.93,12.28,33.16,16.21,1,
163,22.10,59.31,13.48,35.16,18.01,2,
165,21.88,58.99,13.90,37.16,18.97,2,
167,10.56,24.03,14.02,39.16,17.75,2,
169,13.11,23.48,12.64,41.16,16.46,2,1.55
171,8.80,19.74,12.71,43.16,17.98,2,
173,10.87,26.46,12.21,45.16,17.85,3,
175,13.07,29.76,12.29,47.16,19.08,3,
177,14.23,29.73,13.81,49.16,19.37,3,
179,15.99,34.47,15.08,49.90,18.88,3,1.18
181,18.11,35.25,15.13,35.89,14.37,3,
183,19.61,35.25,14.87,37.89,11.78,1,
185,24.53,41.21,14.99,39.89,12.05,1,
187,25.57,41.27,16.49,41.89,11.78,1,
189,26.86,48.04,17.10,43.40,15.62,1,2.29
191,21.07,48.11,15.55,43.42,16.48,1,
193,22.78,47.99,16.06,44.84,14.84,2,
195,22.60,45.80,15.68,40.20,18.26,2,
197,16.55,25.31,17.02,42.20,18.74,2,
199,16.31,24.85,18.24,44.20,18.40,2,2.37
201,12.70,20.93,17.49,46.20,19.40,2,
203,13.98,23.03,17.46,48.20,21.79,1,
205,13.97,23.02,15.91,50.20,24.84,1,
207,15.12,29.64,17.07,52.20,23.85,1,
209,14.52,36.30,16.24,54.20,22.88,1,2.19
211,14.46,36.09,13.19,56.20,21.65,1,
213,9.76,17.19,13.82,58.20,22.16,2,
215,9.59,23.59,13.48,60.20,24.11,2,
217,12.68,23.91,14.89,62.20,20.51,2,
219,12.28,22.34,15.82,64.20,18.71,2,1.57
