time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.20,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.08,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.13,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.53,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.98,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.54,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.38,0.00
19,0.00,0.00,0.00,0.00,1.32,0.00,0.00,0.44,0.57,1.32,45.34,0.00
21,4.20,0.00,2.10,4.20,3.32,0.00,0.00,1.11,1.42,3.32,44.69,0.00
23,4.90,0.00,2.45,4.90,5.32,0.00,0.00,1.77,2.28,5.32,44.69,0.00
25,4.14,0.00,2.07,4.14,7.32,0.00,0.00,2.44,3.14,7.32,48.97,1.00
27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.41,0.00
29,0.00,0.00,0.00,0.00,0.00,0.00,1.48,0.49,0.64,1.48,42.81,1.00
31,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.07,0.09,0.21,41.26,0.00
33,0.00,0.00,0.00,0.00,2.21,0.00,0.00,0.74,0.95,2.21,40.29,2.00
35,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.06,0.08,0.19,31.40,0.00
37,1.91,0.00,0.96,1.91,2.19,0.00,0.00,0.73,0.94,2.19,25.99,0.00
39,4.95,0.00,2.47,4.95,4.19,0.00,0.00,1.40,1.80,4.19,25.49,0.00
41,4.89,0.00,2.45,4.89,6.19,0.00,0.00,2.06,2.65,6.19,30.90,0.00
43,4.89,0.00,2.45,4.89,8.19,0.00,0.00,2.73,3.51,8.19,29.37,0.00
45,9.08,0.00,4.54,9.08,10.19,0.00,0.00,3.40,4.37,10.19,42.74,0.00
47,9.82,0.00,4.91,9.82,12.19,0.00,0.00,4.06,5.22,12.19,44.10,1.00
49,0.00,0.00,0.00,0.00,7.18,0.00,0.00,2.39,3.08,7.18,51.18,1.00
51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.90,0.00
53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.62,0.00
55,0.00,0.00,0.00,0.00,1.15,0.00,0.00,0.38,0.49,1.15,32.76,0.00
57,2.13,0.00,1.06,2.13,3.15,0.00,0.58,1.24,1.60,3.15,32.12,0.00
59,4.84,4.92,4.88,4.92,5.15,0.00,2.58,2.58,3.31,5.15,33.40,0.00
61,4.80,10.72,7.76,10.72,7.15,0.00,4.58,3.91,5.03,7.15,33.77,0.00
63,4.80,10.44,7.62,10.44,9.15,0.00,6.58,5.24,6.74,9.15,36.57,0.00
65,3.82,10.44,7.13,10.44,11.15,0.00,8.58,6.58,8.45,11.15,43.29,1.00
67,0.00,7.51,3.75,7.51,0.00,0.00,10.58,3.53,4.53,10.58,45.81,1.00
69,0.00,0.00,0.00,0.00,0.00,0.00,10.55,3.52,4.52,10.55,48.01,1.00
71,0.00,0.00,0.00,0.00,0.39,0.00,3.03,1.14,1.46,3.03,52.56,2.00
73,0.00,0.00,0.00,0.00,0.00,1.70,1.78,1.16,1.00,1.78,52.48,2.00
75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.02,0.00
77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.57,0.00
79,0.00,0.00,0.00,0.00,1.29,0.98,1.77,1.35,1.45,1.77,52.12,2.00
81,0.00,0.00,0.00,0.00,0.00,2.98,3.06,2.01,1.74,3.06,48.58,2.00
83,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.29,0.37,0.86,41.66,1.00
85,0.00,0.00,0.00,0.00,1.64,0.00,0.00,0.55,0.70,1.64,41.42,1.00
87,0.00,0.00,0.00,0.00,1.66,0.00,0.74,0.80,1.03,1.66,22.03,1.00
89,0.00,3.10,1.55,3.10,0.00,0.00,2.74,0.91,1.17,2.74,31.52,0.00
91,0.00,5.75,2.87,5.75,0.00,0.00,4.74,1.58,2.03,4.74,30.04,0.00
93,0.00,10.10,5.05,10.10,0.00,0.00,6.74,2.25,2.89,6.74,29.98,0.00
