time,calc_time
1.00,0.21
9.00,0.08
19.00,0.10
29.00,0.08
39.00,0.09
49.00,0.35
59.00,0.09
69.00,0.11
79.00,0.10
89.00,0.11
99.00,0.11
109.00,0.10
119.00,0.09
129.00,0.09
139.00,0.09
149.00,0.10
159.00,0.09
169.00,0.10
179.00,0.09
189.00,0.10
199.00,0.10
209.00,0.14
219.00,0.08
229.00,0.11
239.00,0.10
249.00,0.14
259.00,0.10
269.00,0.10
279.00,0.09
289.00,0.10
299.00,0.08
309.00,0.09
319.00,0.09
329.00,0.09
339.00,0.07
349.00,0.09
359.00,0.08
369.00,0.08
379.00,0.09
389.00,0.09
399.00,0.09
409.00,0.11
419.00,0.09
429.00,0.09
439.00,0.10
449.00,0.09
459.00,0.09
469.00,0.10
479.00,0.10
489.00,0.10
499.00,0.10
