time,calc_time
1.00,0.22
9.00,0.10
19.00,0.09
29.00,0.09
39.00,0.09
49.00,0.10
59.00,0.08
69.00,0.10
79.00,0.09
89.00,0.09
99.00,0.26
109.00,0.07
119.00,0.10
129.00,0.09
139.00,0.10
149.00,0.09
159.00,0.09
169.00,0.09
179.00,0.09
189.00,0.09
199.00,0.09
209.00,0.09
219.00,0.32
229.00,0.07
239.00,0.10
249.00,0.10
259.00,0.10
269.00,0.09
279.00,0.09
289.00,0.09
299.00,0.10
309.00,0.10
319.00,0.28
329.00,0.09
339.00,0.09
349.00,0.09
359.00,0.10
369.00,0.09
379.00,0.09
389.00,0.09
399.00,0.09
409.00,0.07
419.00,0.07
429.00,0.08
439.00,0.08
449.00,0.09
459.00,0.09
469.00,0.09
479.00,0.09
489.00,0.10
499.00,0.10
