time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0.00,0,
3,0.00,0.00,0.00,0.00,40.70,0.00,4,
5,0.00,0.00,0.00,0.00,47.98,0.00,4,
7,0.00,0.00,0.00,0.00,55.86,0.00,4,
9,0.00,0.00,0.00,0.00,60.30,0.00,4,4.00
11,0.00,0.00,0.00,0.00,60.08,0.00,4,
13,0.00,0.00,0.00,0.00,57.12,0.00,1,
15,0.00,0.00,0.00,0.00,58.30,0.00,1,
17,0.00,0.00,0.03,0.40,55.05,0.00,1,
19,0.00,0.00,0.24,2.40,53.81,2.00,1,3.48
21,0.00,0.00,0.12,1.48,54.21,1.00,1,
23,0.00,0.00,0.05,0.66,49.98,0.00,1,
25,0.85,3.41,0.34,2.66,42.02,1.00,1,
27,1.22,4.86,0.56,4.66,36.79,1.00,1,
29,1.24,4.98,1.26,6.66,35.83,3.00,1,2.85
31,2.64,10.57,1.25,8.66,32.63,0.00,1,
33,3.88,10.88,1.97,10.66,35.22,1.00,1,
35,4.09,10.88,2.70,12.66,36.93,2.00,1,
37,4.09,10.88,3.21,14.66,35.92,0.00,1,
39,5.56,16.75,3.87,16.66,34.91,0.00,1,1.66
41,5.84,17.87,4.65,18.66,35.54,2.00,1,
43,6.59,20.91,5.21,20.66,33.94,0.00,2,
45,7.40,24.13,5.98,22.66,35.52,0.00,2,
47,7.39,24.09,7.02,24.66,34.90,2.00,2,
49,9.06,28.24,5.75,23.11,35.90,2.00,2,2.31
51,6.12,18.54,5.98,25.11,33.35,1.00,2,
53,2.56,5.47,6.64,27.11,30.05,1.00,3,
55,6.46,11.05,6.82,29.11,28.92,0.00,3,
57,8.87,17.76,7.99,31.11,26.96,1.00,3,
59,12.60,17.72,7.51,33.11,24.68,1.00,3,0.79
61,14.35,17.72,8.30,35.11,21.27,1.00,3,
63,15.75,21.89,9.34,37.11,17.62,1.00,1,
65,20.75,28.34,10.49,39.11,17.67,2.00,1,
67,22.24,30.01,10.09,41.11,20.48,0.00,1,
69,22.98,35.71,11.43,43.11,19.87,2.00,1,1.78
71,19.92,36.44,11.60,45.11,16.85,2.00,1,
73,14.67,36.44,10.46,47.11,16.38,2.00,2,
75,14.37,36.44,9.99,49.11,14.61,0.00,2,
77,13.95,36.44,11.32,51.11,15.40,2.00,2,
79,14.49,36.44,11.44,53.11,16.66,2.00,2,2.23
81,15.74,36.24,11.72,55.11,16.40,2.00,2,
83,8.03,16.96,12.73,57.11,18.02,2.00,3,
85,8.80,20.11,13.55,59.11,27.40,1.00,3,
87,9.13,23.47,14.38,61.11,32.01,2.00,3,
89,9.95,23.44,13.50,63.11,31.39,1.00,3,1.97
91,10.04,23.44,13.42,65.11,29.50,0.00,3,
93,10.01,23.44,14.53,67.11,23.48,0.00,1,
95,11.82,23.44,15.70,69.11,19.92,0.00,1,
97,14.43,29.03,16.97,71.11,18.89,1.00,1,
99,15.85,34.71,15.90,73.11,20.40,2.00,1,1.54
101,17.35,40.74,17.14,75.11,23.08,3.00,1,
103,13.40,24.42,17.18,77.11,24.40,2.00,2,
105,8.01,17.42,16.95,79.11,27.34,0.00,2,
107,11.03,17.89,18.45,81.11,30.97,2.00,2,
109,7.81,14.36,19.11,83.11,30.70,2.00,2,2.37
111,9.57,16.44,15.54,85.11,27.36,2.00,2,
113,9.66,16.79,14.92,87.11,24.97,1.00,1,
115,12.14,26.79,16.03,89.11,22.20,1.00,1,
117,13.60,35.79,15.82,91.11,22.14,1.00,1,
119,14.63,35.85,16.32,93.11,23.94,2.00,1,2.14
121,15.40,35.55,17.12,95.11,23.90,1.00,1,
123,10.34,25.12,17.62,97.11,23.47,2.00,4,
125,10.28,24.86,17.77,99.11,23.41,2.00,4,
127,10.90,29.97,18.45,101.11,25.16,4.00,4,
129,10.70,38.32,8.09,30.59,28.32,2.00,4,2.58
131,10.67,38.21,5.68,28.44,27.21,0.00,4,
133,13.33,41.77,6.64,30.44,25.78,0.00,2,
135,15.05,44.25,7.78,32.44,26.89,1.00,2,
137,16.76,44.24,6.77,34.44,26.00,0.00,2,
139,16.62,44.24,7.77,36.44,25.29,2.00,2,1.64
141,16.57,44.24,7.55,38.44,23.86,1.00,2,
143,19.14,47.20,8.54,40.44,20.77,1.00,3,
145,13.50,23.36,9.33,42.44,21.09,0.00,3,
147,12.80,23.20,10.50,44.44,20.17,1.00,3,
149,15.38,26.75,9.28,25.53,20.92,1.00,3,1.02
151,17.45,29.86,9.84,27.53,21.32,1.00,3,
153,19.33,29.83,11.08,29.53,20.29,1.00,1,
155,19.64,29.83,11.92,31.53,17.51,2.00,1,
157,21.22,30.31,9.06,33.53,20.99,0.00,1,
159,23.12,37.34,10.37,35.53,21.86,2.00,1,2.09
161,22.44,42.56,10.51,37.53,21.72,2.00,1,
163,16.26,25.15,11.45,39.53,23.52,2.00,1,
165,11.68,24.75,12.13,41.53,23.24,2.00,1,
167,12.71,28.88,11.91,43.53,23.14,3.00,1,
169,13.16,30.70,11.99,45.53,23.37,1.00,1,2.03
171,13.16,30.69,12.81,47.53,22.10,0.00,1,
173,15.08,30.69,14.14,49.53,17.42,3.00,2,
175,17.62,30.69,14.64,51.53,20.12,0.00,2,
177,18.12,30.69,15.71,53.53,22.25,2.00,2,
179,14.98,30.69,15.90,55.62,22.21,2.00,2,2.05
181,10.65,18.61,16.48,49.97,21.04,2.00,2,
183,10.11,18.61,14.08,40.95,22.45,0.00,1,
185,11.14,18.61,15.41,42.95,23.16,0.00,1,
187,11.94,18.61,16.75,44.95,26.79,2.00,1,
189,9.20,18.61,16.89,46.95,27.30,1.00,1,1.79
191,9.31,18.61,18.02,48.95,29.09,2.00,1,
193,13.05,18.61,18.93,50.95,26.61,1.00,3,
195,13.11,18.61,19.93,52.95,27.32,2.00,3,
197,12.19,18.59,15.65,49.72,28.27,2.00,3,
199,10.80,18.04,13.04,51.72,27.72,2.00,3,1.85
201,9.69,18.86,12.41,53.72,22.66,1.00,3,
203,14.64,24.41,10.69,55.72,19.10,0.00,2,
205,17.73,24.25,11.69,57.72,18.29,0.00,2,
207,19.76,24.25,12.71,59.72,19.14,2.00,2,
209,17.00,24.25,10.15,61.72,19.47,2.00,2,1.41
211,16.04,24.25,11.05,63.72,20.22,2.00,2,
213,18.51,25.00,10.46,65.72,20.42,1.00,1,
215,19.94,30.55,11.46,67.72,22.88,1.00,1,
217,20.27,31.86,11.86,69.72,25.71,1.00,1,
219,20.72,33.90,12.45,71.72,24.95,2.00,1,2.36
221,16.67,37.70,11.44,73.72,23.86,2.00,1,
223,9.07,24.25,11.48,75.72,21.41,2.00,1,
225,7.24,24.25,11.24,77.72,23.42,1.00,1,
227,10.31,26.54,11.89,79.72,25.22,2.00,1,
229,13.07,31.38,11.86,81.72,25.08,0.00,1,1.80
231,13.01,31.31,13.19,83.72,26.27,2.00,1,
233,13.01,31.31,13.72,85.72,25.78,0.00,2,
235,14.59,31.31,14.77,87.72,22.68,3.00,2,
237,14.30,31.31,12.09,89.72,21.90,0.00,2,
239,10.61,31.31,12.83,91.72,19.45,1.00,2,1.83
241,10.61,31.31,13.43,93.72,16.33,3.00,2,
243,10.74,31.31,13.60,95.72,11.16,2.00,1,
245,12.43,31.31,12.88,97.72,11.18,0.00,1,
247,12.51,31.31,13.88,99.72,9.09,2.00,1,
249,10.61,31.31,13.89,101.72,8.82,1.00,1,2.08
251,10.61,31.31,13.79,103.72,8.50,1.00,1,
253,10.61,31.31,13.94,105.72,9.61,1.00,4,
255,10.61,31.31,14.12,107.72,15.92,0.00,4,
257,10.61,31.31,14.62,109.72,24.60,1.00,4,
259,10.61,31.31,13.88,96.57,28.80,1.00,4,2.15
261,7.41,18.50,11.74,64.86,34.40,1.00,4,
263,7.38,18.40,11.98,61.75,35.23,1.00,1,
