time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.54,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.09,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.47,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.93,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.86,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.93,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.19,0.00
19,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.30,0.30,0.91,42.97,0.00
21,5.59,0.00,2.79,5.59,0.00,2.91,0.00,0.97,0.97,2.91,38.02,0.00
23,5.31,0.56,2.94,5.31,0.00,4.91,1.43,2.11,2.11,4.91,32.41,0.00
25,5.31,8.07,6.69,8.07,0.00,6.91,3.43,3.44,3.44,6.91,28.10,0.00
27,7.52,12.14,9.83,12.14,0.48,8.91,5.43,4.94,4.94,8.91,25.74,0.00
29,17.03,12.10,14.56,17.03,2.48,10.91,7.43,6.94,6.94,10.91,20.29,0.00
31,17.92,17.78,17.85,17.92,4.48,12.91,9.43,8.94,8.94,12.91,19.44,0.00
33,19.67,24.69,22.18,24.69,6.48,14.91,11.43,10.94,10.94,14.91,16.55,0.00
35,24.39,24.76,24.58,24.76,8.48,16.91,13.43,12.94,12.94,16.91,16.91,0.00
37,24.30,24.76,24.53,24.76,10.48,18.91,15.43,14.94,14.94,18.91,17.00,1.00
39,21.62,24.76,23.19,24.76,12.48,13.30,17.43,14.40,14.40,17.43,16.19,1.00
41,0.00,24.76,12.38,24.76,2.83,15.30,19.43,12.52,12.52,19.43,16.65,1.00
43,0.00,24.76,12.38,24.76,4.83,12.44,21.43,12.90,12.90,21.43,15.63,1.00
45,0.00,24.76,12.38,24.76,6.83,8.28,23.43,12.85,12.85,23.43,18.58,0.00
47,11.84,24.76,18.30,24.76,8.83,10.28,25.43,14.85,14.85,25.43,14.99,1.00
49,21.97,24.51,23.24,24.51,10.83,12.28,25.58,16.23,16.23,25.58,17.25,1.00
