time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,60.00,1
3,0.00,0.00,0.00,0.00,0.00,60.00,1
5,0.00,0.00,0.00,0.00,0.00,47.45,1
7,0.00,0.00,0.00,0.00,0.00,57.55,1
9,0.00,0.00,0.00,0.00,0.00,57.90,1
11,0.00,0.00,0.00,0.00,0.00,60.30,1
13,0.00,0.00,0.00,0.00,0.00,57.56,1
15,0.00,0.00,0.00,0.00,0.00,58.47,1
17,0.00,0.00,0.04,0.10,0.50,57.76,1
19,0.00,0.00,0.03,0.01,0.41,57.68,1
21,0.00,0.00,0.20,0.09,2.41,58.25,1
23,0.00,0.00,0.08,0.11,0.96,53.85,4
25,0.00,0.00,0.00,0.00,0.00,48.61,4
27,0.00,0.00,0.12,0.15,1.16,41.36,4
29,1.29,3.64,0.33,0.41,3.16,36.43,4
31,3.34,5.56,1.07,1.27,5.16,31.97,1
33,3.95,5.47,1.59,2.11,7.16,30.59,1
35,6.90,14.98,2.44,3.13,9.16,29.77,1
37,9.76,17.32,3.54,4.30,11.16,31.62,1
39,8.85,17.28,4.81,5.76,13.16,33.23,1
41,6.81,10.88,4.87,4.78,15.16,33.85,1
43,6.04,10.88,4.97,5.39,17.16,32.93,1
45,7.21,11.75,4.77,5.03,19.16,34.11,2
47,9.28,13.53,5.30,6.10,21.16,30.86,2
49,10.89,17.93,5.97,6.65,23.16,31.88,2
51,12.53,18.55,6.92,7.83,25.16,32.04,2
53,7.76,17.97,5.55,5.83,24.46,31.25,2
55,5.01,17.90,5.04,5.54,26.46,28.96,2
57,7.05,22.62,4.60,4.68,28.46,27.05,2
59,7.59,24.84,5.21,5.83,30.46,26.10,2
61,9.63,29.68,5.83,6.37,32.46,23.09,2
63,11.23,29.74,6.90,7.57,34.46,21.38,2
65,12.25,31.53,7.72,8.39,36.46,18.24,1
67,12.25,31.53,8.89,9.82,38.46,18.46,1
69,13.78,36.16,10.03,11.24,40.46,24.44,1
71,16.38,36.08,10.53,12.17,42.46,23.80,1
73,17.93,36.08,10.34,11.87,44.46,22.51,1
75,13.76,35.95,10.47,11.96,46.46,22.68,1
77,13.65,31.53,9.36,11.98,48.46,24.80,1
79,15.14,31.53,9.57,12.29,50.46,24.26,1
81,15.40,31.53,9.90,11.82,52.46,22.38,1
83,17.70,31.53,10.52,11.45,54.46,23.03,1
85,20.96,37.53,11.31,12.23,56.46,21.59,2
87,20.86,37.29,11.55,12.20,58.46,19.61,2
89,20.86,37.29,12.55,13.25,60.46,17.29,2
91,24.13,37.29,13.66,14.56,62.46,14.42,2
93,26.34,41.68,13.96,14.43,64.46,15.70,2
95,22.16,46.60,14.70,14.76,66.46,14.44,2
97,24.63,56.48,13.91,14.33,68.46,13.97,2
99,26.41,56.93,13.27,12.19,70.46,16.04,2
101,13.38,37.29,14.28,13.19,72.46,18.81,3
