time,value
5,0.03
9,0.02
13,0.03
17,0.02
21,0.04
25,0.01
29,0.03
33,0.03
37,0.05
41,0.03
45,0.05
49,0.04
53,0.07
57,0.03
61,0.05
65,0.03
69,0.04
73,0.01
77,0.03
81,0.03
85,0.02
89,0.05
93,0.03
97,0.02
101,0.04
105,0.03
109,0.06
113,0.03
117,0.05
121,0.03
125,0.01
129,0.03
133,0.03
137,0.03
141,0.05
145,0.04
149,0.04
153,0.08
157,0.09
161,0.07
165,0.05
169,0.08
173,0.06
177,0.07
181,0.07
185,0.08
189,0.12
193,0.16
197,0.07
201,0.12
205,0.16
209,0.15
213,0.08
217,0.14
221,0.16
225,0.15
229,0.10
233,0.11
237,0.06
241,0.25
245,0.13
249,0.06
253,0.10
257,0.08
261,0.09
265,0.16
269,0.14
273,0.08
277,0.11
281,0.06
285,0.12
289,0.12
293,0.11
297,0.05
301,0.10
305,0.09
309,0.08
313,0.06
317,0.08
321,0.07
325,0.13
329,0.19
333,0.09
337,0.14
341,0.10
345,0.18
349,0.19
353,0.22
357,0.11
361,0.28
365,0.14
369,0.26
373,0.29
377,0.29
381,0.13
385,0.24
389,0.28
393,0.17
397,0.27
401,0.14
405,0.23
409,0.30
413,0.14
417,0.28
421,0.13
425,0.24
429,0.31
433,0.26
437,0.21
441,0.12
445,0.21
449,0.23
453,0.21
457,0.19
461,0.25
465,0.16
469,0.29
473,0.17
477,0.26
481,0.35
485,0.33
489,0.19
493,0.35
497,0.32
501,0.28
505,0.20
509,0.11
513,0.26
517,0.21
521,0.36
525,0.39
529,0.37
533,0.18
537,0.29
541,0.19
545,0.26
549,0.27
553,0.26
557,0.39
561,0.34
565,0.14
569,0.30
573,0.27
577,0.14
581,0.38
585,0.40
589,0.31
593,0.12
597,0.21
601,0.22
605,0.20
609,0.32
613,0.19
617,0.19
621,0.27
625,0.18
629,0.31
633,0.13
637,0.25
641,0.35
645,0.16
649,0.22
653,0.24
657,0.32
661,0.13
665,0.44
669,0.12
673,0.33
677,0.13
681,0.13
685,0.18
689,0.13
693,0.34
697,0.25
701,0.14
705,0.30
709,0.30
713,0.33
717,0.58
721,0.22
725,0.30
729,0.29
733,0.13
737,0.27
741,0.30
745,0.17
749,0.17
753,0.21
757,0.09
761,0.17
765,0.07
769,0.11
773,0.13
777,0.20
781,0.14
785,0.12
789,0.18
793,0.11
797,0.14
801,0.13
805,0.09
809,0.10
813,0.07
817,0.15
821,0.09
825,0.18
829,0.16
833,0.11
837,0.13
841,0.11
845,0.08
849,0.26
853,0.11
857,0.08
861,0.05
865,0.11
869,0.03
873,0.12
877,0.05
881,0.10
885,0.10
889,0.14
893,0.12
897,0.20
901,0.16
905,0.26
909,0.14
913,0.35
917,0.30
921,0.45
925,0.43
929,0.27
933,0.13
937,0.30
941,0.39
945,0.43
949,0.20
953,0.34
957,0.21
961,0.19
965,0.30
969,0.40
973,0.32
977,0.17
981,0.32
985,0.22
989,0.27
993,0.27
997,0.16
