time,value
1,0.02
5,0.00
9,0.02
13,0.03
17,0.05
21,0.08
25,0.14
29,0.11
33,0.22
37,0.24
41,0.23
45,0.16
49,0.25
53,0.22
57,0.25
61,0.12
65,0.25
69,0.27
73,0.25
77,0.30
81,0.35
85,0.39
89,0.33
93,0.48
97,0.49
101,0.34
105,0.51
109,0.60
113,0.50
117,0.47
121,0.50
125,0.50
129,0.36
133,0.65
137,0.63
141,0.40
145,0.66
149,0.57
153,0.58
157,0.44
161,0.75
165,0.70
169,0.50
173,1.22
177,0.31
181,0.46
185,0.42
189,0.50
193,0.75
197,0.46
201,0.50
205,0.58
209,0.61
213,0.46
217,0.66
221,0.64
225,0.50
229,0.70
233,0.49
237,0.55
241,0.49
245,0.62
249,0.66
253,0.65
257,0.99
261,1.01
265,0.57
269,0.32
273,0.44
277,0.44
281,0.45
285,0.62
289,0.47
293,1.01
297,0.84
301,0.98
305,0.36
309,0.46
313,0.51
317,0.73
321,0.52
325,0.56
329,0.32
333,0.52
337,0.38
341,0.34
345,0.30
349,0.43
353,0.57
357,0.47
361,0.32
365,0.89
369,1.16
373,0.35
377,0.20
381,0.31
385,0.46
389,0.90
393,0.32
397,0.58
401,0.46
405,0.35
409,0.70
413,0.44
417,0.46
421,0.31
425,0.42
429,0.33
433,0.51
437,0.47
441,0.64
445,0.55
449,0.59
453,0.77
457,0.71
461,0.79
465,0.68
469,0.88
473,0.56
477,0.49
481,0.68
485,0.83
489,0.59
493,0.64
497,0.62
