time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,35.65,0,
3,0.00,0.00,0.00,0.00,47.30,1,
5,0.00,0.00,0.00,0.00,48.58,1,
7,0.00,0.00,0.00,0.00,56.12,1,
9,0.00,0.00,0.00,0.00,62.50,1,4.00
11,0.00,0.00,0.00,0.00,60.53,1,
13,0.00,0.00,0.08,1.01,53.57,8,
15,0.00,0.00,0.00,0.01,52.89,8,
17,0.00,0.00,0.17,2.01,55.14,8,
19,0.00,0.00,0.00,0.00,55.43,8,4.00
21,0.00,0.00,0.00,0.00,52.76,8,
23,0.00,0.00,0.10,1.24,51.85,8,
25,0.00,0.00,0.02,0.28,44.94,8,
27,0.00,0.00,0.12,0.71,38.85,8,
29,0.53,2.10,0.34,2.48,34.17,8,3.16
31,1.37,5.47,0.67,4.48,37.79,8,
33,1.45,5.80,1.00,6.48,33.96,7,
35,1.56,5.68,1.38,8.48,45.99,7,
37,1.39,5.09,1.88,10.48,43.30,7,
39,1.24,4.95,0.56,4.53,42.79,7,2.87
41,1.24,4.95,0.59,6.53,41.87,7,
43,1.24,4.95,0.81,8.53,36.76,8,
45,1.20,4.80,1.14,10.53,39.68,8,
47,0.00,0.00,1.59,12.53,39.65,8,
49,1.19,4.77,0.68,3.33,44.56,8,3.55
51,1.26,5.05,0.70,5.33,43.96,8,
53,1.26,5.05,0.61,7.33,43.88,8,
55,1.26,5.05,0.85,9.33,42.59,8,
57,1.26,5.05,1.18,11.33,39.35,8,
59,1.26,5.05,1.37,13.33,38.83,8,2.73
61,1.26,5.05,2.00,15.33,39.74,8,
63,1.26,5.05,2.10,17.33,32.34,3,
65,1.26,5.05,2.43,19.33,35.40,3,
67,1.26,5.05,3.02,21.33,34.59,3,
69,2.60,5.34,3.10,23.33,31.27,3,2.49
71,2.60,5.34,2.62,25.33,28.99,3,
73,4.52,8.13,3.04,27.33,33.54,1,
75,8.14,16.03,3.64,29.33,35.14,1,
77,7.37,17.64,4.31,31.33,37.53,1,
79,4.86,11.82,2.41,13.11,36.33,1,2.40
81,4.32,11.82,2.57,15.11,34.51,1,
83,4.31,11.82,2.50,17.11,28.30,8,
85,4.67,11.82,2.65,19.11,28.90,8,
87,5.85,9.93,3.49,21.11,29.12,8,
89,4.33,11.90,3.67,17.81,27.30,8,2.52
91,4.33,11.90,2.69,14.02,24.62,8,
93,6.28,19.70,3.25,16.02,27.31,7,
95,7.72,25.43,3.91,18.02,29.34,7,
97,9.29,25.30,4.59,20.02,26.08,7,
99,9.26,24.78,3.92,22.02,23.33,7,1.74
101,4.34,12.27,4.10,24.02,21.48,7,
103,6.20,12.27,4.85,26.02,16.31,2,
105,9.27,12.27,6.10,28.02,20.13,2,
107,8.71,12.21,7.18,30.02,21.43,2,
109,8.17,12.11,6.95,18.58,19.57,2,1.63
111,8.27,12.11,5.50,20.58,19.24,2,
113,9.61,16.90,6.44,22.58,19.06,5,
115,11.15,23.05,7.44,24.58,23.03,5,
117,13.89,24.88,8.44,26.58,26.90,5,
119,15.00,24.52,8.15,28.58,27.76,5,1.44
121,8.86,12.11,8.13,30.58,25.66,5,
123,9.06,12.77,8.15,32.58,20.92,4,
125,10.80,19.31,7.94,34.58,20.20,4,
127,12.53,19.12,8.78,36.58,23.64,4,
129,9.94,18.75,6.59,36.27,25.51,4,2.08
131,8.80,18.54,6.22,38.27,28.19,4,
133,9.22,18.54,5.78,40.27,31.05,7,
135,11.39,21.68,6.19,42.27,33.15,7,
137,13.52,30.27,6.85,44.27,33.68,7,
139,11.81,36.68,6.12,39.09,32.02,7,2.04
141,10.52,36.73,4.50,19.53,26.33,7,
143,10.89,36.73,3.83,21.53,18.46,8,
145,13.10,36.73,4.80,23.53,15.10,8,
147,18.44,37.12,5.77,25.53,12.39,8,
149,22.14,48.62,6.04,27.53,14.76,8,1.78
151,23.98,50.20,6.68,29.53,14.28,8,
153,23.97,50.13,7.74,31.53,17.83,2,
155,19.34,31.61,8.81,33.53,17.92,2,
157,11.44,23.07,9.91,35.53,19.74,2,
159,13.03,23.07,8.36,18.42,20.80,2,1.87
161,14.17,23.07,8.58,20.42,18.80,2,
163,14.69,23.07,7.59,22.42,14.03,4,
165,15.53,23.07,8.64,24.42,11.90,4,
167,18.05,23.07,9.81,26.42,12.11,4,
169,20.80,27.51,10.34,26.68,11.92,4,1.38
171,16.38,29.15,11.41,28.68,12.78,4,
173,17.19,29.15,12.40,30.68,14.41,3,
175,18.07,29.15,11.13,32.68,18.77,3,
177,18.06,29.15,12.30,34.68,18.21,3,
179,18.52,29.15,11.79,34.68,23.41,3,2.24
181,14.90,32.26,11.79,36.23,27.64,3,
183,14.05,35.58,10.54,38.23,27.15,1,
185,12.19,35.55,10.43,40.23,27.92,1,
187,12.91,35.55,11.76,42.23,25.00,1,
189,13.44,35.90,9.29,41.54,23.88,1,2.06
191,15.84,41.78,9.83,34.45,21.20,1,
193,19.06,46.87,9.29,28.65,18.63,8,
195,13.90,17.88,10.04,26.32,19.85,8,
197,14.30,18.86,9.50,26.15,15.92,8,
199,13.70,21.55,8.56,20.02,12.15,8,1.41
201,16.81,25.10,7.82,19.91,12.09,8,
203,17.04,25.08,8.30,21.91,12.65,5,
205,18.36,30.36,9.39,23.91,13.10,5,
207,19.77,31.37,10.71,25.91,15.19,5,
209,17.84,31.37,11.61,27.91,16.58,5,1.38
211,16.95,31.37,11.11,29.91,16.24,5,
213,17.38,31.37,10.83,31.91,17.33,7,
215,18.73,31.86,11.60,33.91,16.87,7,
217,20.28,38.14,12.73,35.91,15.12,7,
219,21.51,37.95,11.89,30.66,12.87,7,1.93
221,24.97,37.78,10.15,31.00,13.62,7,
223,19.87,39.68,10.60,33.00,15.93,2,
225,18.64,45.71,9.48,35.00,19.63,2,
227,20.87,51.89,10.48,37.00,20.19,2,
229,20.71,52.77,10.89,37.29,19.41,2,2.38
231,25.19,58.16,10.02,37.26,19.35,2,
233,26.75,58.02,10.17,35.38,17.20,7,
235,30.98,64.97,8.06,31.40,16.74,7,
237,35.73,70.67,9.16,33.40,16.70,7,
239,35.30,68.28,8.45,35.40,17.84,7,1.47
241,30.13,52.29,9.34,37.40,18.91,7,
