time,phase
1.0,1.0
3.0,1.0
5.0,1.0
7.0,1.0
9.0,6.0
11.0,6.0
13.0,6.0
15.0,6.0
17.0,7.0
19.0,7.0
21.0,7.0
23.0,7.0
25.0,7.0
27.0,6.0
29.0,6.0
31.0,6.0
33.0,6.0
35.0,7.0
37.0,7.0
39.0,7.0
41.0,7.0
43.0,7.0
45.0,7.0
47.0,2.0
49.0,2.0
51.0,2.0
53.0,2.0
55.0,1.0
57.0,1.0
59.0,1.0
61.0,1.0
63.0,2.0
65.0,2.0
67.0,2.0
69.0,2.0
71.0,8.0
73.0,8.0
75.0,8.0
77.0,8.0
79.0,5.0
81.0,5.0
83.0,5.0
85.0,5.0
87.0,2.0
89.0,2.0
91.0,2.0
93.0,2.0
95.0,2.0
97.0,2.0
99.0,2.0
101.0,2.0
103.0,2.0
105.0,3.0
107.0,3.0
109.0,3.0
111.0,3.0
113.0,14.0
115.0,14.0
117.0,14.0
119.0,14.0
121.0,8.0
123.0,8.0
125.0,8.0
127.0,8.0
129.0,6.0
131.0,6.0
133.0,6.0
135.0,6.0
137.0,6.0
139.0,7.0
141.0,7.0
143.0,7.0
145.0,7.0
147.0,5.0
149.0,5.0
151.0,5.0
153.0,5.0
155.0,2.0
157.0,2.0
159.0,2.0
161.0,2.0
163.0,2.0
165.0,2.0
167.0,2.0
169.0,2.0
171.0,2.0
173.0,2.0
175.0,1.0
177.0,1.0
179.0,1.0
181.0,1.0
183.0,7.0
185.0,7.0
187.0,7.0
189.0,7.0
191.0,5.0
193.0,5.0
195.0,5.0
197.0,5.0
199.0,5.0
201.0,5.0
203.0,5.0
205.0,5.0
207.0,5.0
209.0,5.0
211.0,5.0
213.0,4.0
215.0,4.0
217.0,4.0
219.0,4.0
221.0,2.0
223.0,2.0
225.0,2.0
227.0,2.0
229.0,2.0
231.0,2.0
233.0,2.0
235.0,2.0
237.0,2.0
239.0,2.0
241.0,1.0
243.0,1.0
245.0,1.0
247.0,1.0
249.0,1.0
251.0,1.0
253.0,1.0
255.0,1.0
257.0,8.0
259.0,8.0
261.0,8.0
263.0,8.0
265.0,8.0
267.0,8.0
269.0,5.0
271.0,5.0
273.0,5.0
275.0,5.0
277.0,6.0
279.0,6.0
281.0,6.0
283.0,6.0
285.0,6.0
287.0,6.0
289.0,6.0
291.0,6.0
293.0,1.0
295.0,1.0
297.0,1.0
299.0,1.0
301.0,1.0
303.0,1.0
305.0,1.0
307.0,1.0
309.0,1.0
311.0,8.0
313.0,8.0
315.0,8.0
317.0,8.0
319.0,8.0
321.0,2.0
323.0,2.0
325.0,2.0
327.0,2.0
329.0,2.0
331.0,2.0
