time,queue_main,queue_right,queue_avg,queue_max,delay_route_1,delay_route_2,delay_route_3,delay_avg_1,delay_avg_2,delay_max,speed,outflow
1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00
9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.43,0.00
11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.44,0.00
13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.64,0.00
15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.36,0.00
17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.59,0.00
19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.65,0.00
21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.93,0.00
23,0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.27,0.35,0.82,54.12,1.00
25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.23,0.00
27,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.03,0.03,0.08,41.20,0.00
29,1.35,0.00,0.67,1.35,2.08,0.00,0.00,0.69,0.89,2.08,46.85,0.00
31,0.00,0.00,0.00,0.00,4.08,0.00,0.16,1.41,1.82,4.08,37.21,0.00
33,0.00,2.59,1.30,2.59,6.08,0.00,2.16,2.75,3.53,6.08,24.59,0.00
35,0.00,4.75,2.37,4.75,8.08,0.00,4.16,4.08,5.24,8.08,13.86,1.00
37,0.00,6.24,3.12,6.24,0.00,0.00,6.16,2.05,2.64,6.16,8.25,0.00
39,0.00,11.71,5.86,11.71,1.20,0.00,8.16,3.12,4.01,8.16,0.00,1.00
41,0.00,11.60,5.80,11.60,0.00,0.00,10.16,3.39,4.35,10.16,17.16,0.00
43,0.00,11.60,5.80,11.60,0.00,0.00,12.16,4.05,5.21,12.16,20.28,0.00
45,0.00,11.60,5.80,11.60,0.00,0.00,14.16,4.72,6.07,14.16,34.23,0.00
47,0.00,8.42,4.21,8.42,0.00,0.00,16.16,5.39,6.92,16.16,62.59,1.00
49,0.00,0.00,0.00,0.00,0.00,0.00,12.69,4.23,5.44,12.69,48.53,1.00
