time,value
1.0,60.0
3.0,32.2
5.0,44.3
7.0,53.8
9.0,57.55
11.0,56.05
13.0,37.93333333333334
15.0,44.15
17.0,54.8
19.0,52.900000000000006
21.0,58.45
23.0,60.05
25.0,54.1
27.0,41.9
29.0,23.0
31.0,6.7
33.0,0.3
35.0,38.8
37.0,49.7
39.0,53.333333333333336
41.0,58.26666666666667
43.0,55.48333333333333
45.0,52.1
47.0,46.285714285714285
49.0,38.975
51.0,38.8125
53.0,37.02222222222222
55.0,40.24285714285714
57.0,38.425000000000004
59.0,36.644444444444446
61.0,31.011111111111113
63.0,25.3375
65.0,23.955555555555556
67.0,24.84545454545454
69.0,27.60909090909091
71.0,29.944444444444443
73.0,36.1
75.0,34.872727272727275
77.0,31.62857142857143
79.0,34.208333333333336
81.0,35.330769230769235
83.0,35.46923076923077
85.0,29.208333333333332
87.0,25.827272727272724
89.0,22.099999999999998
91.0,19.47
93.0,17.64
95.0,21.455555555555556
97.0,22.075000000000003
99.0,18.4375
101.0,12.125
103.0,17.0625
105.0,20.174999999999997
107.0,20.599999999999998
109.0,17.914285714285715
111.0,25.057142857142857
113.0,24.8875
115.0,24.528571428571432
117.0,24.228571428571428
119.0,33.785714285714285
121.0,38.25
123.0,37.53
125.0,35.88333333333333
127.0,39.19166666666666
129.0,39.84615384615385
131.0,41.03529411764706
133.0,40.69444444444445
135.0,41.09090909090909
137.0,37.408333333333346
139.0,33.22962962962963
141.0,26.11428571428571
143.0,20.751851851851853
145.0,17.549999999999997
147.0,16.544444444444448
149.0,16.418518518518518
151.0,16.146153846153847
153.0,16.903846153846153
155.0,17.703846153846154
157.0,15.011538461538462
159.0,13.360000000000003
161.0,14.722222222222221
163.0,17.32857142857143
165.0,19.414814814814818
167.0,19.957692307692305
169.0,19.169230769230772
171.0,17.723999999999997
173.0,16.884
175.0,17.769230769230774
177.0,16.492307692307694
179.0,15.148
181.0,13.004347826086958
183.0,13.6875
185.0,13.616666666666669
187.0,13.917391304347827
189.0,12.417391304347827
191.0,12.504545454545456
193.0,12.817391304347826
195.0,13.720833333333333
197.0,14.774999999999999
199.0,16.428
201.0,16.3
203.0,18.278260869565223
205.0,18.430434782608696
207.0,19.836
209.0,22.072
211.0,22.40416666666667
213.0,18.754545454545454
215.0,18.025000000000002
217.0,17.107692307692307
219.0,16.16153846153846
221.0,15.008
223.0,16.0
225.0,16.126923076923077
227.0,15.844
229.0,16.26521739130435
231.0,16.327272727272728
233.0,12.91904761904762
235.0,11.481818181818182
237.0,12.458333333333334
239.0,15.862500000000002
241.0,21.311111111111114
243.0,24.637037037037036
245.0,24.83703703703704
247.0,22.272
249.0,19.14814814814815
251.0,15.792307692307693
253.0,13.652000000000001
255.0,13.819230769230773
257.0,12.1
259.0,12.291666666666666
261.0,11.841666666666667
263.0,13.283333333333333
265.0,13.586956521739127
267.0,15.104347826086958
269.0,15.766666666666671
271.0,17.425
273.0,18.104166666666668
275.0,17.849999999999998
277.0,17.968
279.0,19.34444444444445
281.0,21.889999999999997
283.0,21.970000000000006
285.0,22.97857142857143
287.0,21.72758620689655
289.0,18.56551724137931
291.0,18.651612903225807
293.0,16.172413793103452
295.0,14.434482758620689
297.0,13.319999999999999
299.0,11.656666666666666
301.0,10.037931034482757
303.0,10.968965517241378
305.0,11.760714285714286
307.0,13.532142857142858
309.0,13.123076923076924
311.0,12.565384615384614
313.0,13.7
315.0,15.953571428571427
317.0,18.94827586206896
319.0,23.177419354838708
321.0,23.138709677419357
323.0,22.751612903225805
325.0,19.06896551724138
327.0,16.051724137931036
329.0,14.748275862068965
331.0,14.585714285714287
333.0,10.89259259259259
335.0,12.662962962962965
337.0,12.468
339.0,14.548
341.0,13.441666666666668
343.0,11.98181818181818
345.0,7.442105263157895
347.0,6.372222222222223
349.0,8.027777777777779
351.0,6.3
353.0,10.094444444444443
355.0,14.03888888888889
357.0,18.710526315789476
359.0,19.657894736842103
361.0,19.973684210526315
363.0,18.344444444444445
365.0,19.189473684210526
367.0,20.714999999999996
369.0,20.176190476190477
371.0,19.771428571428572
373.0,17.272727272727273
375.0,16.69
377.0,16.98095238095238
379.0,15.929999999999998
381.0,14.470000000000002
383.0,12.227777777777778
385.0,11.247058823529414
387.0,12.923529411764706
389.0,16.2
391.0,22.333333333333332
393.0,24.24705882352941
395.0,25.829411764705885
397.0,23.511764705882353
399.0,18.617647058823525
401.0,15.842105263157896
403.0,19.326315789473682
405.0,21.105882352941176
407.0,22.61875
409.0,24.206666666666663
411.0,20.292307692307695
413.0,16.941666666666666
415.0,13.436363636363637
417.0,8.55
419.0,17.472727272727273
421.0,23.44545454545454
423.0,29.609090909090913
425.0,31.638461538461534
427.0,30.74615384615385
429.0,26.664285714285707
431.0,28.12142857142857
433.0,26.3
435.0,23.124999999999996
437.0,22.181250000000002
439.0,29.49473684210526
441.0,31.521739130434778
443.0,32.93461538461538
445.0,28.14814814814815
447.0,24.453571428571422
449.0,20.900000000000002
451.0,16.188461538461542
453.0,12.056
455.0,9.672
457.0,9.552
459.0,14.159259259259258
461.0,18.717857142857138
463.0,21.72758620689655
465.0,22.07241379310345
467.0,21.25161290322581
469.0,19.566666666666666
471.0,17.96
473.0,18.13548387096774
475.0,17.738709677419358
477.0,16.34
479.0,15.993103448275862
481.0,15.472413793103447
483.0,13.76896551724138
485.0,11.782142857142857
487.0,11.760714285714284
489.0,12.671428571428573
491.0,13.89310344827586
493.0,15.860000000000001
495.0,16.283333333333335
497.0,16.993548387096773
499.0,17.07741935483871
501.0,16.313793103448276
503.0,15.035714285714286
505.0,13.385714285714284
507.0,12.435714285714285
509.0,10.226923076923079
511.0,11.432
513.0,14.614814814814814
515.0,17.055172413793102
517.0,18.041379310344826
519.0,17.379310344827587
521.0,17.593548387096778
523.0,19.779411764705884
525.0,20.791666666666668
527.0,20.344444444444445
529.0,19.51470588235294
531.0,16.112121212121213
533.0,11.670967741935485
535.0,6.658620689655173
537.0,4.382142857142857
539.0,3.7392857142857143
541.0,3.103703703703703
543.0,6.466666666666668
545.0,10.482142857142858
547.0,14.33448275862069
549.0,16.103448275862068
551.0,15.466666666666667
553.0,15.13
555.0,13.719999999999997
557.0,14.193548387096772
559.0,16.35
561.0,17.316129032258065
563.0,19.962500000000002
565.0,19.05625
567.0,18.875757575757575
569.0,19.427777777777777
571.0,19.32222222222222
573.0,17.143243243243244
575.0,13.545714285714284
577.0,10.617647058823525
579.0,8.426470588235293
581.0,4.951612903225807
583.0,7.720588235294118
585.0,9.357575757575756
587.0,11.603030303030302
589.0,12.543750000000001
591.0,13.23
593.0,14.267741935483869
595.0,14.893939393939394
597.0,15.488235294117647
599.0,14.415151515151514
601.0,12.917647058823531
603.0,11.209677419354838
605.0,10.753125
607.0,10.274193548387098
609.0,11.616129032258065
611.0,13.958064516129033
613.0,16.729032258064517
615.0,15.12857142857143
617.0,12.592592592592593
619.0,11.226923076923075
621.0,11.011538461538462
623.0,13.303571428571429
625.0,14.033333333333333
627.0,14.548148148148146
629.0,15.144444444444444
631.0,16.378571428571426
633.0,17.203703703703702
635.0,17.180769230769226
637.0,16.888888888888893
639.0,17.52857142857143
641.0,18.062068965517245
643.0,18.341379310344827
645.0,20.24
647.0,19.772413793103446
649.0,16.95185185185185
651.0,12.925925925925924
653.0,8.48846153846154
655.0,6.458333333333333
657.0,6.879166666666667
659.0,11.703999999999999
661.0,11.37391304347826
663.0,12.416666666666666
665.0,10.608333333333334
667.0,9.534782608695652
669.0,11.877272727272727
671.0,13.704545454545455
673.0,14.87272727272727
675.0,16.223809523809525
677.0,20.01818181818182
679.0,21.845454545454544
681.0,22.0
683.0,23.386363636363637
685.0,21.404545454545453
687.0,17.185
689.0,11.211764705882354
691.0,8.217647058823529
693.0,6.4
695.0,7.14
697.0,12.114285714285714
699.0,16.785714285714285
701.0,15.072727272727274
703.0,13.258333333333333
705.0,14.733333333333334
707.0,25.349999999999998
709.0,32.05
711.0,32.70833333333333
713.0,30.77142857142857
715.0,28.458333333333332
717.0,21.115384615384617
719.0,18.335714285714285
721.0,16.035714285714285
723.0,21.464285714285715
725.0,24.571428571428573
727.0,27.533333333333328
729.0,29.33571428571429
731.0,27.186666666666664
733.0,27.912499999999998
735.0,31.441176470588236
737.0,32.35714285714286
739.0,31.222727272727273
741.0,31.462499999999995
743.0,29.11304347826087
745.0,24.336363636363636
747.0,21.918181818181818
749.0,18.539130434782606
751.0,17.033333333333335
753.0,16.0375
755.0,13.22272727272727
757.0,9.731818181818182
759.0,11.339130434782609
761.0,15.008
763.0,17.129166666666666
765.0,20.996
767.0,23.312
769.0,24.13076923076923
771.0,23.77857142857143
773.0,22.062068965517245
775.0,22.40322580645161
777.0,20.981818181818177
779.0,19.290625
781.0,17.783870967741933
783.0,17.930303030303033
785.0,16.833333333333332
787.0,14.33235294117647
789.0,14.144444444444442
791.0,15.516666666666664
793.0,15.517142857142858
795.0,14.450000000000001
797.0,9.403125
799.0,5.136666666666668
801.0,4.806666666666667
803.0,5.548275862068965
805.0,6.288888888888888
807.0,9.103846153846154
809.0,10.445833333333335
811.0,13.065217391304348
813.0,14.227272727272727
815.0,15.683333333333335
817.0,15.684615384615388
819.0,17.41923076923077
821.0,18.21153846153846
823.0,17.654166666666665
825.0,16.256521739130434
827.0,14.6
829.0,12.672727272727274
831.0,16.695454545454545
833.0,20.517391304347825
835.0,22.269565217391307
837.0,22.7
839.0,21.80909090909091
841.0,17.426315789473684
843.0,16.999999999999996
845.0,18.630434782608695
847.0,19.891304347826086
849.0,18.98695652173913
851.0,17.85909090909091
853.0,17.322727272727274
855.0,15.929999999999998
857.0,17.064999999999998
859.0,17.424999999999997
861.0,16.759999999999998
863.0,14.927777777777777
865.0,13.3
867.0,13.135294117647058
869.0,15.258823529411767
871.0,16.174999999999997
873.0,15.153333333333334
875.0,13.586666666666668
877.0,13.399999999999999
879.0,10.823076923076922
881.0,8.684615384615386
883.0,4.861538461538461
885.0,4.964285714285714
887.0,9.430769230769231
889.0,16.25
891.0,18.724999999999998
893.0,20.42727272727273
895.0,20.972727272727273
897.0,23.83076923076923
899.0,21.172727272727272
901.0,21.709090909090907
903.0,28.15
905.0,25.12222222222222
907.0,19.285714285714285
909.0,16.700000000000003
911.0,26.250000000000004
913.0,34.333333333333336
915.0,36.127272727272725
917.0,38.45
919.0,42.43333333333333
921.0,41.325
923.0,39.51052631578947
925.0,37.099999999999994
927.0,35.890476190476186
929.0,32.5
931.0,29.765217391304343
933.0,26.983333333333338
935.0,26.860869565217385
937.0,24.008695652173916
939.0,21.664
941.0,20.957142857142856
943.0,17.41481481481481
945.0,17.831034482758618
947.0,16.464285714285715
949.0,15.607407407407404
951.0,15.092307692307694
953.0,17.664
955.0,20.907407407407412
957.0,20.15925925925926
959.0,18.03846153846154
961.0,16.715384615384615
963.0,17.307692307692307
965.0,14.759999999999996
967.0,14.653846153846157
969.0,11.25
971.0,9.639130434782608
973.0,10.562500000000002
975.0,14.054166666666667
977.0,15.295652173913044
979.0,14.208695652173914
981.0,13.516000000000004
983.0,15.534615384615385
985.0,15.874074074074075
987.0,16.430769230769233
989.0,15.83333333333333
991.0,17.668000000000003
993.0,15.456000000000001
995.0,12.730434782608693
997.0,10.138095238095238
999.0,9.81904761904762
1001.0,60.0
