time,queue_main,queue_right,delay_direction_1,delay_direction_2,delay_direction_3,speed
1,0.00,0.00,0.00,0.00,0.00,44.30
3,0.00,0.00,0.00,0.00,0.00,54.10
5,0.00,0.00,0.00,0.00,0.00,60.00
7,0.00,0.00,0.00,0.00,0.00,61.10
9,0.00,0.00,0.00,0.00,0.00,61.50
11,0.00,0.00,0.00,0.00,0.00,50.30
13,0.00,0.00,0.00,0.00,0.00,28.10
15,0.00,0.00,0.00,0.00,0.00,26.80
17,0.00,1.53,0.00,0.00,1.98,27.95
19,0.00,4.61,0.00,0.00,3.98,30.70
21,0.00,4.55,0.00,0.00,5.98,31.30
23,0.00,4.55,0.00,0.00,7.98,37.77
25,0.00,4.55,0.00,0.00,9.98,40.10
27,0.00,4.55,0.00,0.00,11.98,40.30
29,0.00,4.55,1.39,0.00,13.98,38.26
31,0.25,4.55,3.39,0.00,15.98,35.62
33,1.78,4.55,5.39,0.00,17.98,36.67
35,0.00,4.55,0.00,0.00,19.98,28.50
37,0.00,4.55,0.00,0.56,21.98,18.60
39,3.12,4.55,0.00,2.56,23.98,24.42
41,9.24,4.55,1.20,4.56,25.98,26.90
43,10.75,4.55,3.20,6.56,27.98,29.84
45,0.00,4.55,5.20,0.00,29.98,40.14
47,0.43,4.55,6.59,0.00,31.98,33.90
49,1.37,4.55,8.59,0.00,33.98,25.28
51,0.00,4.55,10.59,0.00,35.98,17.58
53,0.00,6.60,12.59,0.00,37.98,17.37
55,0.00,14.21,14.59,0.00,39.98,24.64
57,0.00,15.99,16.59,0.00,41.98,25.96
59,0.00,17.62,18.59,0.00,43.98,31.86
61,0.00,21.25,20.59,0.00,9.90,33.93
63,0.00,1.96,22.59,0.00,9.68,34.02
65,0.00,0.00,24.59,0.00,7.40,35.16
67,0.00,0.00,26.59,0.00,0.00,27.98
69,0.00,0.00,28.59,1.48,0.99,14.34
71,4.64,3.72,30.59,3.48,2.99,4.88
73,9.85,10.53,32.59,5.48,4.99,0.90
75,9.82,16.27,34.59,7.48,6.99,0.00
77,9.82,19.07,36.59,9.48,8.99,0.00
79,9.82,19.05,38.59,11.48,10.99,7.18
81,9.82,19.05,40.59,13.48,12.99,10.98
83,9.13,19.05,0.00,15.48,14.99,12.24
85,5.98,19.05,0.00,17.48,16.99,18.57
87,4.85,19.05,0.00,19.48,18.99,20.25
89,4.83,19.05,0.00,21.48,20.99,22.48
91,4.83,19.03,0.00,23.48,22.99,25.18
93,4.83,6.43,0.00,25.48,23.81,30.20
95,4.83,0.00,1.25,27.48,22.71,24.05
97,11.15,0.00,3.25,29.48,,35.33
99,7.36,0.00,5.25,31.48,,48.00
101,0.00,0.00,7.25,,,56.15
