id,link_id,input_volume
1,5,900
2,4,900
3,8,500
4,1,500
5,13,900
6,12,900
7,16,500
8,9,500
9,21,900
10,20,900
11,24,500
12,17,500
13,29,900
14,28,900
15,32,500
16,25,500
17,37,900
18,36,900
19,40,500
20,33,500
21,45,900
22,44,900
23,48,500
24,41,500
25,53,900
26,52,900
27,56,500
28,49,500
