time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0,
3,0.00,0.00,0.00,0.00,60.00,8,
5,0.00,0.00,0.00,0.00,55.76,8,
7,0.00,0.00,0.00,0.00,56.75,8,
9,0.00,0.00,0.00,0.00,57.71,8,4.00
11,0.00,0.00,0.00,0.00,60.30,8,
13,0.00,0.00,0.00,0.00,59.71,2,
15,0.00,0.00,0.00,0.04,60.79,2,
17,0.00,0.00,0.07,0.82,41.44,2,
19,0.00,0.00,0.00,0.00,51.96,2,4.00
21,0.00,0.00,0.00,0.00,59.57,2,
23,0.00,0.00,0.00,0.00,61.75,7,
25,0.00,0.00,0.00,0.00,47.49,7,
27,0.00,0.00,0.00,0.00,30.90,7,
29,0.00,0.00,0.07,0.86,4.12,7,-0.96
31,0.79,3.17,0.30,2.86,22.93,7,
33,1.23,4.90,0.41,4.86,33.22,2,
35,1.20,4.80,0.57,6.86,58.52,2,
37,0.00,0.00,0.74,8.86,56.49,2,
39,0.00,0.00,0.00,0.00,50.82,2,3.28
41,0.00,0.00,0.00,0.00,47.80,2,
43,0.00,0.00,0.00,0.00,42.40,1,
45,0.00,0.00,0.11,1.25,50.54,1,
47,0.00,0.00,0.44,3.25,53.24,1,
49,0.00,0.00,0.34,4.08,43.45,1,2.85
51,0.00,0.00,0.08,0.50,44.07,1,
53,0.48,1.91,0.15,1.76,39.18,2,
55,1.22,4.87,0.35,3.76,47.02,2,
57,0.36,1.44,0.72,5.76,44.03,2,
59,1.30,5.19,0.35,2.48,43.08,2,2.80
61,1.27,5.10,0.53,4.48,38.22,2,
63,1.27,5.10,0.69,6.48,35.02,1,
65,1.99,5.73,1.17,8.48,36.09,1,
67,2.55,5.10,1.67,10.48,30.52,1,
69,2.54,5.10,1.97,12.48,24.86,1,2.22
71,2.54,5.10,2.33,14.48,24.03,1,
73,3.28,5.10,3.17,16.48,26.56,4,
75,3.97,5.40,3.83,18.48,27.86,4,
77,3.96,5.41,4.83,20.48,23.94,4,
79,3.93,5.35,3.83,22.48,21.13,4,2.09
81,3.93,5.35,4.53,24.48,20.67,4,
83,4.91,9.04,5.16,26.48,21.49,2,
85,5.56,11.81,5.97,28.48,30.26,2,
87,2.95,11.79,6.49,30.48,33.83,2,
89,2.95,11.79,4.38,32.48,37.24,2,2.69
91,2.95,11.79,4.75,34.48,36.61,2,
93,2.95,11.79,5.02,36.48,35.12,5,
95,2.95,11.79,5.45,38.48,35.41,5,
97,3.55,9.12,6.06,40.48,32.76,5,
99,2.55,5.36,2.21,17.40,35.14,5,2.24
101,3.77,5.36,1.63,7.28,36.13,5,
103,3.92,5.49,2.52,9.28,35.80,8,
105,3.94,5.53,3.12,11.28,37.33,8,
107,3.15,5.53,4.10,13.28,30.84,8,
109,3.09,5.53,3.53,15.28,22.64,8,1.59
111,5.98,13.58,4.08,17.28,21.24,8,
113,10.68,24.80,4.74,19.28,21.87,6,
115,11.76,24.85,5.41,21.28,22.32,6,
117,10.79,24.85,6.15,23.28,21.94,6,
119,9.20,24.85,5.48,25.28,23.36,6,1.46
121,9.20,24.85,5.88,27.28,19.19,6,
123,10.21,24.85,6.42,29.28,20.46,3,
125,12.83,29.40,6.48,31.28,27.42,3,
127,13.83,31.01,6.87,33.28,25.85,3,
129,13.69,31.00,6.60,35.28,24.59,3,2.85
131,10.21,21.22,6.31,37.28,25.16,3,
133,6.23,10.80,6.68,39.28,25.29,1,
135,6.80,11.42,6.56,41.28,26.12,1,
137,6.95,10.79,7.56,43.28,25.67,1,
139,6.20,10.79,4.79,15.74,25.19,1,2.16
141,8.48,11.75,4.89,17.74,22.59,1,
143,8.44,11.67,4.94,19.74,19.12,6,
145,8.44,11.67,6.02,21.74,15.84,6,
147,9.02,11.67,7.19,23.74,12.98,6,
149,7.11,11.67,8.11,25.74,13.63,6,1.73
151,7.73,14.15,7.38,27.74,15.53,6,
153,8.76,18.28,7.44,29.74,19.62,3,
155,8.75,18.23,7.49,31.74,24.14,3,
157,8.35,18.16,8.33,33.74,28.52,3,
159,5.45,16.32,7.11,24.31,32.97,3,2.83
161,5.45,16.32,4.76,18.39,33.34,3,
163,6.81,21.79,4.31,20.39,32.72,7,
165,7.07,22.82,4.94,22.39,29.52,7,
167,7.15,22.82,5.85,24.39,25.30,7,
169,10.11,18.96,6.48,25.67,24.82,7,2.07
171,7.42,12.23,5.33,27.67,24.19,7,
173,7.53,12.69,5.42,29.67,23.96,8,
175,8.76,16.87,4.91,31.67,28.03,8,
177,9.82,18.30,5.75,33.67,29.60,8,
179,9.12,19.26,4.69,15.36,27.55,8,2.57
