time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,outflow,phase
1,0.00,0.00,0.00,0.00,60.00,0.00,1
3,0.00,0.00,0.00,0.00,60.00,0.00,1
5,0.00,0.00,0.00,0.00,49.30,0.00,1
7,0.00,0.00,0.00,0.00,53.55,0.00,1
9,0.00,0.00,0.00,0.00,59.43,0.00,1
11,0.00,0.00,0.00,0.00,58.35,0.00,1
13,0.00,0.00,0.00,0.00,57.90,0.00,1
15,0.00,0.00,0.00,0.00,57.67,0.00,1
17,0.00,0.00,0.03,0.41,56.92,0.00,1
19,0.00,0.00,0.24,2.41,56.79,2.00,1
21,0.00,0.00,0.10,1.16,56.70,1.00,3
23,0.00,0.00,0.00,0.00,53.03,0.00,3
25,0.00,0.00,0.10,1.19,44.17,0.00,3
27,0.98,3.91,0.34,3.19,34.44,0.00,3
29,1.95,4.86,0.81,5.19,27.10,0.00,3
31,4.04,8.31,1.56,7.19,23.89,0.00,3
33,9.60,17.47,2.65,9.19,21.50,1.00,3
35,10.18,17.31,3.79,11.19,20.02,0.00,3
37,11.67,18.50,4.96,13.19,17.46,0.00,3
39,13.75,22.98,6.13,15.19,19.43,0.00,2
41,14.75,24.79,7.29,17.19,19.78,0.00,2
43,16.29,25.08,8.46,19.19,20.12,0.00,2
45,18.39,30.90,9.63,21.19,21.97,1.00,2
47,16.52,30.71,8.86,20.93,24.43,1.00,2
49,16.40,30.71,9.06,22.93,23.64,2.00,2
51,16.68,31.06,9.52,24.93,24.80,1.00,4
53,19.74,37.15,10.10,26.93,22.76,0.00,4
55,19.57,36.98,11.08,28.93,20.76,1.00,4
57,19.25,36.98,12.08,30.93,21.29,1.00,4
59,20.62,40.99,10.47,32.93,19.37,0.00,1
61,24.91,50.38,11.40,34.93,17.90,0.00,1
63,27.17,50.13,12.40,36.93,18.34,0.00,1
65,29.13,50.13,13.41,38.93,19.93,2.00,1
67,29.54,50.13,13.55,37.14,17.77,2.00,1
69,31.83,54.10,13.76,39.14,18.30,2.00,1
71,36.07,57.68,12.99,33.70,17.65,2.00,1
73,37.89,66.02,11.39,28.91,17.68,2.00,1
75,27.25,68.83,10.87,24.83,18.73,2.00,1
77,14.21,33.11,10.44,23.78,20.14,1.00,1
79,14.36,36.47,11.19,25.78,21.53,3.00,1
81,15.72,36.44,8.80,27.78,18.88,2.00,3
83,16.27,36.44,8.14,29.78,16.94,1.00,3
85,17.72,36.44,8.22,31.78,17.42,0.00,3
87,16.51,36.44,9.22,33.78,15.02,2.00,3
89,14.21,36.44,8.60,35.78,11.63,2.00,3
91,15.64,36.44,8.21,37.78,9.62,1.00,2
93,17.93,36.44,8.31,39.78,9.49,1.00,2
95,18.61,36.44,8.78,41.78,11.99,0.00,2
97,19.53,36.44,9.78,43.78,18.63,3.00,2
99,20.51,36.44,8.83,42.10,28.45,2.00,2
101,18.20,36.24,8.26,38.73,36.80,2.00,2
103,6.57,17.70,7.62,35.04,39.68,2.00,2
105,5.70,17.70,7.46,35.56,39.91,2.00,2
107,5.70,17.70,6.78,30.10,34.23,1.00,2
109,5.70,17.70,4.94,30.55,26.29,1.00,4
111,7.02,22.99,5.44,32.55,17.60,1.00,4
113,12.20,28.70,5.76,34.55,16.66,0.00,4
115,14.61,32.73,6.61,36.55,17.79,2.00,4
117,16.21,35.81,4.60,38.55,21.89,0.00,1
119,16.08,35.78,5.41,40.55,22.79,0.00,1
121,16.07,35.78,6.38,42.55,24.87,0.00,1
123,15.23,35.78,7.38,44.55,27.65,2.00,1
125,16.46,35.78,8.34,46.77,30.58,2.00,1
127,13.48,33.75,7.96,33.84,31.67,2.00,1
129,1.56,4.48,6.75,19.10,33.06,2.00,1
131,3.03,7.65,4.92,18.90,33.51,3.00,1
133,5.28,16.62,4.02,15.75,30.59,1.00,1
135,5.74,18.49,4.32,17.75,25.41,0.00,1
137,6.69,22.27,5.32,19.75,23.86,1.00,1
139,9.06,31.74,6.11,21.75,27.08,2.00,1
141,11.96,32.48,6.04,23.75,26.60,0.00,3
143,13.49,38.83,7.13,25.75,24.80,1.00,3
145,15.19,45.93,7.88,27.75,22.09,1.00,3
147,13.25,45.82,7.27,29.75,18.36,1.00,3
149,12.16,45.82,5.62,22.13,19.60,1.00,3
151,11.87,47.49,5.63,24.13,18.54,0.00,3
153,14.57,51.95,6.77,26.13,17.63,1.00,2
155,17.63,51.86,7.73,28.13,19.80,0.00,2
157,19.75,51.86,8.90,30.13,24.04,0.00,2
159,18.45,51.86,10.07,32.13,23.14,2.00,2
161,18.45,51.86,10.14,31.97,21.18,1.00,2
163,20.20,51.86,8.49,33.97,20.91,1.00,2
