time,calc_time
1.00,0.19
9.00,0.09
19.00,0.09
29.00,0.08
39.00,0.09
49.00,0.10
59.00,0.09
69.00,0.11
79.00,0.11
89.00,0.08
99.00,0.09
109.00,0.09
119.00,0.10
129.00,0.09
139.00,0.22
149.00,0.10
159.00,0.07
169.00,0.09
179.00,0.08
189.00,0.09
199.00,0.25
209.00,0.07
219.00,0.19
229.00,0.08
239.00,0.08
249.00,0.09
259.00,0.09
269.00,0.36
279.00,0.08
289.00,0.21
299.00,0.10
309.00,0.10
319.00,0.07
329.00,0.09
339.00,0.09
349.00,0.09
359.00,0.08
369.00,0.09
379.00,0.08
389.00,0.08
399.00,0.10
409.00,0.10
419.00,0.10
429.00,0.10
439.00,0.08
449.00,0.09
459.00,0.10
469.00,0.10
479.00,0.08
489.00,0.10
499.00,0.09
