time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,60.00,0
3,0.00,0.00,0.00,0.00,0.00,52.41,6
5,0.00,0.00,0.00,0.00,0.00,57.99,6
7,0.00,0.00,0.00,0.00,0.00,59.59,6
9,0.00,0.00,0.00,0.00,0.00,57.87,6
11,0.00,0.00,0.00,0.00,0.00,55.05,6
13,0.00,0.00,0.00,0.00,0.00,51.55,2
15,0.00,0.00,0.00,0.00,0.00,51.54,2
17,0.00,0.00,0.15,0.27,0.91,54.16,2
19,0.00,0.00,0.24,0.56,2.91,57.06,2
21,0.00,0.00,0.00,0.00,0.00,51.49,2
23,0.00,0.00,0.05,0.12,0.61,42.56,1
25,0.00,0.00,0.22,0.50,2.61,43.46,1
27,0.73,2.94,0.49,1.03,4.61,46.91,1
29,0.00,0.00,0.89,1.78,6.61,48.99,1
31,0.00,0.00,0.80,1.85,8.61,45.72,1
33,0.00,0.00,0.92,2.10,10.61,46.12,2
35,0.00,0.00,1.09,2.45,12.61,44.39,2
37,0.84,3.36,0.21,0.09,2.48,38.10,2
39,1.42,5.70,0.60,0.51,4.48,34.92,2
41,1.88,5.68,0.81,0.43,6.48,34.78,2
43,2.83,5.68,1.15,0.59,8.48,34.83,7
45,2.79,5.59,1.73,1.31,10.48,40.26,7
47,2.25,5.57,2.01,1.33,12.48,39.67,7
49,2.62,5.57,1.56,1.74,10.65,43.49,7
51,2.62,5.57,1.93,2.03,12.65,44.52,7
53,2.62,5.57,2.43,2.61,14.65,39.83,8
55,2.68,5.47,3.06,3.30,16.65,40.97,8
57,2.86,11.18,3.85,4.07,18.65,36.89,8
59,3.34,13.08,2.81,4.13,15.00,32.37,8
61,5.64,17.50,3.42,4.82,17.00,26.27,8
63,5.57,17.42,4.14,5.65,19.00,21.64,5
65,6.01,17.42,5.12,6.62,21.00,20.51,5
67,9.07,17.40,5.04,4.93,19.47,20.51,5
69,7.58,11.92,5.17,5.31,15.61,18.60,5
71,6.91,16.02,4.17,5.10,12.90,19.36,5
73,7.43,18.10,3.94,3.62,14.90,24.12,6
75,7.43,18.09,4.92,4.89,16.90,34.92,6
77,7.42,18.05,5.60,5.48,18.90,36.14,6
79,4.62,11.64,4.73,5.19,15.88,38.35,6
81,2.91,11.64,4.07,5.11,17.70,37.45,6
83,5.35,17.11,3.41,2.86,19.70,38.39,1
85,5.54,17.13,3.91,3.27,21.70,36.47,1
87,5.86,17.09,4.50,3.73,23.70,37.58,1
89,3.84,5.68,4.07,4.00,24.41,37.47,1
91,4.73,11.93,2.97,2.15,11.25,40.36,1
93,5.45,11.69,2.57,2.00,12.86,41.16,4
95,5.34,11.69,2.98,2.30,14.86,44.30,4
97,3.58,14.08,3.16,2.13,16.86,43.37,4
99,4.51,18.04,1.94,1.70,18.86,40.44,4
101,4.50,17.99,2.08,1.94,20.86,34.40,4
103,6.06,17.99,2.58,2.59,22.86,30.65,2
105,9.03,18.12,3.20,3.50,24.86,27.65,2
107,11.83,29.35,3.71,4.12,26.86,25.77,2
109,13.47,29.35,4.39,5.14,28.86,23.34,2
111,10.40,24.30,5.25,6.04,30.86,21.98,2
113,11.64,33.67,6.07,6.80,32.86,22.35,5
115,13.88,39.21,7.35,8.51,34.86,23.44,5
117,16.65,48.62,8.64,10.05,36.86,27.87,5
119,21.13,60.52,8.88,10.78,30.32,29.29,5
121,24.31,68.72,9.33,11.23,24.85,29.86,5
123,24.73,70.46,7.83,10.60,19.21,27.68,1
125,25.24,72.51,8.53,10.88,21.21,21.40,1
127,28.45,76.78,7.98,10.35,23.21,17.79,1
129,21.99,45.76,9.20,11.28,25.21,16.13,1
131,13.81,29.68,10.12,12.02,27.21,14.80,1
133,15.05,29.49,11.40,13.27,29.21,18.31,4
135,15.59,31.71,12.65,14.36,31.21,22.43,4
137,16.74,36.33,13.44,14.21,33.21,25.70,4
139,19.25,36.25,12.93,14.24,35.21,26.01,4
141,21.73,36.25,11.33,14.18,37.21,25.95,4
143,23.07,36.25,12.34,15.32,39.21,23.45,2
145,25.00,38.01,13.38,16.56,41.21,23.93,2
147,27.10,46.57,13.92,16.42,35.75,23.14,2
149,29.87,56.15,14.92,17.65,37.75,23.06,2
151,28.12,61.73,14.95,16.50,35.43,18.93,2
153,31.81,68.13,13.43,16.10,30.83,15.62,3
155,34.71,71.54,13.23,15.87,32.83,17.00,3
157,37.52,80.68,13.05,13.98,34.83,18.27,3
159,36.90,81.39,13.02,14.37,36.83,18.16,3
161,39.59,92.27,11.97,14.54,38.83,17.64,3
163,38.06,74.15,12.44,15.68,40.83,15.54,1
165,34.05,55.06,13.20,16.70,42.83,15.14,1
167,35.88,55.06,13.98,17.92,44.83,14.58,1
169,39.78,62.17,13.11,17.70,40.24,15.48,1
171,42.83,72.63,13.43,18.29,39.44,14.12,1
173,44.11,85.59,13.52,19.05,39.81,10.24,6
175,49.13,101.60,13.13,16.64,40.10,9.96,6
177,56.35,115.28,14.47,18.21,42.10,10.52,6
179,61.94,130.61,14.23,18.57,32.68,10.77,6
181,63.94,133.77,15.40,19.75,33.29,10.38,6
183,65.27,133.73,16.81,21.44,35.29,10.16,1
185,70.51,139.80,18.25,22.96,37.29,9.65,1
187,73.40,150.51,19.46,24.22,39.29,11.22,1
189,73.79,151.67,20.81,25.75,40.54,13.49,1
191,74.18,152.43,20.60,25.37,42.54,10.99,1
193,77.34,162.40,20.17,23.64,44.54,12.26,5
195,69.54,174.41,18.97,23.11,46.54,13.30,5
197,70.01,176.76,19.84,23.47,48.54,13.48,5
199,74.31,176.74,20.13,23.62,50.54,12.12,5
201,76.23,176.74,21.29,24.59,52.54,11.63,5
203,77.08,176.74,22.46,25.33,54.54,12.28,6
205,77.03,176.74,21.12,23.43,56.54,11.22,6
207,55.75,176.74,21.72,23.00,53.27,12.37,6
209,56.72,176.74,23.15,24.53,55.27,16.05,6
211,58.56,176.74,21.95,24.04,54.37,16.84,6
213,61.81,176.15,23.76,26.07,56.37,18.42,1
215,49.93,121.15,25.27,27.29,58.37,17.51,1
217,48.45,109.03,27.16,29.14,60.37,16.58,1
219,52.40,118.38,28.23,30.67,62.37,15.25,1
221,57.22,127.86,28.09,29.45,64.37,12.76,1
223,63.41,141.00,28.54,30.03,66.37,9.31,6
225,72.42,157.42,29.74,31.47,68.37,6.36,6
227,80.27,168.69,31.29,32.74,70.37,6.64,6
229,86.45,179.35,33.12,34.67,72.37,7.65,6
231,89.10,187.40,34.00,34.40,74.37,8.16,6
233,91.84,192.53,35.84,36.33,76.37,7.73,2
235,94.23,202.08,37.52,37.92,78.37,8.61,2
237,95.66,198.69,39.18,39.43,80.37,9.85,2
239,97.60,197.99,38.17,39.41,82.37,11.16,2
241,98.22,197.98,39.37,40.41,84.37,12.86,2
243,95.36,197.40,40.89,41.91,86.37,10.87,5
245,86.14,177.94,40.88,43.05,88.37,11.45,5
247,68.32,155.46,42.01,44.22,90.37,11.17,5
249,72.55,162.64,37.30,40.45,92.37,11.06,5
251,78.94,175.80,38.25,41.05,94.37,11.95,5
253,82.85,185.04,39.59,42.39,96.37,11.09,6
255,85.49,190.68,40.41,42.55,98.37,10.41,6
257,89.08,196.78,40.87,41.87,100.37,10.00,6
259,93.40,196.86,40.55,41.46,102.37,8.24,6
261,95.05,196.86,41.78,42.92,104.37,7.64,6
263,97.36,196.86,40.51,42.16,106.37,8.07,7
265,98.18,196.84,41.32,42.29,108.37,7.98,7
267,99.11,196.79,42.59,43.72,110.37,10.19,7
269,92.18,169.10,42.35,44.70,112.37,14.20,7
271,51.92,139.34,41.64,45.29,114.37,16.43,7
273,49.49,139.21,39.32,44.10,116.37,14.85,4
275,42.60,104.93,38.98,43.90,118.37,12.80,4
277,40.64,76.63,38.92,43.62,120.37,13.27,4
279,45.84,83.50,39.69,44.88,116.12,12.68,4
281,48.12,90.49,34.47,42.36,85.23,11.32,4
283,51.98,99.75,35.77,44.00,84.84,9.38,2
285,57.48,109.62,33.07,43.93,84.07,6.97,2
287,63.18,113.57,33.64,44.47,86.07,5.76,2
289,70.89,120.47,32.91,44.47,86.57,7.67,2
291,75.78,133.08,32.48,42.08,69.90,8.51,2
293,70.69,135.73,32.58,41.52,71.90,9.61,1
295,70.78,135.71,32.65,40.64,73.90,9.05,1
297,73.41,135.71,34.04,42.16,75.90,8.26,1
299,77.39,143.54,34.92,43.14,74.63,6.64,1
301,80.49,153.95,35.96,43.61,74.40,5.46,1
303,83.82,154.91,36.17,44.20,75.20,6.00,2
305,85.24,155.01,37.04,45.03,77.20,6.19,2
307,86.06,155.01,38.91,46.97,79.20,8.47,2
309,85.69,155.01,38.26,46.93,80.91,8.75,2
311,82.61,158.81,39.01,47.17,82.91,9.94,2
313,86.09,170.55,39.71,48.61,84.91,8.64,1
315,91.86,181.58,40.92,49.66,86.91,7.10,1
317,97.48,188.80,40.81,48.51,82.01,8.41,1
319,100.37,192.92,42.48,50.23,84.01,7.45,1
321,102.06,198.42,42.55,50.41,82.25,7.43,1
323,103.44,198.52,44.06,51.90,84.25,6.57,2
325,103.23,197.87,45.01,52.30,86.25,6.58,2
327,93.27,192.45,45.40,51.79,82.65,7.00,2
329,94.38,202.05,47.07,53.64,84.65,6.82,2
331,98.53,199.57,46.60,51.56,86.65,7.83,2
333,100.44,198.89,48.12,52.93,88.65,6.98,1
335,102.49,198.86,47.73,53.06,90.65,7.54,1
337,103.83,198.15,48.16,53.17,92.65,8.88,1
339,104.71,198.88,48.04,53.43,90.46,10.40,1
341,96.58,198.67,48.21,53.59,92.46,11.00,1
343,97.16,198.39,49.42,54.72,94.46,10.94,5
345,99.65,198.07,50.19,54.85,96.46,10.13,5
347,102.33,193.48,51.08,55.24,98.46,10.63,5
349,94.49,186.17,49.40,54.35,100.46,10.14,5
351,98.36,191.56,50.43,55.07,102.46,9.28,5
353,102.86,197.06,49.32,50.76,104.46,8.62,6
355,106.13,198.18,47.80,49.95,106.46,10.64,6
357,108.19,197.82,46.74,49.23,108.46,12.22,6
359,109.61,197.66,46.02,48.77,110.46,14.18,6
361,110.80,197.58,45.88,46.30,112.46,15.17,6
363,111.29,199.26,47.32,47.50,114.46,15.34,8
365,63.16,199.21,48.51,48.57,116.46,14.62,8
367,64.99,198.50,49.38,49.26,118.46,14.00,8
369,61.40,175.29,43.74,47.76,107.79,14.15,8
371,54.25,149.36,43.95,48.90,109.79,13.24,8
373,51.06,157.04,44.59,49.86,111.79,11.81,5
375,53.85,166.85,45.42,50.99,113.79,10.47,5
377,60.74,179.37,45.63,49.83,115.79,10.40,5
379,65.77,188.86,46.46,50.87,117.79,10.75,5
381,71.63,202.09,38.14,44.85,119.79,9.75,5
383,76.31,200.50,39.14,45.77,121.79,10.24,6
385,79.95,200.15,40.25,46.89,123.79,10.28,6
387,83.56,200.15,40.11,45.00,125.79,10.58,6
389,86.06,200.15,39.70,43.22,127.79,9.69,6
391,89.44,200.15,40.19,42.97,129.79,9.87,6
393,92.38,200.15,40.73,43.46,131.79,9.57,1
395,94.69,200.01,40.70,41.84,133.79,9.39,1
