time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,43.57,0
3,0.00,0.00,0.00,0.00,0.00,50.98,8
5,0.00,0.00,0.00,0.00,0.00,55.54,8
7,0.00,0.00,0.00,0.00,0.00,59.59,8
9,0.00,0.00,0.00,0.00,0.00,61.71,8
11,0.00,0.00,0.00,0.00,0.00,60.68,8
13,0.00,0.00,0.00,0.00,0.00,57.70,2
15,0.00,0.00,0.00,0.00,0.00,53.28,2
17,0.37,1.49,0.36,0.33,1.94,49.91,2
19,1.36,5.43,0.37,0.36,3.83,43.84,2
21,1.65,5.35,0.70,0.78,5.83,38.44,2
23,4.12,11.12,1.01,1.20,7.83,34.05,3
25,4.46,11.39,1.50,1.88,9.83,30.90,3
27,7.90,17.66,2.13,2.80,11.83,28.79,3
29,6.59,11.66,2.69,3.59,13.83,31.18,3
31,6.92,11.64,2.97,3.88,15.83,33.64,3
33,6.85,11.64,3.62,4.71,17.83,37.46,1
35,6.83,11.64,3.78,4.73,19.83,39.54,1
37,4.84,10.37,4.48,5.64,21.83,38.62,1
39,2.59,10.37,4.16,4.86,23.83,35.97,1
41,3.89,10.37,4.03,4.41,25.83,32.50,1
43,4.80,10.37,4.74,5.27,27.83,27.40,8
45,8.58,15.90,5.06,5.43,29.83,24.22,8
47,9.67,16.52,6.02,6.51,31.83,23.15,8
49,9.29,18.24,4.59,5.38,20.11,22.63,8
51,8.42,18.06,4.26,5.26,14.36,22.28,8
53,11.01,20.89,4.05,5.25,16.36,22.32,3
55,13.43,30.21,4.90,6.22,18.36,28.92,3
57,13.32,29.93,5.90,7.32,20.36,31.92,3
59,11.49,29.92,5.94,6.83,17.07,33.05,3
61,5.66,11.72,6.34,6.94,19.07,36.22,3
63,5.85,11.04,6.32,6.36,21.07,35.08,1
65,6.74,10.96,7.56,7.86,23.07,34.44,1
67,7.50,13.52,7.10,8.53,25.07,32.86,1
69,8.52,17.69,7.76,9.25,27.07,30.73,1
71,10.75,26.61,8.17,9.56,29.07,29.78,1
73,11.59,29.95,8.68,10.03,31.07,26.27,5
75,13.37,29.94,9.50,11.01,33.07,27.97,5
77,15.97,29.94,10.16,11.67,35.07,29.53,5
79,18.07,29.93,10.11,11.29,37.07,27.07,5
81,14.26,18.93,10.86,12.17,39.07,26.61,5
83,10.60,18.93,11.37,12.63,41.07,25.67,6
85,13.16,21.71,11.99,13.30,43.07,27.81,6
87,14.08,25.37,12.97,14.55,45.07,29.47,6
89,13.27,30.04,8.51,10.82,34.22,29.17,6
91,13.69,31.72,8.19,10.90,36.22,29.81,6
93,13.69,31.71,8.28,11.34,38.22,29.44,3
95,14.61,35.70,8.96,12.34,40.22,29.00,3
97,13.97,37.92,9.92,13.67,42.22,25.43,3
99,16.70,44.62,8.06,9.99,44.22,23.43,3
101,18.97,50.39,9.02,10.85,46.22,24.44,3
103,20.95,50.06,9.70,11.27,48.22,22.66,8
105,21.63,47.77,10.76,12.31,50.22,20.76,8
107,24.76,50.00,12.18,13.93,52.22,21.19,8
109,23.43,36.90,10.82,13.07,34.16,20.56,8
111,26.88,36.62,10.33,13.71,27.91,17.78,8
113,23.97,49.72,10.07,13.95,27.71,15.26,1
115,27.67,56.61,11.17,15.37,29.71,15.42,1
117,32.52,63.17,12.60,17.04,31.71,16.65,1
119,33.66,63.25,13.53,17.62,31.79,15.91,1
121,34.64,63.25,14.45,18.18,32.74,15.09,1
123,40.96,63.25,14.80,17.79,34.74,14.87,4
125,32.61,64.65,15.91,18.73,36.74,12.77,4
127,35.56,77.77,17.74,20.58,38.74,12.89,4
129,40.57,90.35,17.50,20.52,40.74,13.04,4
131,40.51,97.63,17.51,20.69,42.74,14.00,4
133,39.01,107.62,19.01,22.23,44.74,13.54,1
135,43.13,122.63,20.44,23.71,46.74,14.07,1
137,45.43,127.20,22.11,25.41,48.74,14.58,1
139,47.49,134.55,21.68,23.63,50.74,17.51,1
141,46.16,137.69,22.89,24.55,52.74,17.48,1
143,46.44,138.79,22.73,23.95,54.74,17.75,3
145,36.39,96.32,20.09,23.28,56.74,16.26,3
147,31.69,70.91,19.09,24.18,58.74,13.83,3
149,36.19,78.53,18.51,22.46,54.57,11.15,3
151,36.37,89.70,18.11,21.02,53.19,10.35,3
153,41.53,102.75,19.32,22.23,55.19,9.54,2
155,44.32,108.71,20.10,22.76,57.19,9.09,2
157,47.87,115.89,21.60,24.46,59.19,9.65,2
159,49.40,115.74,22.11,25.26,55.52,12.33,2
161,47.33,121.04,19.15,22.86,55.47,14.68,2
163,43.08,128.27,20.48,24.41,57.47,13.88,1
165,44.07,128.14,19.39,25.22,59.47,15.52,1
167,46.03,128.14,20.72,26.77,61.47,15.77,1
169,46.65,128.14,21.51,27.30,63.47,14.59,1
171,44.16,128.13,22.16,27.61,65.47,13.15,1
173,38.58,99.87,23.35,28.68,67.47,15.16,3
175,27.12,44.70,23.07,27.33,69.47,18.08,3
177,28.59,47.79,24.57,28.91,71.47,19.74,3
179,27.55,54.83,24.57,28.01,61.32,20.66,3
181,27.60,60.62,23.61,25.53,58.37,20.53,3
183,29.81,69.49,24.43,25.98,60.37,19.03,7
185,32.76,81.26,25.27,26.48,62.37,17.90,7
187,37.11,93.67,26.08,26.92,64.37,18.25,7
189,45.45,104.43,27.49,28.34,66.37,16.98,7
191,52.00,122.23,27.03,26.69,68.37,14.06,7
193,57.26,140.56,23.11,22.62,70.37,12.72,2
195,61.62,155.51,24.94,24.53,72.37,11.57,2
197,66.90,166.53,26.78,26.44,74.37,10.43,2
199,68.40,166.27,25.13,25.15,76.37,9.86,2
201,72.90,173.79,23.45,26.01,78.37,8.24,2
203,76.58,182.39,24.22,26.98,80.37,8.89,1
205,79.64,185.20,23.77,26.83,82.37,9.33,1
207,80.94,190.29,25.44,28.63,84.37,11.09,1
209,83.15,197.71,25.92,28.47,86.37,12.75,1
211,71.65,197.41,26.86,29.05,88.37,13.67,1
213,68.24,197.41,25.49,27.02,90.37,14.63,3
215,70.70,197.41,26.41,27.72,92.37,17.14,3
217,73.58,197.41,27.52,29.31,94.37,18.22,3
219,71.68,197.31,27.73,28.88,96.37,19.03,3
221,56.64,137.31,25.09,27.03,98.37,19.89,3
223,28.61,42.52,25.79,27.39,100.37,17.26,4
225,28.81,40.97,26.91,28.38,102.37,16.98,4
227,30.01,38.02,27.31,29.40,104.37,16.26,4
229,32.33,41.27,28.19,30.45,98.23,15.65,4
231,34.43,41.40,27.52,30.00,76.01,15.00,4
233,30.80,49.56,24.35,27.34,59.33,13.31,1
235,35.39,58.68,24.48,27.73,49.55,13.47,1
237,37.81,65.06,26.31,29.68,51.55,14.94,1
239,39.77,72.92,26.35,28.65,53.55,15.78,1
241,40.00,83.67,25.65,28.43,55.55,15.01,1
243,40.34,94.99,23.35,27.88,57.55,14.26,1
245,44.08,109.93,24.82,29.41,59.55,13.56,1
247,48.00,123.34,25.26,29.05,61.55,11.49,1
249,51.63,134.10,25.93,29.57,63.55,8.57,1
251,51.71,133.88,25.17,27.42,65.55,9.49,1
253,54.57,138.46,26.38,28.51,67.55,10.34,2
255,58.36,140.55,27.88,30.09,69.55,10.14,2
257,59.28,140.41,29.38,31.68,71.55,11.57,2
259,50.69,101.29,30.26,32.63,73.55,12.12,2
261,37.37,49.19,29.09,31.78,75.55,13.42,2
263,37.35,49.13,27.68,32.43,77.55,14.16,3
265,36.80,48.13,29.14,34.09,79.55,13.14,3
267,32.75,48.13,30.97,35.99,81.55,11.26,3
269,30.17,50.65,31.64,36.45,83.55,13.66,3
271,26.34,58.69,31.80,35.82,85.55,12.45,3
273,28.08,61.43,32.47,36.02,87.55,10.11,6
275,32.39,63.59,33.75,37.25,89.55,9.25,6
277,36.12,73.11,35.42,39.10,91.55,10.92,6
279,36.97,76.43,34.87,38.93,93.55,11.01,6
281,37.52,78.70,32.22,36.82,95.55,12.74,6
283,35.01,75.62,30.67,35.72,97.55,12.52,1
285,27.83,71.28,29.35,36.20,99.55,14.43,1
287,29.67,68.78,30.85,37.95,101.55,14.27,1
289,30.95,68.60,31.00,37.45,103.55,14.67,1
291,31.84,68.60,30.83,36.34,105.55,14.50,1
293,31.83,68.60,27.69,35.48,107.55,16.92,1
295,32.19,70.05,28.70,36.81,109.55,20.29,1
297,34.97,80.32,29.80,38.15,111.55,19.98,1
299,35.41,81.55,30.54,38.89,113.55,20.06,1
301,26.12,38.74,29.63,36.88,115.55,17.12,1
