time,queue_avg,queue_max,delay_avg_1,delay_max,speed_avg,phase,reward
1,0.00,0.00,0.00,0.00,60.00,0,
3,0.00,0.00,0.00,0.00,52.90,8,
5,0.00,0.00,0.00,0.00,57.32,8,
7,0.00,0.00,0.00,0.00,60.44,8,
9,0.00,0.00,0.00,0.00,56.65,8,4.00
11,0.00,0.00,0.00,0.00,53.59,8,
13,0.00,0.00,0.00,0.00,50.04,2,
15,0.00,0.00,0.00,0.00,55.26,2,
17,0.00,0.00,0.11,1.02,54.53,2,
19,0.00,0.00,0.10,1.15,57.08,2,4.00
21,0.00,0.00,0.00,0.00,51.48,2,
23,0.00,0.00,0.02,0.20,43.49,7,
25,0.00,0.00,0.18,2.20,47.31,7,
27,0.00,0.00,0.12,1.29,46.22,7,
29,0.28,1.13,0.45,3.29,43.38,7,2.93
31,2.27,9.09,0.34,4.10,42.07,7,
33,2.82,11.28,0.55,6.10,42.18,2,
35,2.82,11.27,0.71,8.10,37.82,2,
37,4.08,11.27,1.12,10.10,32.35,2,
39,4.24,11.27,1.74,12.10,27.61,2,1.85
41,4.63,11.27,1.96,14.10,24.56,2,
43,5.65,11.27,2.56,16.10,25.81,5,
45,5.81,11.27,3.23,18.10,33.63,5,
47,7.22,17.63,3.29,17.38,35.54,5,
49,5.96,9.07,3.77,19.38,39.77,5,2.96
51,5.61,11.19,3.18,16.42,44.10,5,
53,5.59,11.11,3.15,18.42,40.52,7,
55,5.57,11.11,3.73,20.42,40.72,7,
57,4.41,8.04,4.48,22.42,38.77,7,
59,2.59,5.57,3.54,20.63,34.05,7,1.40
61,3.56,7.26,3.36,22.63,25.17,7,
63,5.47,11.32,4.38,24.63,22.42,4,
65,6.41,11.26,5.60,26.63,23.24,4,
67,6.66,11.26,7.02,28.63,20.89,4,
69,6.66,11.26,5.77,14.92,17.23,4,1.30
71,9.20,15.89,6.43,16.92,16.95,4,
73,11.80,18.25,7.60,18.92,19.14,5,
75,13.33,18.32,8.77,20.92,26.13,5,
77,13.46,18.83,9.93,22.92,26.92,5,
79,14.70,23.79,7.50,22.25,28.79,5,1.65
81,9.85,18.09,7.35,24.25,28.45,5,
83,9.41,18.09,7.76,26.25,29.71,2,
85,9.84,18.09,8.11,28.25,31.94,2,
87,9.83,18.05,9.02,30.25,35.11,2,
89,4.61,7.22,5.05,25.55,33.78,2,2.23
91,5.87,8.71,5.81,21.64,31.84,2,
93,7.96,14.80,3.24,12.46,31.80,1,
95,9.55,17.90,4.24,14.46,33.55,1,
97,10.75,20.17,5.24,16.46,34.72,1,
99,11.44,23.38,4.65,12.89,33.85,1,2.48
101,7.64,11.54,5.07,14.89,31.24,1,
103,7.07,11.54,5.48,16.89,29.09,5,
105,8.75,12.24,5.63,18.89,26.33,5,
107,11.57,26.71,6.22,20.89,27.09,5,
109,10.15,29.38,6.19,22.89,25.09,5,2.15
111,12.45,32.90,5.39,24.89,25.71,5,
113,14.54,36.04,5.74,26.89,25.53,4,
