time,value
5,0.02
9,0.01
13,0.04
17,0.01
21,0.02
25,0.02
29,0.03
33,0.03
37,0.05
41,0.03
45,0.05
49,0.04
53,0.03
57,0.04
61,0.03
65,0.02
69,0.04
73,0.03
77,0.05
81,0.06
85,0.05
89,0.03
93,0.05
97,0.03
101,0.05
105,0.04
109,0.03
113,0.03
117,0.06
121,0.04
125,0.09
129,0.04
133,0.06
137,0.04
141,0.05
145,0.04
149,0.06
153,0.04
157,0.06
161,0.05
165,0.05
169,0.06
173,0.13
177,0.05
181,0.07
185,0.08
189,0.08
193,0.09
197,0.06
201,0.05
205,0.07
209,0.06
213,0.07
217,0.08
221,0.13
225,0.11
229,0.13
233,0.14
237,0.17
241,0.19
245,0.25
249,0.24
253,0.11
257,0.14
261,0.11
265,0.15
269,0.16
273,0.16
277,0.20
281,0.26
285,0.21
289,0.24
293,0.16
297,0.23
301,0.32
305,0.32
309,0.34
313,0.35
317,0.24
321,0.41
325,0.40
329,0.21
333,0.22
337,0.31
341,0.24
345,0.52
349,0.58
353,0.33
357,0.38
361,0.33
365,0.45
369,0.45
373,0.25
377,0.46
381,0.44
385,0.40
389,0.24
393,0.34
397,0.23
401,0.38
405,0.32
409,0.32
413,0.30
417,0.17
421,0.25
425,0.17
429,0.40
433,0.56
437,0.23
441,0.38
445,0.20
449,0.30
453,0.35
457,0.39
461,0.26
465,0.38
469,0.27
473,0.33
477,0.22
481,0.38
485,0.24
489,0.40
493,0.44
497,0.46
501,0.45
505,0.25
509,0.38
513,0.28
517,0.44
521,0.43
525,0.44
529,0.21
533,0.40
537,0.35
541,0.28
545,0.35
549,0.18
553,0.30
557,0.19
561,0.40
565,0.36
569,0.40
573,0.20
577,0.34
581,0.35
585,0.56
589,0.19
593,0.21
597,0.45
601,0.43
605,0.31
609,0.17
613,0.47
617,0.16
621,0.16
625,0.34
629,0.28
633,0.32
637,0.26
641,0.22
645,0.31
649,0.35
653,0.36
657,0.26
661,0.48
665,0.46
669,0.41
673,0.58
677,0.24
681,0.50
685,0.55
689,0.52
693,0.25
697,0.39
701,0.36
705,0.33
709,0.38
713,0.31
717,0.44
721,0.31
725,0.35
729,0.48
733,0.42
737,0.55
741,0.82
745,0.27
749,0.51
753,0.64
757,0.40
761,0.58
765,0.59
769,0.34
773,0.47
777,0.40
781,0.43
785,0.43
789,0.49
793,0.67
797,0.38
801,0.35
805,0.44
809,0.81
813,0.24
817,0.69
821,0.28
825,0.44
829,0.48
833,0.55
837,0.49
841,0.34
845,0.41
849,0.51
853,0.42
857,0.56
861,0.38
865,0.24
869,0.38
873,0.46
877,0.29
881,0.32
885,0.17
889,0.30
893,0.28
897,0.32
901,0.35
905,0.24
909,0.41
913,0.27
917,0.30
921,0.23
925,0.35
929,0.35
933,0.40
937,0.34
941,0.30
945,0.24
949,0.18
953,0.28
957,0.29
961,0.14
965,0.63
969,0.43
973,0.59
977,0.55
981,0.46
985,0.38
989,0.75
993,0.76
997,0.50
