time,value
5,0.04
9,0.00
13,0.06
17,0.02
21,0.04
25,0.00
29,0.04
33,0.01
37,0.04
41,0.03
45,0.02
49,0.02
53,0.02
57,0.02
61,0.03
65,0.02
69,0.03
73,0.03
77,0.02
81,0.02
85,0.04
89,0.03
93,0.05
97,0.02
101,0.03
105,0.01
109,0.03
113,0.03
117,0.03
121,0.03
125,0.05
129,0.05
133,0.06
137,0.04
141,0.04
145,0.03
149,0.05
153,0.10
157,0.13
161,0.05
165,0.10
169,0.04
173,0.10
177,0.05
181,0.14
185,0.13
189,0.06
193,0.11
197,0.05
201,0.10
205,0.06
209,0.14
213,0.05
217,0.09
221,0.07
225,0.14
229,0.06
233,0.13
237,0.14
241,0.08
245,0.12
249,0.08
253,0.05
257,0.06
261,0.05
265,0.15
269,0.07
273,0.09
277,0.25
281,0.17
285,0.09
289,0.18
293,0.08
297,0.13
301,0.09
305,0.17
309,0.17
313,0.10
317,0.28
321,0.12
325,0.16
329,0.08
333,0.12
337,0.14
341,0.18
345,0.10
349,0.20
353,0.10
357,0.19
361,0.15
365,0.10
369,0.18
373,0.28
377,0.22
381,0.30
385,0.20
389,0.14
393,0.24
397,0.08
401,0.54
405,0.24
409,0.17
413,0.09
417,0.15
421,0.11
425,0.19
429,0.11
433,0.23
437,0.09
441,0.13
445,0.24
449,0.12
453,0.23
457,0.13
461,0.25
465,0.22
469,0.35
473,0.33
477,0.15
481,0.25
485,0.17
489,0.24
493,0.28
497,0.32
501,0.33
505,0.35
509,0.29
513,0.17
517,0.30
521,0.37
525,0.41
529,0.18
533,0.25
537,0.30
541,0.16
545,0.30
549,0.33
553,0.14
557,0.28
561,0.30
565,0.25
569,0.13
573,0.35
577,0.13
581,0.23
585,0.13
589,0.19
593,0.11
597,0.24
601,0.21
605,0.22
609,0.14
613,0.24
617,0.16
621,0.24
625,0.29
629,0.28
633,0.18
637,0.33
641,0.41
645,0.19
649,0.33
653,0.19
657,0.37
661,0.49
665,0.49
669,0.21
673,0.38
677,0.39
681,0.21
685,0.41
689,0.41
693,0.22
697,0.35
701,0.33
705,0.22
709,0.29
713,0.30
717,0.42
721,0.40
725,0.18
729,0.28
733,0.38
737,0.19
741,0.20
745,0.27
749,0.23
753,0.37
757,0.36
761,0.35
765,0.25
769,0.40
773,0.29
777,0.46
781,0.32
785,0.44
789,0.48
793,0.47
797,0.28
801,0.43
805,0.41
809,0.27
813,0.50
817,0.41
821,0.43
825,0.19
829,0.26
833,0.17
837,0.29
841,0.25
845,0.21
849,0.30
853,0.17
857,0.37
861,0.37
865,0.30
869,0.17
873,0.28
877,0.35
881,0.24
885,0.16
889,0.25
893,0.22
897,0.33
901,0.22
905,0.23
909,0.27
913,0.17
917,0.14
921,0.27
925,0.14
929,0.24
933,0.14
937,0.25
941,0.13
945,0.27
949,0.16
953,0.27
957,0.14
961,0.19
965,0.34
969,0.30
973,0.36
977,0.21
981,0.41
985,0.35
989,0.21
993,0.38
997,0.38
