time,queue_avg,queue_max,delay_avg_1,delay_avg_2,delay_max,speed_avg,phase
1,0.00,0.00,0.00,0.00,0.00,43.57,0
3,0.00,0.00,0.00,0.00,0.00,52.74,8
5,0.00,0.00,0.00,0.00,0.00,60.43,8
7,0.00,0.00,0.00,0.00,0.00,63.52,8
9,0.00,0.00,0.00,0.00,0.00,59.17,8
11,0.00,0.00,0.00,0.00,0.00,57.63,8
13,0.00,0.00,0.00,0.00,0.00,54.35,2
15,0.00,0.00,0.05,0.08,0.61,52.54,2
17,0.37,1.49,0.42,0.54,2.61,52.39,2
19,1.36,5.43,0.45,0.52,3.83,48.66,2
21,1.34,5.35,0.51,0.45,5.83,45.43,2
23,1.34,5.35,0.71,0.65,7.83,41.33,5
25,1.95,5.35,1.19,1.20,9.83,39.41,5
27,4.18,11.38,1.77,1.91,11.83,38.28,5
29,4.19,11.39,2.18,2.34,13.83,34.00,5
31,5.57,11.39,2.27,2.19,15.83,32.35,5
33,6.77,11.39,3.06,3.13,17.83,31.90,7
35,7.63,15.06,3.61,3.67,19.83,30.45,7
37,8.44,18.31,4.62,4.84,21.83,29.43,7
39,6.34,10.37,5.26,5.79,23.83,30.34,7
41,6.35,10.37,5.53,6.44,25.83,31.03,7
43,6.67,10.99,6.15,7.49,27.83,28.81,8
45,8.05,15.90,6.92,8.69,29.83,26.91,8
47,9.26,16.52,7.97,10.13,31.83,28.50,8
49,7.42,16.62,6.71,9.39,20.11,30.31,8
51,7.07,16.61,6.54,9.67,21.73,29.39,8
53,8.19,21.15,6.39,9.97,23.73,26.61,5
55,10.47,28.91,7.34,11.27,25.73,26.28,5
57,13.36,29.93,8.51,12.77,27.73,24.13,5
59,14.67,29.92,9.21,13.50,29.73,23.48,5
61,10.73,20.10,8.08,11.20,31.73,24.74,5
63,8.80,24.10,7.91,11.95,33.73,24.21,6
65,10.10,25.91,8.51,12.56,35.73,24.95,6
67,13.96,25.90,9.56,13.94,37.73,25.89,6
69,17.51,35.59,7.68,10.46,21.49,25.10,6
71,17.35,29.84,8.04,10.69,18.29,22.02,6
73,12.26,30.03,8.39,10.90,20.29,17.49,5
75,13.42,29.94,8.05,9.90,22.29,15.81,5
77,16.31,29.94,9.42,11.56,24.29,14.71,5
79,19.30,29.93,9.51,11.23,25.20,15.21,5
81,15.44,18.06,10.50,12.30,27.20,15.92,5
83,11.78,18.06,11.10,12.75,29.20,16.83,4
85,13.93,18.06,12.12,13.88,31.20,21.41,4
87,16.02,18.06,13.45,15.53,33.20,27.22,4
89,13.53,20.25,11.95,13.73,35.20,29.71,4
